BeforeSCPercent	AfterSCPercent	EditorId	IssnId
0.1855862584017923	0.148212639557513	18258	2175
0.0921052631578947	0.0714893617021276	19480	2175
0.1034482758620689	0.1022727272727272	12795	89
0.2857142857142857	0.2830188679245283	13531	89
0.1338582677165354	0.0581005586592178	16663	89
0.35	0.1	18704	89
0.2352941176470588	0.2358803986710963	13667	89
0.0	0.225	10650	89
0.1781609195402299	0.03971119133574	12966	89
0.038716814159292	0.0016030779095864	17499	89
0.0723318158826504	0.0528784648187633	3399	89
0.356718192627824	0.4099099099099099	15883	89
0.0762711864406779	0.0985163741631988	6415	89
0.0754226267880364	0.1614752055818589	1387	89
0.0473407364114552	0.0632247377139701	12142	89
0.1765782250686184	0.0426506873457878	12940	89
0.1556390977443609	0.0513347022587269	13294	89
0.0818505338078291	0.0490758444869343	13612	89
0.2483660130718954	0.1195146042048821	17922	89
0.0847457627118644	0.1355498721227621	19183	89
0.1502299437915176	0.0707446808510638	18192	89
0.1393003466750709	0.0787166573400485	5559	89
0.022883295194508	0.0187009517448655	9052	89
0.2956989247311828	0.2334152334152334	13531	5339
0.0	0.3766233766233766	8115	5339
0.0	0.1868852459016393	16948	5339
0.1238095238095238	0.0359550561797752	13643	5339
0.0	0.0547945205479452	9272	5339
0.1319648093841642	0.0701530612244897	11766	5339
0.1019417475728155	0.0024752475247524	7375	5339
0.0906902086677367	0.106504374286801	16141	5339
0.2408477842003853	0.1879518072289156	13531	197
0.1095890410958904	0.0522292993630573	13270	197
0.2853658536585365	0.162511542012927	17198	197
0.0068728522336769	0.066	17940	197
0.1627408993576017	0.0529190850119494	14542	197
0.1632653061224489	0.165079365079365	15548	197
0.1876046901172529	0.096078431372549	6264	197
0.1321212121212121	0.111754068716094	18043	197
0.1390981939959335	0.0727965604846589	13587	197
0.0886454183266932	0.0831443688586545	18195	197
0.0459564309161444	0.0085869565217391	19074	197
0.0868055555555555	0.1269669017905588	5141	197
0.1145833333333333	0.1030086690464048	8525	197
0.101466049382716	0.0808972237543666	11506	197
0.1160288408208541	0.1238930136863762	12752	197
0.1045987376014427	0.125514403292181	15207	197
0.0545769563961882	0.0265606496362713	18254	197
0.1166089965397923	0.0622091599314229	19350	197
0.1176470588235294	0.0146198830409356	239	197
0.1369539551357733	0.1029547553093259	2232	197
0.1358839050131926	0.0809302325581395	10000	197
0.1197007481296758	0.1147525676937441	10072	197
0.3921081677704194	0.1747942832394976	10310	197
0.06925814399124	0.0606997558991049	10447	197
0.1978260869565217	0.1383902721482339	13327	197
0.2166123778501628	0.1877619446772841	13531	564
0.2983425414364641	0.0332541567695962	2782	564
0.0762711864406779	0.0985163741631988	6415	564
0.3605633802816901	0.1669642857142857	12955	564
0.171195652173913	0.0906832298136646	15744	564
0.165485973363559	0.1349702607899954	16173	564
0.0880989180834621	0.0614232209737827	18437	564
0.1858457997698504	0.0690243524119745	598	564
0.2955575702629193	0.1298980139559849	1414	564
0.1280653950953678	0.1306871372402172	1737	564
0.1594289113622843	0.0758241758241758	9810	564
0.1825613079019073	0.1636363636363636	11719	564
0.1151336560724058	0.1388513098019923	13587	564
0.0690184049079754	0.0422027792074112	12142	564
0.0045275303052431	0.0058403249236607	902	564
0.1118568232662192	0.0987113402061855	1725	564
0.0919324577861163	0.0312938383511384	3129	564
0.12504693954187	0.0815745790846573	3956	564
0.0577617328519855	0.0702560735390676	4553	564
0.1136363636363636	0.0700280112044818	4945	564
0.0528301886792452	0.0187185025197984	5890	564
0.0750235923246303	0.0334524012020184	9256	564
0.1458797327394209	0.0737299693146948	13615	564
0.0864955357142857	0.0358948432760364	16343	564
0.1686390532544378	0.0980891719745223	17860	564
0.2167919799498746	0.1241599462365591	2358	564
0.1048653755314123	0.072819033886085	4493	564
0.0761648745519713	0.0128486367909746	5224	564
0.0606948091294687	0.0360181508791832	5476	564
0.0576280623608017	0.0525542080117603	6545	564
0.0171755725190839	0.0	10376	564
0.0314083080040526	0.0250922509225092	11683	564
0.0811608460403344	0.042039641943734	12873	564
0.1242657026660641	0.0676090964966195	13158	564
0.1428571428571428	0.3636363636363636	17518	7860
0.1517241379310344	0.0445103857566765	13449	7860
0.2466666666666666	0.2760416666666667	12348	7860
0.1201044386422976	0.0075662042875157	7860	7860
0.059322033898305	0.1511511511511511	17570	5713
0.1708306503541532	0.0665110153256705	16499	5713
0.099236641221374	0.1308724832214765	16535	5713
0.0117270788912579	0.0	9939	5713
0.088157396897465	0.0635422152009829	5713	5713
0.0324729392173189	0.0091148956584312	8735	5713
0.056078860898138	0.0137655860349127	18732	5713
0.4	0.40625	4729	4486
0.0	0.0625	5008	4486
0.0	0.0	13365	4486
0.0	0.282051282051282	14636	4486
0.0925925925925925	0.0522875816993464	17385	4486
0.1526315789473684	0.0347648261758691	17400	4486
1.0	0.6052631578947368	14935	4486
0.0	0.1555555555555555	15159	4486
1.0	0.0	10331	4486
0.5733333333333334	0.0714285714285714	16444	4486
0.0	0.0	14558	4486
0.0	0.0909090909090909	15685	4486
0.0	0.1851851851851851	11674	4486
0.0	0.2727272727272727	19283	4486
0.15	0.484	19620	4486
0.0	0.1478873239436619	17072	4486
0.25	0.0666666666666666	10930	4486
0.075	0.1221532091097308	16182	4486
0.1824324324324324	0.1506717850287907	4486	4486
0.0	0.0	14537	4486
0.3396226415094339	0.0853658536585365	16040	4486
0.3924050632911392	0.0	17633	4486
0.0714285714285714	0.0947368421052631	5008	1999
0.0	0.0347826086956521	16087	1999
0.8333333333333334	0.027027027027027	12425	1999
0.0	0.0	13883	1999
0.7288135593220338	0.6875	6812	1999
0.4137931034482758	0.4011090573012939	5597	1999
0.625	0.6666666666666666	12505	1999
0.1450094161958568	0.0535036244390749	11468	1999
0.2705479452054795	0.1050420168067226	11576	1999
0.1735042735042735	0.1054913294797687	10569	1999
0.0	0.0	15059	1999
0.1729323308270676	0.0769230769230769	15281	1999
0.1988950276243093	0.0991379310344827	16253	1999
0.0	0.0	16833	1999
0.0	0.0	1999	1999
0.0197368421052631	0.0135746606334841	2388	1999
0.2987132352941176	0.2070687668075297	9794	1999
0.1096491228070175	0.0549253731343283	11828	1999
0.1153846153846153	0.1594202898550724	12230	1999
0.0371428571428571	0.0167364016736401	12561	1999
0.2077922077922078	0.1125687685146	14888	1999
0.2142857142857142	0.3135483870967742	15079	1999
0.0	0.5263157894736842	15144	1999
0.1944444444444444	0.1794871794871795	16446	1999
0.0543071161048689	0.0108368452739313	16526	1999
0.0	0.0	16568	1999
0.2946428571428571	0.2512820512820513	17398	1999
0.2348993288590604	0.0101010101010101	17493	1999
0.26	0.2689075630252101	17681	1999
0.0221238938053097	0.0336134453781512	15114	1999
0.3612903225806451	0.3293413173652694	15788	6241
0.1196581196581196	0.0512820512820512	12337	6241
0.056115107913669	0.0060728744939271	15308	6241
0.0625	0.1	15220	6241
0.1666666666666666	0.0187667560321715	17700	6241
0.0	0.1153846153846153	16028	6241
0.0689655172413793	0.02	17288	6241
0.1510416666666666	0.0900473933649289	17249	6241
0.238095238095238	0.0628415300546448	17054	6241
0.1699507389162561	0.0355029585798816	19023	6241
0.1470588235294117	0.1373626373626373	17942	6241
0.2852852852852853	0.1098039215686274	16821	6241
0.1130434782608695	0.0228571428571428	6241	6241
0.4772727272727273	0.1397058823529411	7687	6241
1.0	0.2517241379310345	15851	5850
0.0676156583629893	0.0769230769230769	7242	5850
0.069593147751606	0.032258064516129	13420	5850
0.0196078431372549	0.024074074074074	15263	5850
0.0308056872037914	0.0516853932584269	6140	5850
0.0564159292035398	0.0269565217391304	13289	5850
0.1242603550295858	0.1251700680272109	15009	5850
0.0518134715025906	0.0398671096345514	17515	5850
0.0557377049180327	0.0386693204435598	18563	5850
0.129360465116279	0.1444151936818352	5849	5850
0.0977630488815244	0.0549597855227882	16534	5850
0.0884146341463414	0.0852076124567474	17726	5850
0.0051020408163265	0.0429958391123439	6553	5850
0.1847014925373134	0.0976863753213367	11289	5850
0.152	0.0595637583892617	19068	5850
0.2365145228215767	0.2331914893617021	16928	11574
0.1132743362831858	0.0647208121827411	16955	11574
0.1407766990291262	0.0614657210401891	12487	11574
0.0670731707317073	0.0332778702163061	15353	11574
0.0846153846153846	0.0348101265822784	15500	11574
0.1663551401869158	0.098742903487429	11574	11574
0.0424403183023872	0.1171548117154811	19604	11574
0.11633875106929	0.1386138613861386	14857	11574
0.2477366255144032	0.1993464052287581	15366	11574
0.2159090909090909	0.1526315789473684	17400	1500
0.0531914893617021	0.0463320463320463	16627	1500
0.0271995137517094	0.0264094763415107	15175	1500
0.25	0.1126760563380281	2346	3
0.0	0.05	1482	3
0.3272727272727272	0.138047138047138	7504	3
0.1720430107526881	0.1428571428571428	18513	3
0.7857142857142857	0.196078431372549	11111	3
0.0606717226435536	0.0054054054054054	12517	3
0.3214285714285714	0.2401847575057736	10452	3
0.0	0.0384615384615384	11174	3
0.2410714285714285	0.1251271617497456	14415	3
0.1935483870967742	0.0606060606060606	15890	3
0.0	0.0526315789473684	6934	3
0.135258358662614	0.060089494992542	1339	3
0.0625	0.0147058823529411	4721	3
0.0384615384615384	0.039612676056338	651	3
0.2436974789915966	0.0510670731707317	1330	3
0.0294117647058823	0.044059795436664	1427	3
0.025	0.0693069306930693	1508	3
0.0	0.0357142857142857	1723	3
0.3142857142857143	0.035487959442332	1727	3
0.0404040404040404	0.0015082956259426	1852	3
0.1234213547646383	0.0434898969623979	1906	3
0.0	0.0455037919826652	1997	3
0.0276381909547738	0.0054249547920434	2398	3
0.1153846153846153	0.0189873417721519	2936	3
0.0983606557377049	0.0182679296346414	2992	3
0.0502793296089385	0.0394574599260172	3626	3
0.0816326530612244	0.0199488491048593	3635	3
0.5	0.0932642487046632	3941	3
0.0972067039106145	0.0599354541263255	4326	3
0.1939393939393939	0.0227502527805864	4538	3
0.0	0.002415458937198	5221	3
0.1921824104234527	0.0824242424242424	6031	3
0.0826446280991735	0.0645424836601307	6041	3
0.2083333333333333	0.0679611650485436	6748	3
0.168	0.1140655105973025	7129	3
0.0	0.0329113924050632	9035	3
0.0387931034482758	0.0385064177362893	9343	3
0.037037037037037	0.1321044546850998	9750	3
0.0216216216216216	0.0063613231552162	9869	3
0.1375291375291375	0.0345010615711252	10210	3
0.05	0.0443571027512633	10714	3
0.1397849462365591	0.0951437066402378	10734	3
0.1274509803921568	0.0508274231678487	10922	3
0.0120481927710843	0.0226244343891402	12905	3
0.0155038759689922	0.0039840637450199	13220	3
0.0508646998982706	0.0452855694491382	14294	3
0.1074737492279184	0.0660050557063945	15134	3
0.4852941176470588	0.1278928136419001	16813	3
0.0405232929164007	0.0263904653802497	17313	3
0.015625	0.0336134453781512	1806	3
0.0087976539589442	0.0208333333333333	1939	3
0.0	0.0366666666666666	1958	3
0.0495049504950495	0.0319973054900639	2429	3
0.1152882205513784	0.0482758620689655	4517	3
0.0515151515151515	0.0153994225216554	4649	3
0.02803738317757	0.0343303874915023	5068	3
0.0833333333333333	0.129287598944591	5113	3
0.1781115879828326	0.0734725444702242	5163	3
0.0118577075098814	0.0021231422505307	5436	3
0.0	0.0136986301369863	5495	3
0.0	0.0333333333333333	8807	3
0.0113207547169811	0.0159090909090909	8991	3
0.3	0.163751987281399	10611	3
0.1951219512195122	0.0727739726027397	16124	3
0.0588235294117647	0.0120967741935483	19109	3
0.0631578947368421	0.0267260579064587	7595	7595
0.0777777777777777	0.0922818791946308	17088	7595
0.238095238095238	0.0841121495327102	8622	10
0.1181102362204724	0.0969355847404628	14973	10
0.25	0.005524861878453	19097	10
0.0872093023255814	0.1887417218543046	18178	10
0.0184552289815447	0.0035750766087844	17102	10
0.0044052863436123	0.0451010886469673	18874	10
0.2713178294573643	0.1653543307086614	17396	10
0.0	0.0595238095238095	7085	10
0.0609951845906902	0.0471092077087794	14748	10
0.2887931034482758	0.2239130434782608	15480	10
0.0427942101950912	0.0273972602739726	16320	10
0.0	0.0803571428571428	3678	10
0.0629370629370629	0.0326086956521739	16600	10
0.2073732718894009	0.0951327433628318	3889	10
0.1333333333333333	0.1739130434782608	12040	10
0.2033898305084746	0.1016949152542373	2623	10
0.27	0.0695618754803996	18700	10
0.0	0.0	10521	335
0.12133072407045	0.0222450376454483	335	335
0.0125897016240715	0.0109093306087472	1070	335
0.1451612903225806	0.0328733766233766	1410	335
0.0169491525423728	0.0029116790682626	2697	335
0.0489864864864864	0.0014336917562724	4442	335
0.0697674418604651	0.0362438220757825	5330	335
0.0229799851742031	0.0186407766990291	6446	335
0.0169491525423728	0.0117647058823529	6690	335
0.0008733624454148	0.0011092623405435	7550	335
0.1008064516129032	0.0138632162661737	8033	335
0.034993270524899	0.0121979024167806	8558	335
0.0277296360485268	0.0042194092827004	9087	335
0.0115810674723061	0.0036243302867948	9467	335
0.009009009009009	0.0087378640776699	9922	335
0.0167691447736165	0.0084434654919236	10327	335
0.197163769441903	0.1508599508599508	10461	335
0.0197554092191909	0.0171392957307572	12448	335
0.0196078431372549	0.0	17900	335
0.1872146118721461	0.080848623853211	18542	335
0.1052417716375457	0.0574809805579036	19427	335
0.0362903225806451	0.0196753566158386	9785	335
0.1843251088534107	0.0371843095110155	8026	335
0.0934579439252336	0.0180327868852459	11605	335
0.0616883116883116	0.0228142372391885	17872	335
0.0	0.0511627906976744	1841	335
0.0240963855421686	0.0278113663845223	4005	335
0.0843373493975903	0.0283642567711665	4754	335
0.0789473684210526	0.0424403183023872	8756	335
0.079295154185022	0.0525147928994082	11968	335
0.0255009107468123	0.0116744496330887	12810	335
0.1791044776119403	0.0550348953140578	13109	335
0.053125	0.0301475304682488	15166	335
0.0344827586206896	0.0111210762331838	19693	335
0.1274509803921568	0.0632279534109817	11514	686
0.2526062550120289	0.150381679389313	13159	686
0.2469512195121951	0.2647209421402969	1980	686
0.0588235294117647	0.0820599886813808	2408	686
0.0927041499330656	0.058012891753723	2767	686
0.2447418738049713	0.066030814380044	9850	686
0.0510204081632653	0.0100250626566416	11159	686
0.0188679245283018	0.1294642857142857	11379	686
0.3626373626373626	0.1119691119691119	11528	686
0.1069182389937107	0.1077065923862581	13173	686
0.0833333333333333	0.0	13268	686
0.1908396946564885	0.0460992907801418	13718	686
0.0542452830188679	0.0628930817610062	13757	686
0.3397260273972602	0.1937984496124031	18025	686
0.2038992688870836	0.1053180396246089	11198	686
0.2091917591125198	0.1866913123844732	11923	686
0.0384615384615384	0.0374251497005988	12569	686
0.1618098159509202	0.1260687342833193	13811	686
0.1514450867052023	0.0442842430484037	13827	686
0.1972563859981078	0.1595092024539877	14270	686
0.1189801699716713	0.0635583391324518	1252	686
0.129979035639413	0.0765183752417795	11093	686
0.1006711409395973	0.0219298245614035	11707	686
0.2583732057416268	0.0662251655629139	11877	686
0.1054347826086956	0.0703001579778831	13477	686
0.0937606546198431	0.0609145756204579	13527	686
0.1900584795321637	0.2262068965517241	14373	686
0.1091535810034469	0.0839787028073572	686	686
0.0580747812251392	0.0340083073727933	8489	686
0.0082865168539325	0.0091580098414434	8854	686
0.4134228187919463	0.1597633136094674	9098	686
0.0528109028960817	0.0175925925925925	9701	686
0.0462072649572649	0.0356728538283062	9882	686
0.1564102564102564	0.1089785296031229	12129	686
0.1068702290076335	0.0568356374807987	15068	686
0.0994408945686901	0.0578842315369261	15423	686
0.0946180555555555	0.0338541666666666	16608	686
0.2073093887838689	0.1585167074164629	17070	686
0.0036443148688046	0.0238821138211382	17524	686
0.0984455958549222	0.0802334062727935	17938	686
0.0563002680965147	0.0591441809757427	18484	686
0.0919037199124726	0.1056782334384858	18558	686
0.1944035346097201	0.0555555555555555	18857	686
0.1656200941915227	0.1517222525970475	18911	686
0.0240374388427994	0.0119076256916045	18623	686
0.0	0.0863309352517985	12989	268
0.0	0.0721153846153846	15450	268
0.0	0.0	16628	268
0.0526315789473684	0.1573033707865168	17806	268
0.0	0.0338983050847457	1858	268
0.173076923076923	0.0276816608996539	7632	268
0.1742160278745644	0.0571428571428571	14144	268
0.0531177829099307	0.0240506329113924	15894	268
0.0	0.2	7459	268
0.2692307692307692	0.1172413793103448	13978	268
0.0	0.2208588957055214	17864	268
0.1290322580645161	0.1181434599156118	268	268
0.3161764705882353	0.2998643147896879	2985	268
0.125	0.0508474576271186	5392	268
0.1428571428571428	0.0186721991701244	6460	268
0.3333333333333333	0.0	8796	268
0.237037037037037	0.0944976076555023	12030	268
0.1704545454545454	0.1501597444089457	13027	268
0.3968253968253968	0.1698113207547169	13287	268
0.0	0.0	13466	268
0.1052631578947368	0.0667976424361493	17677	268
0.048076923076923	0.1089630931458699	17867	268
0.0298507462686567	0.04	19105	268
0.2611940298507462	0.067403314917127	6240	268
0.0	0.0769230769230769	5479	268
0.2867383512544803	0.1273499090357792	8895	268
0.1333333333333333	0.0669034931912374	9101	268
0.0	0.1304347826086956	11699	268
0.1463414634146341	0.053030303030303	12912	268
0.5697674418604651	0.2531914893617021	12945	268
0.375	0.2708333333333333	17553	268
0.5	0.2285714285714285	19002	268
0.3076923076923077	0.1181988742964352	6252	268
0.2941176470588235	0.1742574257425742	3471	268
0.2017673048600883	0.0801317233809001	4760	268
0.1009771986970684	0.1132391668661719	5153	268
0.1593309859154929	0.052493842364532	428	268
0.188158554942298	0.1235553885182749	7307	268
0.1511446409989594	0.0715028060694242	7657	268
0.0352941176470588	0.009861932938856	9889	268
0.188626907073509	0.0766358175028413	15719	268
0.2033898305084746	0.1694616063548102	16218	12112
0.125	0.0643478260869565	14726	12112
0.0443037974683544	0.0772946859903381	16100	12112
0.157720891824938	0.2008759124087591	15186	12112
0.0	0.0	19674	12112
0.1040372670807453	0.0813648293963254	17504	12112
0.0648148148148148	0.0933333333333333	12112	12112
0.200501253132832	0.1975823259691538	16996	12112
0.0	0.0714285714285714	16628	238
0.0	0.0	11817	238
0.2604166666666667	0.0840336134453781	12464	238
0.30625	0.5506849315068493	13799	238
0.2580645161290322	0.2197802197802197	14560	238
0.2	0.0714285714285714	15170	238
0.106060606060606	0.1847826086956521	16881	238
0.576271186440678	0.3550724637681159	17144	238
0.4398148148148148	0.3335373317013463	18785	238
0.3119658119658119	0.2605905006418485	546	238
0.125	0.0779944289693593	4589	238
0.0	0.0952380952380952	16909	238
0.3415637860082304	0.4294416243654822	12811	238
0.25	0.037037037037037	11115	238
0.018	0.0468451242829827	14619	238
0.125	0.3625498007968127	15392	238
0.0911458333333333	0.0828087167070217	11522	238
0.0687022900763358	0.0718654434250764	18411	238
0.0	0.0	17946	238
0.2513661202185792	0.1559917355371901	18618	238
0.1049180327868852	0.2094861660079051	3206	238
0.1269230769230769	0.0855161787365177	2524	238
0.1535038932146829	0.1107544141252006	5242	238
0.0208333333333333	0.0313390313390313	14816	238
0.4752747252747252	0.1795252225519288	238	238
0.3793103448275862	0.135593220338983	10294	238
0.2142857142857142	0.1458333333333333	13605	238
0.0612244897959183	0.124401913875598	2786	238
0.0663900414937759	0.0688519189589853	8252	238
0.08	0.0837138508371385	13456	238
0.0983606557377049	0.0713836477987421	19617	238
0.215	0.0761523046092184	10429	238
0.1666666666666666	0.0769230769230769	16838	3831
0.5	0.358974358974359	13259	3831
0.0725075528700906	0.0828025477707006	12009	12009
0.2285714285714285	0.134453781512605	14295	12009
0.0579470198675496	0.0256081946222791	12009	2164
0.1372549019607843	0.1171171171171171	4502	2164
0.1837708830548926	0.115032679738562	5326	2164
0.1764705882352941	0.1592920353982301	14295	2164
0.0990566037735849	0.0678466076696165	2164	2164
0.0380499405469678	0.0232864674868189	15846	2164
0.1197916666666666	0.0635359116022099	13449	632
0.3061224489795918	0.634862385321101	2204	632
0.0	0.0341880341880341	15378	632
0.2391304347826087	0.124401913875598	17265	632
0.2015503875968992	0.1130742049469964	14211	632
0.0660377358490566	0.2452830188679245	17535	632
0.1529680365296803	0.0832702498107494	2602	632
0.6329588014981273	0.431438127090301	15627	632
0.2655172413793103	0.0694143167028199	17654	632
0.048076923076923	0.0222222222222222	13206	632
0.2568093385214007	0.1439024390243902	14828	632
0.4835164835164835	0.4349206349206349	4712	632
0.1044776119402985	0.0561797752808988	4574	632
0.3203883495145631	0.1506622516556291	7511	632
0.0615835777126099	0.0233602875112309	9820	632
0.2209944751381215	0.0413223140495867	11616	632
0.3414634146341463	0.160377358490566	14299	632
0.1321428571428571	0.0883190883190883	16009	632
0.1196698762035763	0.075065274151436	17050	632
0.2121951219512195	0.2992383025027203	17666	632
0.2965924895688456	0.1678302900107411	11882	632
0.2573363431151241	0.1828644501278772	13603	632
0.0901898734177215	0.0693030540328895	13394	632
0.1938775510204081	0.0997229916897507	17189	632
0.2887828162291169	0.1776061776061776	18014	632
0.066066066066066	0.068663257852447	12232	632
0.1968085106382978	0.1771595900439238	12898	632
0.2098765432098765	0.1135371179039301	15428	632
0.0810397553516819	0.0508329773601025	17298	632
0.0	0.0	14955	632
0.0950146627565982	0.0900947459086994	15482	632
0.1198658843252305	0.0505544683626875	2826	632
0.0987365465605989	0.0675359411568037	12192	632
0.1953846153846153	0.135220957925377	16280	632
0.266025641025641	0.130028328611898	8743	632
0.0	0.1428571428571428	14777	513
0.1	0.1235955056179775	19690	513
0.2142857142857142	0.1926345609065155	15722	513
0.0	0.1891891891891892	9568	513
0.0636942675159235	0.0	2655	513
0.2857142857142857	0.1470588235294117	13098	513
0.0555555555555555	0.0473977695167286	14596	513
0.0973451327433628	0.0510903426791277	16255	513
0.0719640179910044	0.0658227848101265	14622	513
0.1368267831149927	0.0629459734964322	16059	513
0.180327868852459	0.091652072387624	18245	513
0.224390243902439	0.0597826086956521	7285	513
0.2396694214876033	0.1793193717277487	16479	513
0.5378151260504201	0.2971014492753623	18289	513
0.0588235294117647	0.217391304347826	19095	513
0.125	0.1494623655913978	5752	513
0.1794871794871795	0.1702127659574468	7597	513
0.0588235294117647	0.0242914979757085	3486	513
0.1847507331378299	0.1392016376663254	15679	513
0.3563512361466325	0.1223996129656507	18413	513
0.1148105625717566	0.1131059245960502	18778	513
0.0092307692307692	0.0840630472854641	1491	513
0.2980132450331126	0.0741482965931863	1885	513
0.197324414715719	0.1019230769230769	2124	513
0.2247706422018348	0.1540800810947795	4949	513
0.0223577235772357	0.0079635949943117	5485	513
0.1405405405405405	0.1464968152866242	8926	513
0.1491053677932405	0.1888888888888888	13340	513
0.1272015655577299	0.0733752620545073	879	513
0.166412213740458	0.0602512849800114	2016	513
0.1643920595533498	0.0901314158194892	3149	513
0.2317403065825067	0.1520402459474567	4049	513
0.1963190184049079	0.0092879256965944	4433	513
0.1172214182344428	0.1515691868758915	4903	513
0.1087902523933855	0.0887125220458553	6539	513
0.135303776683087	0.0607616602481814	6584	513
0.1254858411993337	0.1112232539362131	8559	513
0.293488824101069	0.1187344913151364	10402	513
0.3013392857142857	0.2173758865248227	11033	513
0.0	0.0	11515	513
0.0914634146341463	0.0475690800979363	12768	513
0.0581395348837209	0.0666666666666666	13683	513
0.2705314009661835	0.1685393258426966	14572	513
0.0757763975155279	0.1033295063145809	15493	513
0.3177570093457944	0.197211155378486	16072	513
0.1400180668473351	0.0778943624399786	16251	513
0.1477343265052762	0.0970763553789384	17413	513
0.1933497536945813	0.1078947368421052	17444	513
0.1030082041932543	0.0398078242964996	17655	513
0.2379912663755458	0.1040178571428571	19493	513
0.2199036918138041	0.0959429824561403	16512	1608
0.4285714285714285	0.4375	17859	1608
0.2298850574712643	0.1766200762388818	18166	1608
0.2857142857142857	0.1785714285714285	17359	1608
0.1413043478260869	0.1111111111111111	19185	1608
0.3235294117647059	0.1269841269841269	9859	1608
0.1372549019607843	0.0749279538904899	15577	1608
0.2706896551724138	0.1590524534686971	1863	1608
0.1931818181818181	0.2560975609756097	13634	1608
0.1102362204724409	0.0662100456621004	15332	1608
0.0	0.0	4129	1608
0.032258064516129	0.3063583815028902	16616	1608
0.0875	0.135593220338983	18994	1608
0.1695652173913043	0.112	17410	1608
0.2117647058823529	0.1105990783410138	16617	1608
0.1183431952662721	0.1309707241910631	15325	1608
