EditorYear	EdiCount	AutCount
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	57	0.0
1	65	0.0
2	39	0.0
3	42	0.0
4	73	0.021739130434782608
5	142	0.09523809523809523
6	93	0.05
7	95	0.027777777777777776
8	104	0.11428571428571428
9	110	0.06666666666666667
10	64	0.0
-20	0	0.0
-19	0	0.0
-7	0	0.0
-6	0	0.0
-5	1	0.3
-4	0	0.0
-3	1	1.0
-2	0	0.6
-1	3	3.0
0	1	0.7
1	6	2.3
2	14	0.7
3	21	1.3
4	37	5.8
5	34	3.5
6	43	1.6
7	70	4.7
8	89	3.3
9	96	2.3
10	30	7.4
11	64	4.2
12	109	7.0
13	40	6.1
14	67	5.1
15	43	2.9
16	40	8.0
17	18	4.6
18	48	10.428571428571429
19	90	12.0
20	29	7.714285714285714
21	30	11.285714285714286
22	27	8.571428571428571
23	11	12.571428571428571
24	17	6.0
25	18	16.285714285714285
26	13	4.428571428571429
27	5	7.142857142857143
28	5	6.857142857142857
29	14	0.5714285714285714
30	0	1.7142857142857142
31	0	1.7142857142857142
32	0	0.42857142857142855
33	0	0.42857142857142855
34	3	1.2857142857142858
35	4	1.7142857142857142
36	1	2.142857142857143
37	1	3.857142857142857
38	0	3.7142857142857144
39	0	6.285714285714286
40	0	1.0
41	0	6.714285714285714
42	1	2.857142857142857
43	1	1.2857142857142858
44	0	1.7142857142857142
45	3	0.0
46	2	1.5714285714285714
47	0	1.7142857142857142
48	0	0.0
49	0	1.0
50	0	1.0
51	0	0.0
52	0	2.0
53	0	0.0
-30	0	0.0
-29	0	0.0
-28	0	0.0
-27	0	0.0
-26	0	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.6
-4	0	3.0
-3	2	1.2
-2	7	3.8
-1	13	13.0
0	9	2.2
1	1	5.2
2	0	3.2
3	0	2.4
4	10	1.2
5	2	4.4
6	1	2.8
7	0	7.2
8	0	4.4
9	0	6.8
10	5	4.2
-33	0	0.0
-32	0	0.0
-31	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	3.0
-4	7	4.0
-3	7	10.0
-2	10	12.0
-1	6	6.0
0	57	3.0
1	133	9.0
2	168	10.0
3	176	3.0
4	149	10.0
5	261	16.0
6	236	14.0
7	125	12.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	9	0.0
1	7	0.04
2	8	0.12
3	5	0.22
4	12	0.2
5	18	0.14
6	10	0.10204081632653061
7	20	0.2708333333333333
8	16	0.043478260869565216
9	12	0.043478260869565216
10	7	0.17391304347826086
11	4	0.1111111111111111
12	20	0.13953488372093023
13	7	0.0
14	9	0.14634146341463414
15	4	0.14634146341463414
16	32	0.05263157894736842
17	18	0.15789473684210525
18	16	0.05263157894736842
19	26	0.18421052631578946
20	24	0.18421052631578946
