EditorId	IssnId
7288	161
7460	161
11248	161
12621	161
13186	161
13977	161
18069	161
2010	161
11132	161
12097	161
12253	161
17060	161
18468	161
165	165
658	165
1771	165
3047	165
3585	165
6668	165
9365	165
12725	165
13371	165
16494	165
14180	165
18559	165
427	165
9879	165
171	171
2927	171
3317	171
3800	171
5097	171
6199	171
6540	171
6771	171
7602	171
9026	171
11713	171
12910	171
13880	171
14079	171
14286	171
14442	171
14885	171
16595	171
16648	171
19158	171
19643	171
1590	171
3245	171
13662	171
14179	171
14998	171
16612	171
19523	171
19612	171
786	171
9338	171
10121	171
11600	171
11794	171
174	174
15233	174
17139	174
18706	174
14005	174
4289	174
12019	174
14109	174
14975	174
184	184
294	184
590	184
805	184
1065	184
1091	184
1259	184
1289	184
1584	184
1688	184
2369	184
2698	184
3453	184
4650	184
5609	184
6433	184
6898	184
7535	184
7670	184
9059	184
9232	184
9485	184
9931	184
9964	184
10260	184
11240	184
12757	184
13395	184
13499	184
14062	184
14993	184
15010	184
15583	184
16741	184
17166	184
17194	184
17580	184
18291	184
18509	184
19667	184
2051	184
2152	184
5964	184
5985	184
6048	184
7685	184
13493	184
14552	184
16678	184
17412	184
19091	184
19636	184
9857	184
12469	184
14037	184
16252	184
184	11
886	11
3023	11
4089	11
4101	11
5623	11
6776	11
7836	11
8065	11
8625	11
9099	11
9471	11
10357	11
10880	11
10950	11
11225	11
12557	11
15243	11
300	11
3306	11
6289	11
8859	11
10018	11
13405	11
17924	11
11	11
1537	11
2197	11
2297	11
2600	11
3983	11
6353	11
7497	11
7799	11
9137	11
10155	11
10782	11
13244	11
17486	11
18514	11
187	187
1306	187
2557	187
7073	187
9966	187
12862	187
14952	187
19370	187
19738	187
327	187
2421	187
14679	187
1232	187
195	73
1854	73
3621	73
11530	73
14125	73
14741	73
17824	73
6944	73
17014	73
3715	73
198	198
1683	198
2309	198
3879	198
3880	198
6835	198
6906	198
14891	198
18728	198
18750	198
19645	198
11264	198
202	202
1714	202
7566	202
13784	202
2382	202
16405	202
18363	202
205	206
1582	206
5244	206
6684	206
7615	206
10872	206
11383	206
12087	206
12243	206
13731	206
14099	206
17215	206
17615	206
17798	206
3577	206
9196	206
9274	206
10063	206
12016	206
13313	206
13347	206
13401	206
14316	206
14779	206
15477	206
15525	206
15798	206
16036	206
16037	206
16847	206
16957	206
19168	206
19401	206
2810	206
7569	206
9878	206
11567	206
12236	206
14419	206
15827	206
15922	206
17347	206
18083	206
18791	206
19182	206
205	59
1644	59
2715	59
3367	59
4586	59
4717	59
4745	59
4848	59
6703	59
7128	59
7417	59
8671	59
9271	59
10537	59
11672	59
12270	59
12627	59
12870	59
13873	59
15491	59
15806	59
16125	59
17246	59
17263	59
17689	59
17971	59
18588	59
1716	59
1990	59
2150	59
4661	59
8690	59
11172	59
13039	59
17110	59
1439	59
1968	59
2294	59
6232	59
8106	59
9549	59
11393	59
16978	59
19483	59
207	108
689	108
968	108
1456	108
2595	108
2884	108
2918	108
3142	108
3295	108
3949	108
4425	108
4628	108
5685	108
6172	108
6377	108
6550	108
6573	108
6732	108
6854	108
7061	108
7406	108
7588	108
7721	108
7858	108
8178	108
8404	108
8504	108
8516	108
9217	108
10459	108
10462	108
11478	108
12733	108
13571	108
14374	108
14920	108
15310	108
15934	108
18608	108
2554	108
11215	108
13912	108
15895	108
1319	108
2940	108
3791	108
5278	108
6625	108
7147	108
9764	108
10384	108
11205	108
210	210
11998	210
213	213
3598	213
7782	213
221	221
226	226
1866	226
10168	226
16586	226
18479	226
2212	226
6658	226
7607	226
9431	226
15739	226
16991	226
3191	226
4213	226
231	231
1487	231
5675	231
6247	231
7102	231
7523	231
8004	231
13105	231
16452	231
18968	231
3118	231
4772	231
8588	231
11304	231
6072	231
18422	231
235	9
625	9
1521	9
1584	9
2179	9
3666	9
3953	9
4650	9
5112	9
5123	9
5168	9
5573	9
7790	9
7838	9
8101	9
8466	9
8921	9
10209	9
11276	9
15943	9
16299	9
16403	9
17407	9
19243	9
9	9
146	9
156	9
712	9
1480	9
2578	9
4204	9
5156	9
5451	9
6785	9
7321	9
7859	9
10125	9
12376	9
13568	9
13913	9
14362	9
14628	9
15506	9
15527	9
17540	9
1112	9
1409	9
1652	9
5256	9
6867	9
6874	9
8313	9
9341	9
9788	9
11130	9
11693	9
19465	9
238	238
2524	238
2786	238
3206	238
5242	238
8252	238
10429	238
13605	238
13799	238
14816	238
18411	238
546	238
4589	238
11115	238
11522	238
12464	238
14560	238
14619	238
16628	238
17144	238
18618	238
18785	238
11817	238
12811	238
15170	238
16881	238
16909	238
17946	238
19617	238
253	253
1464	253
6858	253
6909	253
8132	253
9562	253
10188	253
12072	253
12303	253
15290	253
17600	253
17890	253
19591	253
4986	253
8954	253
14369	253
855	253
9837	253
12483	253
13781	253
17536	253
255	255
1642	255
1970	255
16295	255
17798	255
6108	255
17507	255
19321	255
256	256
774	256
1106	256
3235	256
4527	256
6144	256
6965	256
7130	256
8613	256
10666	256
11432	256
11604	256
15651	256
16431	256
16923	256
18735	256
18878	256
1600	256
1985	256
3011	256
3491	256
9352	256
9867	256
15581	256
16186	256
1394	256
5020	256
8241	256
9696	256
10829	256
10902	256
11143	256
11686	256
11888	256
12921	256
13427	256
15653	256
16806	256
259	5
1206	5
2155	5
2404	5
2497	5
7159	5
7534	5
7790	5
8585	5
9049	5
9487	5
11807	5
16015	5
18461	5
18799	5
16618	5
262	6
450	6
725	6
966	6
1037	6
1372	6
1473	6
1750	6
1798	6
2214	6
2500	6
2608	6
2866	6
3046	6
3567	6
4402	6
4898	6
5251	6
5857	6
6168	6
6379	6
6769	6
7496	6
8193	6
8343	6
8619	6
8689	6
9120	6
9371	6
9470	6
10514	6
10621	6
10636	6
10792	6
11258	6
11273	6
11348	6
11510	6
11758	6
12454	6
12749	6
13318	6
14233	6
14845	6
16481	6
17168	6
18721	6
18826	6
18913	6
19124	6
19246	6
176	6
441	6
585	6
942	6
1501	6
1815	6
2126	6
3063	6
3088	6
3128	6
3465	6
3607	6
3749	6
4659	6
6532	6
7036	6
8196	6
8487	6
9134	6
9508	6
10036	6
10065	6
10291	6
10659	6
10760	6
11374	6
12124	6
12836	6
17464	6
18488	6
19378	6
227	6
559	6
926	6
1264	6
1346	6
1513	6
2025	6
3441	6
3476	6
6322	6
6935	6
7525	6
7637	6
7871	6
8177	6
9631	6
9662	6
9914	6
10124	6
10271	6
10507	6
10684	6
10956	6
11217	6
12170	6
12184	6
12803	6
13141	6
13225	6
13794	6
14526	6
15296	6
15682	6
15686	6
16370	6
16527	6
18259	6
271	271
8982	271
8564	271
278	278
10237	278
13684	278
14243	278
14323	278
19181	278
282	0
294	0
322	0
361	0
707	0
894	0
1013	0
1060	0
1235	0
1385	0
1448	0
2033	0
2084	0
2583	0
2850	0
3052	0
3925	0
4887	0
5085	0
5659	0
10205	0
10935	0
11599	0
12417	0
12467	0
15150	0
15155	0
16651	0
18013	0
19025	0
19188	0
0	0
1298	0
1603	0
1703	0
2877	0
3072	0
3522	0
4699	0
11767	0
14326	0
14854	0
244	0
484	0
739	0
1246	0
1416	0
1706	0
2779	0
3076	0
3902	0
4496	0
6528	0
6916	0
6988	0
8024	0
9792	0
15784	0
17346	0
18301	0
18921	0
285	285
742	285
2023	285
2762	285
3876	285
6358	285
7540	285
7655	285
9841	285
10586	285
11963	285
12838	285
13546	285
13598	285
2151	285
3848	285
8261	285
10246	285
19452	285
288	284
1081	284
2005	284
2354	284
6109	284
10965	284
11017	284
11348	284
14845	284
15040	284
17147	284
19266	284
5396	284
8607	284
11347	284
11602	284
19176	284
2589	284
2603	284
3018	284
4026	284
6259	284
9231	284
10301	284
10501	284
13291	284
289	287
3532	287
9441	287
9839	287
12416	287
12613	287
12728	287
13366	287
16045	287
17176	287
287	287
5596	287
11595	287
12264	287
1444	287
5703	287
9912	287
12543	287
312	312
2312	312
6304	312
9517	312
11612	312
13928	312
14759	312
15036	312
16695	312
16973	312
18985	312
19214	312
3570	312
3818	312
6164	312
11470	312
13227	312
13926	312
14001	312
15484	312
605	312
2225	312
4347	312
8080	312
10394	312
11369	312
14389	312
14504	312
14780	312
17327	312
18156	312
315	315
2997	315
10111	315
13491	315
14728	315
17000	315
910	315
5987	315
13865	315
15726	315
16038	315
15073	315
15435	315
323	323
1307	323
3948	323
4312	323
5617	323
6046	323
6926	323
7218	323
10901	323
11081	323
12150	323
13742	323
14184	323
14645	323
14938	323
18223	323
334	334
1551	334
2833	334
3474	334
3561	334
3647	334
4633	334
7052	334
7691	334
8382	334
8777	334
10135	334
10374	334
11508	334
11796	334
11931	334
12313	334
12977	334
12982	334
13005	334
13331	334
15342	334
16159	334
16221	334
16776	334
16846	334
16869	334
18103	334
19165	334
19279	334
19507	334
12853	334
12987	334
13177	334
13513	334
15458	334
335	335
1070	335
2697	335
4005	335
4442	335
8026	335
8033	335
8558	335
9087	335
9785	335
10327	335
11605	335
11968	335
12448	335
12810	335
13109	335
19427	335
19693	335
4754	335
5330	335
6446	335
9467	335
10521	335
17872	335
1410	335
1841	335
6690	335
7550	335
8756	335
9922	335
10461	335
15166	335
17900	335
18542	335
336	336
455	336
683	336
2621	336
3806	336
6431	336
10255	336
16941	336
15292	336
922	336
1507	336
3640	336
4387	336
9289	336
339	339
1686	339
2622	339
6352	339
10181	339
10242	339
11177	339
12405	339
12766	339
13228	339
18161	339
13896	339
18815	339
347	347
2213	347
3458	347
3508	347
4434	347
6334	347
6735	347
7541	347
8002	347
8413	347
8713	347
10600	347
11313	347
11320	347
15002	347
15411	347
16572	347
16615	347
17173	347
17672	347
10185	347
10749	347
349	349
468	349
1819	349
3134	349
3378	349
3568	349
4153	349
4581	349
8746	349
8846	349
10265	349
11780	349
13169	349
14246	349
15852	349
16207	349
16332	349
16791	349
17134	349
18005	349
19669	349
6275	349
9435	349
10779	349
14236	349
15078	349
361	225
461	225
1032	225
1117	225
1342	225
1674	225
2034	225
3194	225
5794	225
7395	225
7636	225
8028	225
8833	225
10213	225
10743	225
10780	225
11060	225
11499	225
16476	225
17844	225
19188	225
19302	225
225	225
515	225
899	225
13709	225
14860	225
18742	225
18923	225
1313	225
1638	225
2953	225
4353	225
10895	225
12882	225
14053	225
14555	225
16414	225
17768	225
19554	225
371	371
2257	371
4928	371
6376	371
6814	371
12380	371
14368	371
14536	371
15740	371
16664	371
17923	371
18017	371
18839	371
8661	371
376	16
894	16
1190	16
6396	16
10530	16
15523	16
17194	16
18291	16
383	16
438	16
864	16
2223	16
3742	16
5704	16
5738	16
7321	16
10819	16
12706	16
15902	16
16678	16
19091	16
15	16
1394	16
2669	16
4421	16
7497	16
10336	16
11557	16
12272	16
12772	16
16285	16
17916	16
378	104
400	104
1616	104
1923	104
1938	104
4675	104
5573	104
5891	104
6347	104
9174	104
9384	104
10788	104
11044	104
11126	104
11807	104
13412	104
13546	104
14983	104
16403	104
602	104
1913	104
1918	104
3842	104
4807	104
6428	104
7467	104
12866	104
317	104
2280	104
3180	104
6602	104
8042	104
8354	104
9211	104
14569	104
15075	104
15870	104
382	382
2261	382
3215	382
3407	382
4388	382
5111	382
6185	382
6845	382
7989	382
9664	382
10240	382
13458	382
13470	382
13834	382
14937	382
15301	382
15948	382
16200	382
16328	382
18224	382
18306	382
18393	382
18462	382
18969	382
15918	382
16590	382
384	384
1488	384
2379	384
10014	384
11516	384
12521	384
13887	384
13955	384
14661	384
14868	384
15452	384
16154	384
17099	384
17270	384
17353	384
17383	384
18139	384
19198	384
19574	384
7946	384
11268	384
14836	384
19501	384
606	384
6430	384
12031	384
12203	384
13747	384
14699	384
15426	384
15814	384
16339	384
387	387
1846	387
2079	387
3089	387
7351	387
8544	387
10178	387
11650	387
13216	387
15773	387
15872	387
16127	387
16888	387
17074	387
17098	387
17760	387
1801	387
5082	387
10263	387
14288	387
14811	387
15404	387
18439	387
1000	387
3499	387
6719	387
15136	387
392	297
637	297
7426	297
8114	297
9553	297
15635	297
397	54
669	54
683	54
903	54
1345	54
1594	54
2569	54
3792	54
4662	54
4889	54
4897	54
5061	54
5684	54
6445	54
6837	54
7579	54
7811	54
7969	54
8510	54
9183	54
9934	54
10562	54
11076	54
15326	54
15907	54
16060	54
16284	54
16311	54
16498	54
16661	54
17829	54
18537	54
18613	54
19060	54
19225	54
133	54
330	54
600	54
1599	54
1929	54
2274	54
4162	54
4812	54
4895	54
5668	54
8479	54
11472	54
15489	54
17157	54
17697	54
18341	54
5475	54
5627	54
7180	54
8369	54
10304	54
12678	54
12755	54
13951	54
14131	54
15073	54
15850	54
406	406
4685	406
10602	406
13398	406
17127	406
6015	406
11077	406
13749	406
12933	406
413	359
798	359
1369	359
3471	359
3810	359
4747	359
5588	359
6010	359
7107	359
8521	359
12478	359
13087	359
14057	359
14584	359
15022	359
15569	359
17148	359
17725	359
18279	359
19362	359
2788	359
11518	359
14101	359
14870	359
15191	359
15910	359
16981	359
18941	359
11314	359
12293	359
15355	359
17970	359
418	418
14596	418
17609	418
17818	418
18673	418
19223	418
1910	418
2753	418
8978	418
10735	418
14549	418
15271	418
16232	418
17129	418
17449	418
1587	418
2781	418
6448	418
6597	418
6815	418
7562	418
8825	418
10873	418
12174	418
12807	418
14771	418
14898	418
16183	418
16541	418
16818	418
16840	418
19305	418
19462	418
425	357
687	357
3070	357
5257	357
7014	357
10708	357
16017	357
4896	357
8640	357
11254	357
19065	357
1304	357
14302	357
425	211
691	211
1192	211
1210	211
1460	211
2146	211
2832	211
3039	211
3611	211
4142	211
4669	211
4749	211
4800	211
5332	211
6117	211
6662	211
6740	211
8107	211
8168	211
9106	211
9697	211
10542	211
13179	211
14002	211
14485	211
15607	211
15989	211
16431	211
16932	211
17638	211
18150	211
18356	211
18429	211
19008	211
19596	211
1316	211
1413	211
2735	211
3379	211
3762	211
4631	211
4900	211
8062	211
8411	211
9430	211
10560	211
11902	211
12654	211
15587	211
16831	211
17394	211
1256	211
1899	211
3229	211
3540	211
7155	211
7681	211
9401	211
9702	211
13972	211
14197	211
14664	211
15354	211
19004	211
19476	211
428	268
1858	268
2985	268
5392	268
5479	268
6460	268
7307	268
7632	268
7657	268
8895	268
9101	268
12030	268
12912	268
12945	268
13287	268
13466	268
13978	268
15719	268
15894	268
19002	268
19105	268
9889	268
11699	268
12989	268
13027	268
14144	268
15450	268
16628	268
17806	268
8796	268
17553	268
433	433
19046	433
13330	433
13772	433
17990	433
3524	433
440	440
890	440
2165	440
18663	440
14413	440
8501	440
448	153
1361	153
1373	153
1860	153
1984	153
2180	153
2634	153
2905	153
4455	153
4692	153
5604	153
5886	153
6750	153
8364	153
8407	153
10928	153
11001	153
11447	153
11848	153
11912	153
12043	153
12408	153
14334	153
15030	153
17492	153
19694	153
661	153
1694	153
2972	153
4737	153
5262	153
7456	153
8556	153
9313	153
11346	153
19199	153
835	153
1728	153
1838	153
2646	153
7133	153
7719	153
8870	153
10834	153
11166	153
11636	153
12470	153
13017	153
14640	153
16874	153
18795	153
453	453
639	453
10147	453
10228	453
10590	453
11108	453
12147	453
12793	453
12826	453
13825	453
15478	453
16141	453
16539	453
17429	453
17950	453
18689	453
19022	453
19672	453
1332	453
10187	453
18701	453
6648	453
453	454
8351	454
17443	454
12372	454
466	414
11998	414
468	190
476	190
691	190
714	190
1192	190
1872	190
1970	190
2919	190
4142	190
5173	190
7478	190
9106	190
9697	190
10542	190
10960	190
12580	190
12909	190
14051	190
14097	190
15133	190
15138	190
15197	190
15716	190
16189	190
16431	190
16457	190
16660	190
16899	190
16932	190
17572	190
18150	190
18356	190
18455	190
19136	190
19261	190
19596	190
1316	190
1740	190
2158	190
2735	190
3314	190
4900	190
5435	190
5873	190
7397	190
8062	190
8492	190
14312	190
15103	190
15490	190
16892	190
18916	190
1042	190
1242	190
1899	190
2410	190
3380	190
3430	190
11334	190
11427	190
16371	190
476	476
776	476
1875	476
1965	476
2145	476
3801	476
3859	476
5935	476
7424	476
7554	476
9069	476
9937	476
14793	476
14829	476
15270	476
15361	476
15416	476
15529	476
16520	476
16984	476
17275	476
18007	476
18595	476
18622	476
18665	476
2047	476
5710	476
14676	476
16669	476
16711	476
18114	476
18832	476
19573	476
595	476
6308	476
7391	476
10480	476
14120	476
14317	476
14466	476
514	514
516	516
3405	516
6202	516
11298	516
11485	516
12839	516
12990	516
17117	516
15725	516
19586	516
517	204
4168	204
8566	204
8618	204
9057	204
11114	204
19264	204
1897	204
4521	204
6212	204
7744	204
10907	204
11603	204
18164	204
19115	204
5219	204
11426	204
519	26
1289	26
2082	26
3355	26
4089	26
5645	26
7993	26
8065	26
14757	26
16461	26
17125	26
864	26
11834	26
13405	26
26	26
1484	26
7872	26
12676	26
13271	26
18804	26
523	523
643	523
671	523
703	523
775	523
1967	523
5386	523
5616	523
6419	523
6530	523
7379	523
7437	523
8439	523
8820	523
10293	523
10510	523
14881	523
16246	523
18428	523
19191	523
1075	523
5657	523
6034	523
7354	523
8792	523
9799	523
1415	523
12406	523
526	526
650	526
830	526
998	526
1013	526
1385	526
1494	526
1631	526
3565	526
4892	526
5643	526
6537	526
9934	526
11168	526
14519	526
14881	526
14993	526
15155	526
15523	526
18327	526
1406	526
5614	526
12167	526
12382	526
13471	526
16683	526
765	526
1865	526
2031	526
3125	526
4744	526
5119	526
5398	526
10557	526
12871	526
18282	526
18620	526
19103	526
542	542
2419	542
2745	542
4884	542
6235	542
8706	542
8881	542
9379	542
13123	542
13799	542
17366	542
17848	542
18053	542
18510	542
623	542
1154	542
12049	542
548	1
2823	1
4762	1
5103	1
7070	1
8475	1
9798	1
15886	1
16033	1
18589	1
1279	1
19698	1
554	554
7765	554
556	556
663	556
725	556
1064	556
1067	556
1340	556
2237	556
3581	556
3789	556
3925	556
4587	556
4698	556
4757	556
5249	556
5534	556
5861	556
8034	556
9384	556
9718	556
10826	556
12749	556
12799	556
13760	556
14845	556
16738	556
18826	556
18982	556
5429	556
9503	556
9902	556
11080	556
13829	556
14212	556
2538	556
3569	556
4298	556
4770	556
8117	556
12877	556
13719	556
574	115
1017	115
1885	115
2235	115
4530	115
4704	115
5836	115
8412	115
8727	115
9568	115
10278	115
10604	115
12213	115
12397	115
14246	115
15546	115
15670	115
16889	115
17775	115
18105	115
18780	115
19488	115
993	115
2063	115
4095	115
4361	115
8658	115
8868	115
13263	115
14825	115
15544	115
15900	115
15953	115
465	115
4792	115
9298	115
10976	115
11784	115
12719	115
16367	115
17758	115
18674	115
19436	115
584	34
3683	34
3705	34
4373	34
5875	34
6786	34
8047	34
8520	34
9428	34
10272	34
10295	34
10721	34
10885	34
13495	34
15373	34
4842	34
9484	34
10850	34
13991	34
3301	34
6795	34
9234	34
15351	34
16530	34
18465	34
18475	34
588	588
817	588
907	588
1430	588
1615	588
1645	588
1671	588
2921	588
4315	588
6542	588
6659	588
7583	588
8722	588
10070	588
11465	588
14282	588
14993	588
15208	588
15663	588
15775	588
18735	588
6534	588
10789	588
15542	588
17540	588
1217	588
2061	588
2493	588
3614	588
4166	588
5030	588
10556	588
10909	588
11467	588
12193	588
13345	588
18392	588
592	592
843	592
1687	592
2174	592
3562	592
4490	592
5517	592
6216	592
9860	592
10754	592
10869	592
14381	592
17077	592
17915	592
19609	592
592	593
3562	593
18533	593
7899	593
14980	593
14905	593
16992	593
604	604
9170	604
10613	604
10931	604
17719	604
1142	604
1765	604
2246	604
4751	604
6746	604
6946	604
9138	604
9504	604
12276	604
13359	604
14055	604
14789	604
15346	604
15913	604
15917	604
16601	604
17261	604
4465	604
4543	604
4707	604
4771	604
6480	604
7917	604
9980	604
13344	604
13651	604
16322	604
17823	604
612	612
3539	612
4105	612
6000	612
10148	612
10854	612
1076	612
4544	612
4993	612
10723	612
11170	612
13356	612
617	617
6112	617
8803	617
9732	617
16399	617
17510	617
1682	617
9220	617
14756	617
15854	617
619	619
627	627
2777	627
14315	627
6982	627
18821	627
628	628
1643	628
2612	628
5447	628
5583	628
8137	628
8400	628
12013	628
14277	628
15370	628
10522	628
1420	628
7044	628
636	636
2989	636
6885	636
14353	636
14591	636
16382	636
16858	636
17344	636
646	329
1791	329
2450	329
3159	329
