EditorYear	AutPercent	Cohort
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.5	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.3333333333333333	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	1.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.25	2
-4	0.25	2
-3	0.0	2
-2	0.23529411764705882	2
-1	0.13333333333333333	2
0	0.1	2
1	0.15789473684210525	2
2	0.2916666666666667	2
3	0.16666666666666666	2
4	0.2857142857142857	2
5	0.13333333333333333	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	1.0	2
-4	0.75	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.3333333333333333	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.12280701754385964	2
-4	0.11818181818181818	2
-3	0.10071942446043165	2
-2	0.10852713178294573	2
-1	0.13333333333333333	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.22807017543859648	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.5	2
-4	0.0	2
-3	0.5	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	1.0	2
-1	0.5	2
0	0.0	2
1	0.16666666666666666	2
2	0.0	2
3	0.2857142857142857	2
4	0.0	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	0.024390243902439025	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.5	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.1111111111111111	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.5	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.2549019607843137	2
-1	0.16058394160583941	2
0	0.0	2
1	0.14285714285714285	2
2	0.0784313725490196	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.5	2
-2	0.0	2
-1	0.58	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.3333333333333333	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.5	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.6666666666666666	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.35294117647058826	2
-3	0.6190476190476191	2
-2	0.2	2
-1	0.21739130434782608	2
0	0.0	2
1	0.0	2
2	0.5714285714285714	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	1.0	2
-3	0.0	2
-2	0.16279069767441862	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	0.0	2
5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.2	2
0	1.0	2
1	0.0	2
2	1.0	2
3	0.25	2
4	0.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
0	1.0	2
1	0.8095238095238095	2
2	0.0	2
3	0.4666666666666667	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.52	2
-4	1.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	1.0	2
-2	1.0	2
-1	1.0	2
0	1.0	2
1	0.36496350364963503	2
2	0.6198347107438017	2
3	1.0	2
4	0.8333333333333334	2
5	0.7076023391812866	2
-5	0.5	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.10666666666666667	2
-4	0.0	2
-3	0.21794871794871795	2
-2	0.3424657534246575	2
-1	0.0	2
0	0.0	2
1	0.17727272727272728	2
2	0.07228915662650602	2
3	0.0	2
4	0.06521739130434782	2
5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.029411764705882353	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.3333333333333333	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.2246376811594203	2
-1	0.16666666666666666	2
0	0.5	2
1	0.3333333333333333	2
2	0.44970414201183434	2
3	0.17757009345794392	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	1.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.5	2
-4	0.0	2
-3	0.0	2
-2	0.3333333333333333	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
-5	0.39072847682119205	2
-4	0.021367521367521368	2
-3	0.0321285140562249	2
-2	0.06629834254143646	2
-1	0.024271844660194174	2
0	0.0	2
1	0.018808777429467086	2
2	0.10674157303370786	2
3	0.024242424242424242	2
4	0.053156146179401995	2
5	0.015479876160990712	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.25	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.17355371900826447	2
0	0.0	2
1	0.0	2
2	0.14871794871794872	2
3	0.2857142857142857	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.024390243902439025	2
2	0.0	2
3	0.0	2
4	0.015873015873015872	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.25	2
-4	0.2222222222222222	2
-3	0.21428571428571427	2
-2	0.3333333333333333	2
-1	0.0	2
0	0.5	2
1	0.2857142857142857	2
2	0.14285714285714285	2
3	0.25	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.009259259259259259	2
4	0.0	2
5	0.0	2
-5	0.18947368421052632	2
-4	0.3	2
-3	0.0	2
-2	0.0	2
-1	0.25	2
0	0.0	2
1	0.0	2
2	0.358974358974359	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.5	1
-4	1.0	1
-3	0.5	1
-2	0.3333333333333333	1
-1	1.0	1
0	0.0	1
1	0.0	1
2	0.48	1
3	0.32432432432432434	1
4	0.6	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.087248322147651	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.5185185185185185	1
-4	0.6666666666666666	1
-3	0.25	1
-2	0.8313253012048193	1
-1	0.48148148148148145	1
0	0.5	1
1	0.1780821917808219	1
2	1.0	1
3	0.4939759036144578	1
4	1.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.21311475409836064	1
-4	0.13157894736842105	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.2	1
-3	0.0	1
-2	0.0	1
-1	0.5	1
0	0.0	1
1	0.0	1
2	1.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.4	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.3170731707317073	1
-3	0.1111111111111111	1
-2	0.15789473684210525	1
-1	0.13008130081300814	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.10638297872340426	1
-4	0.0	1
-3	0.0958904109589041	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.12790697674418605	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.18032786885245902	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.06542056074766354	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.08333333333333333	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.25	1
-3	0.15942028985507245	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.1	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	1.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.1566265060240964	1
-3	0.18705035971223022	1
-2	0.0	1
-1	0.16176470588235295	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.1456953642384106	1
4	0.0	1
5	0.0	1
-5	0.11	1
-4	0.1357142857142857	1
-3	0.23963133640552994	1
-2	0.33955223880597013	1
-1	0.0	1
0	0.0	1
1	0.025	1
2	0.10569105691056911	1
3	0.10240963855421686	1
4	0.04672897196261682	1
5	0.043912175648702596	1
-5	0.08108108108108109	1
-4	0.10687022900763359	1
-3	0.034482758620689655	1
-2	0.11428571428571428	1
-1	0.015151515151515152	1
0	0.0	1
1	0.0	1
2	0.06666666666666667	1
3	0.061224489795918366	1
4	0.0	1
5	0.0	1
-5	1.0	1
-4	0.0	1
-3	1.0	1
-2	0.3333333333333333	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.12408759124087591	1
-4	0.09448818897637795	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.011494252873563218	1
2	0.015151515151515152	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.21875	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.24444444444444444	1
-2	0.4470588235294118	1
-1	0.1834319526627219	1
0	0.0	1
1	0.0	1
2	0.11724137931034483	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.05365853658536585	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.2857142857142857	1
-3	0.0	1
-2	0.0	1
-1	0.36	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.06802721088435375	1
5	0.0	1
-1	0.0	1
0	0.2	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.3333333333333333	1
-4	0.0	1
-3	0.0	1
-2	0.16666666666666666	1
-1	0.3333333333333333	1
0	0.0	1
1	0.2	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.5	1
-5	0.14285714285714285	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.5	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	1.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-4	0.0	1
-3	0.3333333333333333	1
-2	0.25	1
-1	0.0	1
0	0.0	1
1	0.3333333333333333	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.14285714285714285	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.09876543209876543	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	1.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	1.0	1
5	1.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.35	1
-4	0.1875	1
-3	0.08139534883720931	1
-2	0.323943661971831	1
-1	0.16049382716049382	1
0	0.0	1
1	0.10294117647058823	1
2	0.0	1
3	0.12307692307692308	1
4	0.0	1
5	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.14285714285714285	1
1	0.25	1
2	0.25	1
3	0.0	1
4	0.0	1
-5	0.0	1
-4	1.0	1
-3	0.0	1
-2	0.0	1
-1	0.3333333333333333	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.0	1
1	0.0	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	0.0	1
-4	0.0	1
-3	0.0	1
-2	0.0	1
-1	0.0	1
0	0.2	1
1	0.14285714285714285	1
2	0.0	1
3	0.0	1
4	0.0	1
5	0.0	1
-5	1.0	1
-4	0.0	1
-3	0.0	1
