EditorYear	EdiPercent	Cohort
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	1.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.6666666666666666	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-5	0.5	2
-4	1.0	2
-3	0.5	2
-2	0.25	2
-1	0.6666666666666666	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.3333333333333333	2
4	0.0	2
5	0.3333333333333333	2
-5	1.0	2
-4	1.0	2
-3	0.0	2
-2	1.0	2
-1	0.0	2
0	1.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.25	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.5	2
3	0.3333333333333333	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	1.0	2
4	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-5	0.5	2
-4	0.0	2
-3	0.3333333333333333	2
-2	0.0	2
-1	0.0	2
0	0.5	2
1	0.5	2
2	0.5	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-4	1.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-1	0.5	2
0	0.3333333333333333	2
1	0.0	2
2	1.0	2
3	0.5	2
4	0.6666666666666666	2
5	0.0	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	1.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.4	2
3	0.0	2
4	0.0	2
5	0.3333333333333333	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.5	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.3333333333333333	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.25	2
-1	0.16666666666666666	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
-5	0.6666666666666666	2
-4	0.2857142857142857	2
-3	1.0	2
-2	0.2222222222222222	2
-1	1.0	2
0	1.0	2
1	1.0	2
2	0.25	2
3	0.3333333333333333	2
4	0.5	2
5	0.0	2
-3	1.0	2
-2	0.5	2
-1	0.0	2
0	1.0	2
1	0.6	2
2	0.0	2
3	0.5	2
4	0.5	2
5	0.3333333333333333	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.4	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.25	2
-2	0.0	2
-1	0.0	2
-3	0.0	2
-5	0.3333333333333333	2
-4	0.0	2
-3	0.3333333333333333	2
-2	1.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	1.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	1.0	2
-2	0.0	2
-1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-3	1.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	1.0	2
4	1.0	2
-5	0.5	2
-4	0.0	2
-3	0.3333333333333333	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.75	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.2	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.0	2
4	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.3333333333333333	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.6666666666666666	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
3	1.0	2
4	0.0	2
5	0.0	2
0	1.0	2
1	0.75	2
2	0.6	2
3	0.4	2
4	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
-1	0.0	2
-2	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.5	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-5	0.0	2
-4	0.3333333333333333	2
-3	0.25	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.3333333333333333	2
-5	0.3333333333333333	2
-4	1.0	2
-3	0.3333333333333333	2
-2	0.14285714285714285	2
-1	0.3333333333333333	2
0	0.0	2
1	0.5714285714285714	2
2	0.2	2
3	0.0	2
4	0.6	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	0.0	2
5	0.75	2
-4	1.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-5	0.0	2
-4	0.0	2
-3	1.0	2
-2	0.0	2
-1	0.0	2
0	0.25	2
1	0.3333333333333333	2
2	1.0	2
3	0.0	2
4	0.5	2
5	0.0	2
-3	0.0	2
-2	0.3333333333333333	2
-1	0.25	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.4	2
-2	0.2	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.3333333333333333	2
3	0.5	2
4	0.42857142857142855	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.6666666666666666	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.25	2
-2	0.14285714285714285	2
-1	0.14285714285714285	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.25	2
5	0.6666666666666666	2
-5	0.2	2
-4	0.2857142857142857	2
-3	0.0	2
-2	0.0	2
-1	0.5	2
0	0.0	2
1	0.2	2
2	0.5	2
3	0.4	2
4	0.5	2
5	0.4	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.5	2
3	0.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.5	2
-2	0.0	2
-1	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.75	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.5	2
-5	0.3333333333333333	2
-4	0.5	2
-3	0.0	2
-2	0.5	2
-1	0.25	2
0	0.0	2
1	0.3333333333333333	2
2	0.5	2
3	1.0	2
4	1.0	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
-2	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-4	0.0	2
-3	0.0	2
-5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.3333333333333333	2
-5	0.7142857142857143	2
-4	1.0	2
-3	0.4	2
-2	0.25	2
-1	0.75	2
0	0.5	2
1	0.75	2
2	0.0	2
3	0.5	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.3333333333333333	2
3	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
3	0.5	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.6666666666666666	2
3	0.3333333333333333	2
4	1.0	2
-5	0.5	2
-4	0.0	2
-3	0.125	2
-2	0.25	2
-1	0.5	2
0	0.0	2
1	0.3333333333333333	2
2	0.0	2
3	0.3333333333333333	2
4	0.75	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.3333333333333333	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.5	2
3	0.0	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.0	2
4	0.4	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-2	0.3333333333333333	2
-1	0.3333333333333333	2
0	0.6666666666666666	2
1	0.0	2
2	0.5	2
3	0.5	2
4	0.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.3333333333333333	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	1.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-5	0.0	2
-4	1.0	2
-3	0.3333333333333333	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.3333333333333333	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.3333333333333333	2
2	0.0	2
3	0.0	2
-3	1.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	1.0	2
5	1.0	2
-5	0.0	2
-4	1.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
3	0.0	2
4	1.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	1.0	2
-1	0.0	2
-3	0.0	2
-2	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.5	2
-1	1.0	2
0	0.0	2
1	0.3333333333333333	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.5	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	1.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	1.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	0.0	2
4	0.0	2
5	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.0	2
-4	0.0	2
-5	0.0	2
-4	0.0	2
-3	1.0	2
-2	0.0	2
-1	1.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.0	2
-3	0.0	2
-4	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.5	2
3	0.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	1.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	0.0	2
4	0.5	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.5	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.3333333333333333	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.5	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.6666666666666666	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
-4	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.0	2
-4	0.2	2
-3	0.0	2
-2	1.0	2
-1	0.0	2
0	0.0	2
1	0.3333333333333333	2
2	0.0	2
3	0.0	2
4	0.8	2
5	1.0	2
-5	0.0	2
-4	0.75	2
-3	0.5	2
-2	0.6	2
-1	1.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.3333333333333333	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	1.0	2
0	1.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	0.0	2
5	0.16666666666666666	2
-3	0.0	2
-2	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.25	2
0	0.0	2
1	0.3333333333333333	2
2	0.0	2
3	0.0	2
4	1.0	2
-5	0.6666666666666666	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.4	2
0	0.3333333333333333	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	0.5	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	1.0	2
0	0.0	2
1	0.6666666666666666	2
2	1.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
-3	0.0	2
4	0.0	2
5	0.0	2
-4	0.0	2
-5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.3333333333333333	2
5	0.6666666666666666	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.5	2
3	0.0	2
4	0.0	2
5	0.6666666666666666	2
-2	0.0	2
0	1.0	2
1	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	1.0	2
-5	1.0	2
-4	0.0	2
-3	0.5	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-2	0.0	2
-1	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.6666666666666666	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	1.0	2
0	0.0	2
1	0.3333333333333333	2
2	0.3333333333333333	2
3	0.0	2
-2	0.0	2
-1	0.0	2
4	0.5	2
5	0.0	2
-3	0.0	2
-4	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	1.0	2
3	0.0	2
4	1.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
0	1.0	2
1	0.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.18181818181818182	2
-2	0.0	2
-1	0.5	2
0	0.0	2
1	0.5	2
2	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	1.0	2
4	1.0	2
5	0.0	2
-1	0.0	2
-2	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	1.0	2
5	1.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.6666666666666666	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	1.0	2
5	0.0	2
-5	1.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.6666666666666666	2
2	0.0	2
3	0.0	2
4	0.5	2
5	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.3333333333333333	2
2	0.0	2
-3	0.0	2
3	1.0	2
4	0.0	2
5	0.3333333333333333	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	0.5	2
4	0.0	2
5	1.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
-4	0.0	2
-5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.3333333333333333	2
5	0.3333333333333333	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	1.0	2
2	0.0	2
3	0.0	2
4	0.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	1.0	2
3	0.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.5	2
2	0.0	2
3	0.0	2
4	1.0	2
5	0.5	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.5	2
3	0.0	2
4	0.5	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
0	0.0	2
1	0.0	2
2	0.0	2
3	1.0	2
4	0.0	2
5	0.0	2
-5	0.0	2
-4	0.0	2
-3	0.0	2
-2	0.0	2
-1	0.0	2
