ChiefPercent	BoardAvg
0.0	0.026302978235967927
0.0	0.02906442577030812
0.041666666666666664	0.11841674562747878
0.0	0.021792412617220803
0.0	0.241025641025641
0.04477611940298507	0.0
0.08	0.07216345405452894
0.0	0.026850012732365675
0.022556390977443608	0.029494906105730846
0.020833333333333332	0.020833333333333332
0.0	0.03892458857213017
0.0	0.0
0.022222222222222223	0.023255813953488372
0.0	0.0
0.2	0.08603670312613865
0.08695652173913043	0.05080889787664307
0.06896551724137931	0.03657693076217255
0.0	0.0
0.0	0.0
0.0	0.0
0.18181818181818182	0.06363636363636364
0.14285714285714285	0.14285714285714285
0.0	0.0
0.04225352112676056	0.03428573042723084
0.0	0.0
0.1875	0.1875
0.15151515151515152	0.01560450421980743
0.22727272727272727	0.11538315485683905
0.0	0.0
0.0	0.0026624479086278744
0.0	0.0
0.0	0.026850012732365675
0.034482758620689655	0.011964268240645398
0.0	0.023255813953488372
0.0	0.0
0.0	0.175
0.0196078431372549	0.02906442577030812
0.16666666666666666	0.09272302860538155
0.0	0.0801500087214373
0.5	0.3551053478048939
0.2	0.1457938097215944
0.0	0.0
0.13333333333333333	0.1457938097215944
0.0	0.06043184885290149
0.18421052631578946	0.1588687626065864
0.0	0.14409422930347618
0.2631578947368421	0.07785880231458933
0.0	0.05080889787664307
0.14285714285714285	0.0
0.125	0.09774468826192965
0.060240963855421686	0.024420515661796573
0.0425531914893617	0.14545454545454545
0.0	0.0
0.0	0.023255813953488372
0.08823529411764706	0.04518205944247548
0.0	0.10176470588235295
0.05263157894736842	0.017892350404258482
0.0	0.03333333333333333
0.0	0.06858925834274827
0.6222222222222222	0.22793650793650794
0.0	0.02559523809523809
0.0	0.029494906105730846
0.0	0.0026624479086278744
0.5	0.06674598730869728
0.0	0.0
0.0	0.050176131058484
0.5	0.16666666666666666
0.2	0.02
0.16666666666666666	0.11274509803921567
0.0	0.08395946526695783
0.07096774193548387	0.057223001402524544
0.09302325581395349	0.0547945205479452
1.0	1.0
0.047619047619047616	0.09184726522187821
0.0	0.08333333333333333
0.058823529411764705	0.23672883787661406
0.05263157894736842	0.11538315485683905
0.06060606060606061	0.037152345371523454
0.060240963855421686	0.11865486332626306
0.13636363636363635	0.13636363636363635
0.16666666666666666	0.23282440090599743
0.13043478260869565	0.13043478260869565
0.0	0.10221698731523027
0.0	0.09967979819757265
0.05	0.05
0.0	0.09774468826192965
0.38461538461538464	0.38461538461538464
0.023255813953488372	0.023255813953488372
0.07142857142857142	0.06276455026455026
0.05555555555555555	0.0
0.1875	0.21162046908315563
0.0	0.08603670312613865
0.0851063829787234	0.03623704904344479
0.0	0.0063086450676553925
0.0	0.025
0.057692307692307696	0.13069885361552028
0.13333333333333333	0.1457938097215944
0.0	0.026302978235967927
1.0	0.5
0.0	0.12663269329935997
0.0625	0.06043956043956044
0.0	0.08395946526695783
0.42857142857142855	0.5476190476190476
0.0	0.06043184885290149
0.0	0.0063086450676553925
0.0	0.025131918403941585
0.08333333333333333	0.0
0.0	0.011964268240645398
0.0	0.038461538461538464
0.0	0.038461538461538464
0.21739130434782608	0.03727300830242007
0.0	0.0
0.6818181818181818	0.3703703703703704
0.0	0.0
0.0	0.039051914439614976
0.07407407407407407	0.05764844634781108
0.0	0.0026624479086278744
0.03333333333333333	0.008333333333333333
0.0	0.029494906105730846
0.16666666666666666	0.16666666666666666
0.0	0.022056266110693386
0.17391304347826086	0.0931781583955497
0.0	0.04986157253599113
0.3333333333333333	0.07472593857292133
0.06451612903225806	0.03370691982610171
0.0	0.0
0.03896103896103896	0.06666666666666667
0.5	0.14634897106298392
0.5	0.03225806451612903
0.25	0.08000858727514616
0.125	0.05476881187407503
0.05741626794258373	0.03973625432718711
0.0	0.0
0.0	0.037037037037037035
0.047619047619047616	0.047619047619047616
0.05263157894736842	0.010336668722762633
0.03614457831325301	0.0
0.08	0.16722696846806415
0.0	0.0
0.23529411764705882	0.155701042142936
0.2	0.2
0.13043478260869565	0.13043478260869565
0.09433962264150944	0.047686431169478675
0.0	0.0
0.06756756756756757	0.0
0.6666666666666666	0.241025641025641
0.0	0.07925696594427245
0.0	0.025131918403941585
0.3157894736842105	0.18765897917871602
0.6666666666666666	0.22166666666666668
0.0	0.12121212121212122
0.013513513513513514	0.029494906105730846
0.19047619047619047	0.043478260869565216
0.024390243902439025	0.003472222222222222
0.0	0.06349206349206349
0.07547169811320754	0.1457938097215944
0.0	0.000409165302782324
0.015384615384615385	0.025131918403941585
0.03571428571428571	0.03428573042723084
0.029411764705882353	0.07925696594427245
0.26666666666666666	0.155701042142936
0.0	0.0063086450676553925
0.14285714285714285	0.08432728915401194
0.0	0.06423414283407271
0.3488372093023256	0.1457938097215944
0.0	0.06074845397096036
0.0	0.006896004583992714
0.25	0.3053780594405594
0.2608695652173913	0.21521739130434783
0.0	0.0026624479086278744
0.2777777777777778	0.3703703703703704
0.0	0.11274509803921567
0.09146341463414634	0.08603670312613865
0.022727272727272728	0.10169880624426078
0.0	0.0
0.13924050632911392	0.09704589603033775
0.30434782608695654	0.15217391304347827
0.2222222222222222	0.0
0.3333333333333333	0.3333333333333333
0.0	0.10447272437038961
0.14814814814814814	0.03593400473099721
0.4444444444444444	0.02248062015503876
0.17647058823529413	0.0796844938969797
0.0	0.0026624479086278744
0.023529411764705882	0.01279891407730856
0.12280701754385964	0.06858925834274827
0.0	0.07674843394863487
0.0	0.0
0.38095238095238093	0.15716401653901654
0.0967741935483871	0.15492957746478872
0.024154589371980676	0.022056266110693386
0.06666666666666667	0.03889332717411984
0.13043478260869565	0.2826086956521739
0.8333333333333334	0.3703703703703704
0.15789473684210525	0.07894736842105263
0.0	0.15185185185185188
1.0	1.0
0.18181818181818182	0.2861514418229482
0.0	0.03532696750822711
0.125	0.06582558367783566
0.125	0.041666666666666664
0.0	0.0
0.0	0.0
0.0	0.0026624479086278744
0.0	0.0
0.037037037037037035	0.03532696750822711
0.5454545454545454	0.06402709844268285
0.02158273381294964	0.01279891407730856
0.06666666666666667	0.06666666666666667
0.0	0.0
0.0	0.023255813953488372
0.046511627906976744	0.046511627906976744
0.0	0.0
0.0	0.0
0.16666666666666666	0.1515151515151515
0.08163265306122448	0.04982978562375839
0.05454545454545454	0.03395818651632605
0.2676056338028169	0.2676056338028169
0.0	0.025477707006369428
0.0	0.022056266110693386
0.046875	0.1513357843137255
0.3333333333333333	0.0975609756097561
0.017241379310344827	0.03657693076217255
0.0	0.012698412698412697
0.0	0.098824268034899
0.0	0.03225806451612903
0.21212121212121213	0.3053780594405594
0.01694915254237288	0.0063086450676553925
0.0	0.02
0.0	0.0
0.15384615384615385	0.06963247118734923
0.0	0.17647058823529413
0.0	0.0
0.0	0.0
0.0	0.1407103530140897
0.11428571428571428	0.030167150149701623
0.0	0.04157834869189179
0.038461538461538464	0.029494906105730846
0.08888888888888889	0.02452937240513534
0.17647058823529413	0.11538315485683905
0.058823529411764705	0.014705882352941176
0.5	0.19058823529411761
0.06666666666666667	0.05135523773523367
0.21052631578947367	0.3551053478048939
0.046511627906976744	0.044053137976865005
0.0	0.06818902190068064
0.0	0.043478260869565216
0.0	0.0
0.05555555555555555	0.0063086450676553925
0.08333333333333333	0.1600634313463689
0.01639344262295082	0.07792207792207792
0.0	0.02
0.0	0.02
0.0	0.0
0.18072289156626506	0.14473684210526316
0.09090909090909091	0.09902597402597403
0.0784313725490196	0.1755080361342221
0.0	0.02
0.0	0.0
0.0	0.03319806400853722
0.0	0.0
0.0	0.0
0.06666666666666667	0.08306442714179288
0.14035087719298245	0.14035087719298245
0.1	0.12692307692307692
0.0	0.0
0.5454545454545454	0.20025064304578183
0.06382978723404255	0.06674598730869728
0.0	0.0063086450676553925
0.037037037037037035	0.06858925834274827
0.0	0.026611255816886736
0.0	0.000409165302782324
0.0	0.025131918403941585
0.0	0.06074845397096036
0.0	0.0
0.05263157894736842	0.025131918403941585
0.03773584905660377	0.046425777896483965
0.11956521739130435	0.11956521739130435
0.0	0.033634126333059886
0.1	0.175
0.0	0.025
0.0	0.041160392773296
0.043478260869565216	0.0
0.0	0.0026624479086278744
0.0784313725490196	0.0784313725490196
0.0	0.07056451612903225
0.0	0.0
0.08333333333333333	0.0
0.07692307692307693	0.09728506787330317
0.16666666666666666	0.04635932307173974
0.0	0.02
0.0	0.08395946526695783
0.16666666666666666	0.16666666666666666
0.13095238095238096	0.06858925834274827
0.0	0.0
0.0	0.0
0.0	0.045454545454545456
0.07142857142857142	0.12035799547069377
0.12903225806451613	0.10169880624426078
0.34146341463414637	0.34146341463414637
0.2	0.2
0.030303030303030304	0.09774468826192965
0.18181818181818182	0.15574134199134199
0.0	0.0
0.0	0.5
0.3333333333333333	0.10169880624426078
0.0	0.0
0.0	0.09870290978226824
0.0	0.02
0.05555555555555555	0.13947951303830866
0.09523809523809523	0.025131918403941585
