EditorYear	PeerPercent	Cohort
5	0.044444444444444446	4
-1	0.0	4
0	0.4807692307692308	4
1	0.625	4
2	0.47058823529411764	4
3	0.5102040816326531	4
4	0.24074074074074073	4
5	0.5263157894736842	4
1	0.031746031746031744	4
2	0.02702702702702703	4
3	0.015873015873015872	4
4	0.034482758620689655	4
5	0.0	4
0	0.0	4
1	1.0	4
2	0.0	4
3	0.5	4
4	1.0	4
5	0.16666666666666666	4
1	0.3	4
0	1.0	4
1	0.7142857142857143	4
2	0.0	4
3	0.0	4
4	0.5	4
5	0.5	4
1	0.0	4
2	0.06666666666666667	4
3	0.0	4
4	0.0	4
5	0.022222222222222223	4
1	1.0	4
2	1.0	4
3	1.0	4
4	0.0	4
5	0.0	4
1	0.0	4
2	1.0	4
3	1.0	4
4	0.0	4
5	0.0	4
-4	0.2	4
1	0.09090909090909091	4
2	0.15789473684210525	4
3	0.07865168539325842	4
-2	0.14925373134328357	4
-1	0.12962962962962962	4
0	0.15311004784688995	4
1	0.11666666666666667	4
2	0.15808823529411764	4
3	0.20175438596491227	4
4	0.2222222222222222	4
5	0.19767441860465115	4
1	0.09090909090909091	4
2	0.041666666666666664	4
3	0.08695652173913043	4
4	0.038461538461538464	4
5	0.25	4
-2	0.5454545454545454	4
-1	0.13043478260869565	4
0	0.0375	4
1	0.030303030303030304	4
2	0.030303030303030304	4
3	0.041666666666666664	4
4	0.03389830508474576	4
5	0.0	4
1	1.0	4
2	0.4	4
3	0.0	4
4	0.5	4
5	1.0	4
1	0.0	4
2	0.0	4
3	0.0	4
4	0.6666666666666666	4
5	1.0	4
-1	0.5	4
0	0.4	4
1	0.5	4
2	0.4444444444444444	4
3	0.375	4
4	0.5	4
5	0.7142857142857143	4
-1	0.0	4
0	0.1891891891891892	4
1	0.09467455621301775	4
2	0.12442396313364056	4
3	0.032407407407407406	4
4	0.0896551724137931	4
-2	0.1	4
-1	0.125	4
0	0.1	4
1	0.1111111111111111	4
2	0.0	4
3	0.0	4
4	0.0625	4
5	0.17391304347826086	4
-4	0.0	4
-3	0.06666666666666667	4
-2	0.0	4
-1	0.1	4
0	0.038461538461538464	4
1	0.15217391304347827	4
-4	0.07142857142857142	4
-3	0.09090909090909091	4
-2	0.041666666666666664	4
-1	0.19230769230769232	4
0	0.18421052631578946	4
1	0.2	4
2	0.21621621621621623	4
3	0.1111111111111111	4
4	0.14285714285714285	4
5	0.06666666666666667	4
-2	0.0	4
-1	0.08333333333333333	4
0	0.0	4
1	0.25	4
2	0.3333333333333333	4
3	1.0	4
4	0.0	4
5	0.0	4
-4	0.07692307692307693	4
-3	0.16	4
-2	0.2	4
-1	0.2222222222222222	4
0	0.25	4
1	0.5	4
2	0.1111111111111111	4
3	0.3333333333333333	4
4	0.041666666666666664	4
5	0.25	4
1	0.10666666666666667	4
2	0.12727272727272726	4
3	0.1	4
4	0.1111111111111111	4
5	0.1346153846153846	4
-1	0.0	4
0	0.1891891891891892	4
1	0.09467455621301775	4
2	0.12442396313364056	4
3	0.032407407407407406	4
4	0.0896551724137931	4
-4	0.16666666666666666	4
-3	0.0	4
-2	0.06666666666666667	4
-1	0.0	4
0	0.0	4
1	0.0	4
2	0.8571428571428571	4
3	0.2	4
4	0.14285714285714285	4
5	0.16666666666666666	4
1	0.05	4
2	0.14285714285714285	4
3	0.25	4
-4	0.022727272727272728	4
-3	0.12244897959183673	4
-2	0.0196078431372549	4
-1	0.11538461538461539	4
0	0.09375	4
1	0.02040816326530612	4
2	0.021739130434782608	4
3	0.0684931506849315	4
4	0.016129032258064516	4
5	0.0	4
1	0.10526315789473684	4
2	0.1111111111111111	4
3	0.0	4
4	0.09090909090909091	4
1	0.3125	4
2	0.0	4
3	0.11764705882352941	4
4	0.0	4
5	0.1111111111111111	4
-4	0.0	4
-3	0.5	4
-2	1.0	4
-1	0.16666666666666666	4
0	0.0	4
1	0.13966480446927373	4
2	0.10884353741496598	4
3	0.06349206349206349	4
4	0.07344632768361582	4
5	0.1206896551724138	4
-4	0.5	4
-3	0.0	4
-2	1.0	4
-1	0.0	4
0	0.0	4
1	0.09090909090909091	4
2	0.15384615384615385	4
3	0.14285714285714285	4
4	0.0	4
5	0.0	4
-3	0.0	4
-2	0.0	4
-1	0.0	4
0	0.5	4
1	0.4444444444444444	4
0	0.0	4
1	0.4807692307692308	4
2	0.625	4
3	0.47058823529411764	4
4	0.5102040816326531	4
-1	0.0	4
0	0.024390243902439025	4
1	0.05263157894736842	4
2	0.017857142857142856	4
3	0.01744186046511628	4
4	0.048484848484848485	4
5	0.04807692307692308	4
1	0.16666666666666666	4
-4	0.14285714285714285	4
-3	0.0	4
-2	0.1111111111111111	4
-1	0.11428571428571428	4
0	0.037037037037037035	4
1	0.06756756756756757	4
2	0.07228915662650602	4
3	0.05263157894736842	4
4	0.06153846153846154	4
5	0.05454545454545454	4
1	0.05263157894736842	4
2	0.024390243902439025	4
3	0.0	4
4	0.0	4
5	0.044444444444444446	4
-4	0.0	4
-3	0.0	4
-2	0.0	4
-1	0.5	4
0	0.4444444444444444	4
1	0.5	4
2	0.3333333333333333	4
3	0.5	4
4	0.25	4
-4	0.5	4
-3	0.5	4
-1	1.0	4
0	0.6666666666666666	4
1	0.46511627906976744	4
2	0.3888888888888889	4
3	0.24	4
4	0.4473684210526316	4
5	0.5277777777777778	4
1	0.0	4
2	0.0	4
3	0.5	4
4	0.0	4
5	1.0	4
1	0.75	4
2	0.3333333333333333	4
3	1.0	4
4	0.7777777777777778	4
5	0.0	4
-1	0.0	4
1	0.0	4
2	0.03125	4
3	0.0	4
4	0.0	4
5	0.0	4
-1	0.5454545454545454	4
0	0.13043478260869565	4
1	0.0375	4
2	0.030303030303030304	4
-4	0.045454545454545456	4
-3	0.0	4
-2	0.10526315789473684	4
-1	0.25	4
0	0.0	4
1	0.21875	4
2	0.058823529411764705	4
3	0.13793103448275862	4
4	0.125	4
5	0.14545454545454545	4
1	1.0	4
2	0.0	4
3	0.0	4
4	1.0	4
5	1.0	4
0	0.125	4
1	0.07602339181286549	4
