CitesFrom	BeingCited	NewAuthorId	Year
2767540273	2090839913	19273516	2017
2767540273	2102429484	19273516	2017
2767540273	2113896022	19273516	2017
2767540273	2125640504	19273516	2017
2767540273	2167660819	19273516	2017
2767540273	2127484064	19273516	2017
2767540273	2033566931	19273516	2017
2767540273	2089941116	19273516	2017
2767540273	2028512642	19273516	2017
2767540273	2070434623	19273516	2017
2767540273	1999062099	19273516	2017
2767540273	2000379772	19273516	2017
2767540273	1996208217	19273516	2017
2767540273	2061555693	19273516	2017
2767540273	2048164441	19273516	2017
2767540273	2014598933	19273516	2017
2767540273	2180852455	19273516	2017
2767540273	2329301018	19273516	2017
2767540273	2012106956	19273516	2017
2903356480	2099453633	19273516	2019
1608636783	2123793236	19273516	2011
1966345076	2123793236	19273516	2005
2014509215	2123793236	19273516	2015
2020029846	1953440062	19273516	1999
2030944259	1953440062	19273516	2001
2031139648	2123793236	19273516	2012
2044407123	2042183801	19273516	2008
2053046653	2123793236	19273516	2005
2056109753	1953440062	19273516	1999
2066749573	1953440062	19273516	2000
2082118347	1953440062	19273516	1999
2097013880	2123793236	19273516	2005
2124144089	1953440062	19273516	2010
2128804712	1953440062	19273516	2001
2161458243	2123793236	19273516	2004
177720145	1669010405	19273516	2013
1999356125	2145352100	19273516	2014
2030645178	1983590849	19273516	2015
2133326636	2123793236	19273516	2007
2181991766	2123793236	19273516	2009
2261734781	2408192315	19273516	2007
2335971082	1994257512	19273516	2012
2769614245	1669010405	19273516	2017
39690000	2089879125	19273516	2011
42292142	2089879125	19273516	2011
42292142	1980828912	19273516	2011
205990138	1983601682	19273516	2010
1547839577	2139196618	19273516	2014
1547839577	2127484064	19273516	2014
1608881859	2025732177	19273516	2009
1917497187	1983601682	19273516	2010
2013067980	1983601682	19273516	2007
2013067980	2167660819	19273516	2007
2152762781	1983601682	19273516	2010
2160865170	2089879125	19273516	2013
2160865170	2127484064	19273516	2013
2162365630	2025732177	19273516	2007
2767969989	2145352100	19273516	2017
2767969989	2125889307	19273516	2017
2767969989	2016837210	19273516	2017
2895257103	1975754872	19273516	2018
2895257103	2089879125	19273516	2018
2895257103	2102429484	19273516	2018
2895257103	2113896022	19273516	2018
2895257103	2125640504	19273516	2018
2895257103	2089941116	19273516	2018
2895257103	2070434623	19273516	2018
2895257103	1999062099	19273516	2018
2895257103	2000379772	19273516	2018
2895257103	1996208217	19273516	2018
2895257103	2180852455	19273516	2018
2903647169	2139196618	19273516	2018
2025099925	2116479366	19273516	2007
2323169894	2142612967	19273516	2014
2748614596	2125640504	19273516	2012
2062113848	2118790426	19273516	2015
2114009921	1900489475	19273516	1998
2611318005	2127484064	19273516	2017
2893930435	2127484064	19273516	2018
2599590515	2130182680	19273516	2017
1594485616	2139196618	19273516	2014
1594485616	2099453633	19273516	2014
1594485616	2127484064	19273516	2014
1594485616	2101995089	19273516	2014
1594485616	2028512642	19273516	2014
2010466227	2028512642	19273516	2009
2129597391	2127484064	19273516	2009
2213290513	1980828912	19273516	2009
2213290513	2127484064	19273516	2009
2329301018	2139196618	19273516	2015
2329301018	1900489475	19273516	2015
2329301018	1975754872	19273516	2015
2329301018	1983601682	19273516	2015
2329301018	2084956397	19273516	2015
2329301018	2089879125	19273516	2015
2329301018	2090839913	19273516	2015
2329301018	2102429484	19273516	2015
2329301018	2113896022	19273516	2015
2329301018	2125640504	19273516	2015
2329301018	2167660819	19273516	2015
2329301018	2127484064	19273516	2015
2329301018	2070434623	19273516	2015
2329301018	1999062099	19273516	2015
2329301018	2000379772	19273516	2015
2329301018	1996208217	19273516	2015
2329301018	2061555693	19273516	2015
2329301018	2014598933	19273516	2015
2329301018	1999330575	19273516	2015
2591800536	2134057059	19273516	2017
2591800536	2127484064	19273516	2017
2615397649	2127484064	19273516	2018
2903847305	2101995089	19273516	2019
2903847305	2028512642	19273516	2019
1600877665	2089879125	19273516	2011
1600877665	1513886440	19273516	2011
2085022339	2033132913	19273516	2004
2085022339	2102429484	19273516	2004
2085022339	2071683405	19273516	2004
180115034	1546681890	19273516	2011
180115034	2167660819	19273516	2011
1499398006	1900489475	19273516	2007
1499398006	1975754872	19273516	2007
1499398006	2033132913	19273516	2007
1499398006	2089879125	19273516	2007
1499398006	2102429484	19273516	2007
1499398006	2028512642	19273516	2007
1903969379	1980828912	19273516	2010
1903969379	2127484064	19273516	2010
1903969379	2026398010	19273516	2010
1903969379	2130182680	19273516	2010
1981899953	2127484064	19273516	2014
1981899953	2091290056	19273516	2014
1999062099	2139196618	19273516	2012
1999062099	1900489475	19273516	2012
1999062099	1975754872	19273516	2012
1999062099	2089879125	19273516	2012
1999062099	1980828912	19273516	2012
1999062099	2102429484	19273516	2012
1999062099	2125640504	19273516	2012
1999062099	2127484064	19273516	2012
1999062099	2026398010	19273516	2012
1999062099	2113660726	19273516	2012
1999062099	2070434623	19273516	2012
1999062099	2000379772	19273516	2012
1999062099	1513886440	19273516	2012
1999062099	2091290056	19273516	2012
1999062099	2061555693	19273516	2012
1999062099	2014598933	19273516	2012
2012106956	2027133190	19273516	2012
2012106956	2102429484	19273516	2012
2033283073	2015239502	19273516	2010
2040761393	2167660819	19273516	2006
2110231167	2118790426	19273516	2014
2110231167	2144108136	19273516	2014
2110231167	1980828912	19273516	2014
2110231167	2090839913	19273516	2014
2110231167	2113896022	19273516	2014
2110231167	2127484064	19273516	2014
2110231167	2113660726	19273516	2014
2110231167	2130182680	19273516	2014
2150117290	2139196618	19273516	2014
2150117290	1897079341	19273516	2014
2150117290	1900489475	19273516	2014
2150117290	2084956397	19273516	2014
2150117290	2033566931	19273516	2014
2150117290	2070434623	19273516	2014
2150117290	2143942602	19273516	2014
2151758742	2118790426	19273516	2014
2151758742	2144108136	19273516	2014
2151758742	2021343636	19273516	2014
2151758742	1979851366	19273516	2014
2290125214	1897079341	19273516	2009
2290125214	1915725804	19273516	2009
2290125214	1975754872	19273516	2009
2290125214	2266075229	19273516	2009
2290125214	2345385770	19273516	2009
2290125214	2089879125	19273516	2009
2290125214	1980828912	19273516	2009
2290125214	2090839913	19273516	2009
2290125214	2102429484	19273516	2009
2290125214	2125640504	19273516	2009
2290125214	2026398010	19273516	2009
2290125214	2089941116	19273516	2009
2290125214	2028512642	19273516	2009
2290125214	2000379772	19273516	2009
2290125214	2061555693	19273516	2009
2290125214	2048164441	19273516	2009
2290125214	2180852455	19273516	2009
2327591421	2139196618	19273516	2011
2327591421	1975754872	19273516	2011
2327591421	2167660819	19273516	2011
2327591421	2143942602	19273516	2011
2477157912	2028512642	19273516	2011
2616945547	2127484064	19273516	2018
2616945547	2130182680	19273516	2018
2734939801	1975754872	19273516	2017
2775460758	2084956397	19273516	2018
2796889943	2033566931	19273516	2018
2896141927	2130182680	19273516	2018
2936641882	2329301018	19273516	2019
1996847288	2145352100	19273516	2012
1996847288	2125889307	19273516	2012
2040339513	2145352100	19273516	2012
2094776393	2125889307	19273516	2013
2473443100	2145352100	19273516	2017
2473443100	2125889307	19273516	2017
2772410153	2145352100	19273516	2017
1993571054	2408192315	19273516	2008
1994554686	2145352100	19273516	2014
1994554686	2167660819	19273516	2014
1994554686	2125889307	19273516	2014
1994554686	2016837210	19273516	2014
2018248594	2145352100	19273516	2014
2057787255	2030732494	19273516	2013
2113744588	2054587692	19273516	2010
2113744588	2165247607	19273516	2010
2113744588	2080173433	19273516	2010
2113744588	2094468369	19273516	2010
2113744588	2015239502	19273516	2010
2145352100	2015126321	19273516	2011
2145352100	2054587692	19273516	2011
2145352100	2165247607	19273516	2011
2145352100	2015239502	19273516	2011
2176349058	2145352100	19273516	2016
2335287907	2125889307	19273516	2013
2528743596	2139196618	19273516	2016
2528743596	2089879125	19273516	2016
2528743596	2127484064	19273516	2016
2553682218	2168893494	19273516	2016
2553682218	1981287196	19273516	2016
2553682218	1994257512	19273516	2016
2553682218	2107826268	19273516	2016
2553682218	2142612967	19273516	2016
2553682218	2132054670	19273516	2016
2604268439	2145352100	19273516	2017
2604735693	2145352100	19273516	2017
2644521652	2097936276	19273516	2017
8410162	1953440062	19273516	2012
8410162	2042183801	19273516	2012
8410162	2118790426	19273516	2012
8410162	2139196618	19273516	2012
8410162	2144108136	19273516	2012
150890311	2113660726	19273516	2012
936621082	2116479366	19273516	2015
936621082	2096989146	19273516	2015
1185328834	2143549017	19273516	2014
1563870020	2127484064	19273516	2012
1974742102	2116479366	19273516	2013
2012428337	2118790426	19273516	2013
2012428337	2123273660	19273516	2013
2012428337	2130182680	19273516	2013
2020820689	2091290056	19273516	2014
2025374618	2345385770	19273516	2012
2025578881	2042183801	19273516	2012
2025685280	2139196618	19273516	2013
2042288384	1915725804	19273516	2015
2045195364	2127484064	19273516	2012
2046766513	2011516066	19273516	2012
2054949646	1979851366	19273516	2014
2066504529	1915725804	19273516	2012
2066504529	2116479366	19273516	2012
2076683642	2118790426	19273516	2014
2078980551	1999062099	19273516	2013
2091322032	2127484064	19273516	2013
2091322032	2130182680	19273516	2013
2101244282	2123273660	19273516	2015
2113393726	2118790426	19273516	2015
2123680621	2139196618	19273516	2013
2129123783	2127484064	19273516	2015
2130090999	2139196618	19273516	2014
2130090999	2125640504	19273516	2014
2130090999	2127484064	19273516	2014
2135768579	2127484064	19273516	2015
2139919353	2139196618	19273516	2016
2139919353	2027133190	19273516	2016
2139919353	2090839913	19273516	2016
2139919353	2113896022	19273516	2016
2139919353	2127484064	19273516	2016
2139919353	2113660726	19273516	2016
2139919353	1979851366	19273516	2016
2141088513	2113896022	19273516	2013
2158915520	2011516066	19273516	2015
2167400603	2139196618	19273516	2014
2167400603	2127484064	19273516	2014
2167400603	1999062099	19273516	2014
2171707114	2113660726	19273516	2013
2172748577	1999062099	19273516	2015
2192291434	2116479366	19273516	2016
2194573311	2127484064	19273516	2016
2194573311	2130182680	19273516	2016
2198323871	1999062099	19273516	2015
2272284317	2139196618	19273516	2015
2292298879	2127484064	19273516	2012
2292298879	2081789089	19273516	2012
2292298879	1979851366	19273516	2012
2296600150	2130182680	19273516	2016
2309199928	2118790426	19273516	2015
2309199928	2139196618	19273516	2015
2309199928	2125640504	19273516	2015
2335279307	2116479366	19273516	2016
2395882558	1983590849	19273516	2016
2463858323	2139196618	19273516	2016
2463858323	2127484064	19273516	2016
2480348087	2139196618	19273516	2014
2480348087	1975754872	19273516	2014
2480348087	2027133190	19273516	2014
2480348087	2090839913	19273516	2014
2480348087	2113896022	19273516	2014
2480348087	2003939489	19273516	2014
2480348087	2113660726	19273516	2014
2480348087	1999062099	19273516	2014
2480348087	2091290056	19273516	2014
2480348087	2014598933	19273516	2014
2484322514	2011516066	19273516	2015
2503170415	2025732177	19273516	2015
2503170415	2099453633	19273516	2015
2503170415	2028512642	19273516	2015
2507568535	1999062099	19273516	2015
2508083522	1999062099	19273516	2016
2521942709	1999062099	19273516	2016
2548475219	2139196618	19273516	2017
2548475219	2090839913	19273516	2017
2548475219	2127484064	19273516	2017
2548655448	1999062099	19273516	2016
2549826910	1953440062	19273516	2016
2549826910	2118790426	19273516	2016
2549826910	2144108136	19273516	2016
2549826910	2127484064	19273516	2016
2560066593	2139196618	19273516	2017
2597145550	1953440062	19273516	2017
2597145550	2127484064	19273516	2017
2597145550	1979851366	19273516	2017
2767029983	2127484064	19273516	2017
2785697758	2139196618	19273516	2018
2785697758	2090839913	19273516	2018
2785697758	2127484064	19273516	2018
2785697758	2113660726	19273516	2018
2785697758	2091290056	19273516	2018
2785697758	2011516066	19273516	2018
2794867953	1986560963	19273516	2018
2799823766	2127484064	19273516	2016
2805882595	2011516066	19273516	2015
2808042920	2011516066	19273516	2018
2809167493	1979851366	19273516	2018
2897785158	2118790426	19273516	2018
2897785158	2139196618	19273516	2018
2910554357	2090839913	19273516	2019
2910554357	1999062099	19273516	2019
2911682939	1953440062	19273516	2019
2911682939	2118790426	19273516	2019
2911682939	2144108136	19273516	2019
2920825285	2118790426	19273516	2019
2920825285	2054587692	19273516	2019
2920825285	2127484064	19273516	2019
2920825285	2165247607	19273516	2019
2920825285	2080173433	19273516	2019
2920825285	2016400743	19273516	2019
2920825285	1979851366	19273516	2019
2920825285	2587654303	19273516	2019
1976678526	1900489475	19273516	2010
1976678526	2074924188	19273516	2010
1976678526	2070434623	19273516	2010
2000883692	1897079341	19273516	1994
2007851763	2125889307	19273516	2014
2020239943	2089879125	19273516	2004
2020239943	2167660819	19273516	2004
2099982351	1897079341	19273516	1998
2179355422	2125889307	19273516	2015
2412007572	2042183801	19273516	2001
1945621	1669010405	19273516	2002
77370803	1669010405	19273516	2003
77370803	2015126321	19273516	2003
77370803	2054587692	19273516	2003
387883284	1669010405	19273516	2015
799141012	1669010405	19273516	2006
799141012	2054587692	19273516	2006
812482628	1669010405	19273516	2014
812482628	2036973718	19273516	2014
812482628	2165247607	19273516	2014
812482628	1993653394	19273516	2014
1491892894	1669010405	19273516	2013
1491892894	2015126321	19273516	2013
1491892894	2054587692	19273516	2013
1491892894	2165247607	19273516	2013
1491892894	2026453375	19273516	2013
1491892894	1982584220	19273516	2013
1491892894	2094468369	19273516	2013
1515291833	1669010405	19273516	2005
1820893702	1669010405	19273516	2015
1820893702	2054587692	19273516	2015
1820893702	2167660819	19273516	2015
1820893702	2165247607	19273516	2015
1967775362	1669010405	19273516	2007
1969927580	1669010405	19273516	2013
1969927580	2054587692	19273516	2013
1969927580	2165247607	19273516	2013
1969927580	1982584220	19273516	2013
1982584220	1669010405	19273516	2001
1983064828	1669010405	19273516	2003
1983158208	1669010405	19273516	2009
1985535279	1669010405	19273516	2013
1990077429	1669010405	19273516	2006
1990077429	1982584220	19273516	2006
1990077429	2068187838	19273516	2006
1990154401	1669010405	19273516	2014
1994543581	1669010405	19273516	2005
1994543581	1982584220	19273516	2005
1994543581	2068187838	19273516	2005
1995203251	1669010405	19273516	2002
1998948123	1669010405	19273516	2008
1998948123	2054587692	19273516	2008
1998948123	2116479366	19273516	2008
1998948123	1982584220	19273516	2008
1999594771	1669010405	19273516	2004
2003451321	1669010405	19273516	2011
2011700900	1669010405	19273516	2015
2015126321	1669010405	19273516	2002
2015126321	2054587692	19273516	2002
2015239502	1669010405	19273516	2006
2015239502	2015126321	19273516	2006
2015239502	2054587692	19273516	2006
2015239502	2165247607	19273516	2006
2015239502	2408192315	19273516	2006
2016400743	1669010405	19273516	2012
2016400743	2015126321	19273516	2012
2016400743	2054587692	19273516	2012
2016400743	2165247607	19273516	2012
2016400743	2026453375	19273516	2012
2016400743	2080173433	19273516	2012
2016400743	2094468369	19273516	2012
2016400743	2091290056	19273516	2012
2016400743	2015239502	19273516	2012
2018470639	1669010405	19273516	2012
2018470639	2015126321	19273516	2012
2018470639	2054587692	19273516	2012
2018470639	1982584220	19273516	2012
2018891871	1669010405	19273516	2006
2020217662	1669010405	19273516	2011
2020217662	2054587692	19273516	2011
2020217662	2165247607	19273516	2011
2020217662	2068187838	19273516	2011
2020217662	2015239502	19273516	2011
2026341666	1669010405	19273516	2004
2026341666	2054587692	19273516	2004
2026341666	1982584220	19273516	2004
2026341666	2068187838	19273516	2004
2026453375	1669010405	19273516	2003
2026453375	2054587692	19273516	2003
2027449004	1669010405	19273516	2010
2031216183	1669010405	19273516	2002
2031216183	2054587692	19273516	2002
2031216183	1982584220	19273516	2002
2031216183	2068187838	19273516	2002
2033288035	1669010405	19273516	2007
2033288035	2015126321	19273516	2007
2033288035	2054587692	19273516	2007
2033288035	2165247607	19273516	2007
2037050886	1669010405	19273516	2005
2037050886	2054587692	19273516	2005
2039186182	1669010405	19273516	2002
2040515829	1669010405	19273516	2010
2040515829	2015126321	19273516	2010
2040515829	2054587692	19273516	2010
2040515829	2036973718	19273516	2010
2040515829	2165247607	19273516	2010
2040515829	2026453375	19273516	2010
2040515829	1982584220	19273516	2010
2040515829	2094468369	19273516	2010
2040515829	2015239502	19273516	2010
2041927509	1669010405	19273516	2007
2042881504	1669010405	19273516	2009
2042881504	2054587692	19273516	2009
2042881504	2080173433	19273516	2009
2043450175	1669010405	19273516	2010
2048534883	1669010405	19273516	2005
2049992079	1669010405	19273516	2014
2050742235	1669010405	19273516	2008
2054979839	1669010405	19273516	2006
2057011327	1669010405	19273516	2004
2057011327	2054587692	19273516	2004
2061608428	1669010405	19273516	2007
2061608428	2054587692	19273516	2007
2068187838	1669010405	19273516	2002
2068187838	1982584220	19273516	2002
2073206978	1669010405	19273516	2011
2073206978	2026453375	19273516	2011
2073206978	2062547283	19273516	2011
2080173433	1669010405	19273516	2005
2080173433	2054587692	19273516	2005
2080173433	2165247607	19273516	2005
2093657710	1669010405	19273516	2013
2100542012	1669010405	19273516	2002
2100542012	2054587692	19273516	2002
2100542012	1982584220	19273516	2002
2102025030	1669010405	19273516	2015
2102025030	1982584220	19273516	2015
2102025030	2068187838	19273516	2015
2104514804	1669010405	19273516	2005
2104514804	2054587692	19273516	2005
2107396102	1669010405	19273516	2009
2107396102	1982584220	19273516	2009
2113478125	1669010405	19273516	2008
2116888261	1669010405	19273516	2009
2116888261	2165247607	19273516	2009
2116888261	1982584220	19273516	2009
2116888261	2094468369	19273516	2009
2127329745	1669010405	19273516	2015
2151228900	1669010405	19273516	2005
2151228900	2054587692	19273516	2005
2152946624	1669010405	19273516	2012
2157352023	1669010405	19273516	2014
2157352023	2036973718	19273516	2014
2157352023	2165247607	19273516	2014
2157352023	2026453375	19273516	2014
2157352023	2080173433	19273516	2014
2163840945	1669010405	19273516	2012
2163840945	2165247607	19273516	2012
2165247607	1669010405	19273516	2005
2165247607	2015126321	19273516	2005
2165247607	2054587692	19273516	2005
2165247607	2026453375	19273516	2005
2165247607	1982584220	19273516	2005
2165247607	2068187838	19273516	2005
2165247607	2408192315	19273516	2005
2167385401	1669010405	19273516	2004
2167385401	1982584220	19273516	2004
2167385401	2068187838	19273516	2004
2168893494	1669010405	19273516	2011
2168893494	2080173433	19273516	2011
2168893494	1994257512	19273516	2011
2168893494	2054431319	19273516	2011
2168893494	2062547283	19273516	2011
2169452598	1669010405	19273516	2011
2170212729	1669010405	19273516	2012
2170212729	2015126321	19273516	2012
2170212729	2054587692	19273516	2012
2170212729	2145352100	19273516	2012
2170212729	2165247607	19273516	2012
2170212729	2094468369	19273516	2012
2170212729	2015239502	19273516	2012
2170339623	1669010405	19273516	2015
2170339623	2165247607	19273516	2015
2184630455	1669010405	19273516	2011
2184630455	2054587692	19273516	2011
2186785333	1669010405	19273516	2012
2189361831	1669010405	19273516	2011
2189361831	2165247607	19273516	2011
2189361831	2080173433	19273516	2011
2189361831	2110558616	19273516	2011
2237118697	1669010405	19273516	2011
2237118697	2054587692	19273516	2011
2264740546	1669010405	19273516	2016
2304986538	1669010405	19273516	2016
2304986538	2165247607	19273516	2016
2333095541	1669010405	19273516	2011
2397458291	1669010405	19273516	2016
2438428422	1669010405	19273516	2016
2438428422	2015126321	19273516	2016
2438428422	2054587692	19273516	2016
2438428422	2165247607	19273516	2016
2438428422	2026453375	19273516	2016
2438428422	2080173433	19273516	2016
2438428422	1981287196	19273516	2016
2438428422	2016400743	19273516	2016
2438428422	1982584220	19273516	2016
2438428422	2070705358	19273516	2016
2438428422	2094468369	19273516	2016
2438428422	2015239502	19273516	2016
2496955762	1669010405	19273516	2008
2496955762	2015126321	19273516	2008
2496955762	2054587692	19273516	2008
2496955762	2165247607	19273516	2008
2496955762	2026453375	19273516	2008
2496955762	2080173433	19273516	2008
2496955762	1982584220	19273516	2008
2496955762	2068187838	19273516	2008
2550388672	1669010405	19273516	2016
2741002786	1669010405	19273516	2014
2741002786	2054587692	19273516	2014
2808919328	1669010405	19273516	2018
2884884740	1669010405	19273516	2018
2886113455	1669010405	19273516	2018
2889720821	1669010405	19273516	2018
2916697801	1669010405	19273516	2019
2917812954	1669010405	19273516	2008
2917812954	2054587692	19273516	2008
37412632	2042183801	19273516	2000
37412632	2087868870	19273516	2000
77271074	1953440062	19273516	2010
77271074	2118790426	19273516	2010
77271074	2144108136	19273516	2010
1556189189	2096989146	19273516	2015
1899278968	2042183801	19273516	2001
1899278968	1995247538	19273516	2001
1977931065	2042183801	19273516	2002
1977931065	1995247538	19273516	2002
1979851366	1953440062	19273516	2012
1979851366	2118790426	19273516	2012
1979851366	2144108136	19273516	2012
1979851366	2113896022	19273516	2012
1979851366	2127484064	19273516	2012
1984712233	1953440062	19273516	2003
1995247538	2042183801	19273516	1998
2002931318	2042183801	19273516	2004
2025601073	2144108136	19273516	2013
2031545161	2042183801	19273516	1999
2040016746	2087868870	19273516	2002
2040016746	2116479366	19273516	2002
2040016746	1995247538	19273516	2002
2052058503	2042183801	19273516	2002
2052058503	1995247538	19273516	2002
2052909713	2042183801	19273516	2002
2079933355	2060572684	19273516	2002
2079933355	2188384337	19273516	2002
2079933355	2033566931	19273516	2002
2079933355	2081789089	19273516	2002
2079933355	2069432109	19273516	2002
2079933355	2002858680	19273516	2002
2079933355	2143942602	19273516	2002
2087868870	2042183801	19273516	1998
2090442141	2042183801	19273516	2003
2090442141	2116479366	19273516	2003
2090442141	1995247538	19273516	2003
2103282050	2144108136	19273516	2008
2143348861	2118790426	19273516	2011
2143348861	2144108136	19273516	2011
2145873606	1953440062	19273516	2010
2145873606	2118790426	19273516	2010
2145873606	2144108136	19273516	2010
2145873606	1980828912	19273516	2010
2155090160	2042183801	19273516	2000
2155090160	2087868870	19273516	2000
2155090160	1995247538	19273516	2000
2163854095	1953440062	19273516	2002
2170424170	2116479366	19273516	2005
2175282125	2042183801	19273516	2003
2175282125	1995247538	19273516	2003
2488923325	2144108136	19273516	2008
2488923325	2113896022	19273516	2008
2488923325	2101995089	19273516	2008
2488923325	2028512642	19273516	2008
2501856992	2266075229	19273516	2007
2801800657	1980828912	19273516	2018
2899122881	2073807537	19273516	2018
2902179388	1513886440	19273516	2018
2737106605	2408192315	19273516	2017
2598940867	2026453375	19273516	2013
2598940867	2016400743	19273516	2013
2011153704	2110558616	19273516	2011
2489468156	2033566931	19273516	2006
2741379778	2132054670	19273516	2017
2001311752	2026453375	19273516	2009
2001311752	2015239502	19273516	2009
144445645	2139196618	19273516	2014
144445645	2144108136	19273516	2014
144445645	2090839913	19273516	2014
1930223384	2188384337	19273516	2013
1930223384	2072036657	19273516	2013
1930223384	2126736641	19273516	2013
1930223384	2003939489	19273516	2013
1964273066	2054587692	19273516	2003
1964273066	1982584220	19273516	2003
1997944278	2123793236	19273516	2012
2011516066	2090839913	19273516	2011
2011516066	2123793236	19273516	2011
2011516066	2091795789	19273516	2011
2091795789	2123793236	19273516	2005
2091795789	2000379772	19273516	2005
2126736641	2060572684	19273516	2009
2126736641	2188384337	19273516	2009
2126736641	2081789089	19273516	2009
2126736641	2069432109	19273516	2009
2126736641	2002858680	19273516	2009
2149201367	2188384337	19273516	2004
2319510011	2123793236	19273516	2014
1586040728	2091795789	19273516	2015
1598012185	2144108136	19273516	2011
2000464488	2091795789	19273516	2008
2017281282	2014598933	19273516	2013
2019504738	2042183801	19273516	2007
2025413391	2123793236	19273516	2011
2074457514	2123793236	19273516	2005
2291419169	2123793236	19273516	2016
2605444111	2127484064	19273516	2017
49565604	2054587692	19273516	2005
342032934	2123793236	19273516	2015
1986238532	1953440062	19273516	2003
2005225896	2054587692	19273516	2005
2006425564	2127484064	19273516	2008
2006425564	2113660726	19273516	2008
2029738331	2091795789	19273516	2009
2037394060	2054587692	19273516	2003
2037394060	1982584220	19273516	2003
2038866885	2113660726	19273516	2006
2050784039	2089879125	19273516	2006
2059958174	2127484064	19273516	2008
