title	issue	volume	date	date_text	pdf_link	issn	supplement_text	exist
Comparative Biochemistry and Physiology Part D: Genomics and Proteomics		15	20150901	September 2015	https://www.sciencedirect.com/science/article/pii/S1744117X1500043X/pdfft?md5=82c5f21fb7ddebb2f3a3e6c2a409b18f&pid=1-s2.0-S1744117X1500043X-main.pdf	1744117X	Volume 15	1.0
