NewAuthorId	issn	Year0	left	right	BeforeCount	AfterCount	BeSpan	AfSpan	AfAvg	BeAvg
441702	01651889	1996	1992	1997	1.0	1.0	5	1	1.0	0.2
445528	09333657	2005	2001	2010	4.0	4.0	5	5	0.8	0.8
446009	03044076	2006	2002	2011	2.0	1.0	5	5	0.2	0.4
446055	09626298	2006	2002	2011	1.0	1.0	5	5	0.2	0.2
447384	01674870	1990	1986	1995	3.0	2.0	5	5	0.4	0.6
450670	01692070	2013	2009	2018	2.0	0.0	5	5	0.0	0.4
450893	00102180	2005	2001	2010	9.0	6.0	5	5	1.2	1.8
451968	03043975	1992	1988	1997	1.0	1.0	5	5	0.2	0.2
451971	08876185	2010	2006	2015	3.0	2.0	5	5	0.4	0.6
452373	0304422X	1992	1988	1997	1.0	0.0	5	5	0.0	0.2
453452	1747938X	2009	2005	2014	1.0	0.0	5	5	0.0	0.2
454592	01654101	1996	1992	2001	3.0	4.0	5	5	0.8	0.6
459145	10967192	2004	2000	2009	4.0	4.0	5	5	0.8	0.8
463955	0885064X	2004	2000	2009	1.0	5.0	5	5	1.0	0.2
465065	01403664	1995	1992	2000	1.0	2.0	4	5	0.4	0.25
466004	02726963	2007	2003	2012	1.0	0.0	5	5	0.0	0.2
467600	03772217	1985	1981	1990	4.0	1.0	5	5	0.2	0.8
467600	09255273	2008	2004	2013	2.0	3.0	5	5	0.6	0.4
471539	03010511	1989	1985	1994	5.0	3.0	5	5	0.6	1.0
471710	00487333	2013	2009	2018	1.0	1.0	5	5	0.2	0.2
473732	07408188	2011	2007	2014	3.0	4.0	5	3	1.3333333333333333	0.6
476487	08986568	2005	2001	2010	3.0	5.0	5	5	1.0	0.6
490178	03772217	1981	1977	1986	1.0	0.0	5	5	0.0	0.2
491921	09265805	2007	2003	2012	2.0	0.0	5	5	0.0	0.4
499421	00941190	2011	2007	2016	2.0	0.0	5	5	0.0	0.4
510966	01674870	1982	1978	1987	1.0	1.0	5	5	0.2	0.2
510966	01678116	1987	1983	1992	2.0	1.0	5	5	0.2	0.4
511795	00941190	2011	2007	2016	1.0	0.0	5	5	0.0	0.2
517340	0304422X	2008	2004	2013	1.0	0.0	5	5	0.0	0.2
540767	01676687	1987	1983	1992	1.0	0.0	5	5	0.0	0.2
543553	17555345	2012	2008	2016	1.0	0.0	5	4	0.0	0.2
564556	14717727	2011	2007	2015	1.0	0.0	5	4	0.0	0.2
585563	03781119	2004	2000	2009	2.0	10.0	5	5	2.0	0.4
585563	08887543	2004	2000	2009	2.0	3.0	5	5	0.6	0.4
591114	01448617	1986	1982	1991	2.0	2.0	5	5	0.4	0.4
598010	0362546X	2010	2006	2014	3.0	2.0	5	4	0.5	0.6
625147	11610301	2011	2007	2016	7.0	6.0	5	5	1.2	1.4
646371	00221031	2013	2009	2018	1.0	0.0	5	5	0.0	0.2
670164	15255050	2011	2007	2015	1.0	1.0	5	4	0.25	0.2
680066	01668641	1989	1985	1994	1.0	7.0	5	5	1.4	0.2
690248	01409883	1982	1978	1987	1.0	0.0	5	5	0.0	0.2
698404	01650114	2007	2003	2012	3.0	3.0	5	5	0.6	0.6
706483	15423565	2011	2007	2016	1.0	17.0	5	5	3.4	0.2
715194	00221996	2010	2006	2011	1.0	1.0	5	1	1.0	0.2
715907	10445005	2009	2005	2014	3.0	0.0	5	5	0.0	0.6
733535	15734277	2012	2008	2017	1.0	3.0	5	5	0.6	0.2
736909	13590294	2004	2000	2006	1.0	1.0	5	2	0.5	0.2
738714	01482963	2010	2006	2015	1.0	0.0	5	5	0.0	0.2
758517	09218890	1997	1993	2002	2.0	0.0	5	5	0.0	0.4
761612	02680033	2005	2001	2010	3.0	0.0	5	5	0.0	0.6
762223	01679473	2006	2002	2011	2.0	1.0	5	5	0.2	0.4
762223	01692070	1986	1982	1991	1.0	1.0	5	5	0.2	0.2
776804	00221996	1989	1985	1994	1.0	0.0	5	5	0.0	0.2
794339	01676377	1990	1986	1993	5.0	1.0	5	3	0.3333333333333333	1.0
794566	00472727	2011	2007	2016	1.0	0.0	5	5	0.0	0.2
827442	14784092	2013	2009	2018	3.0	1.0	5	5	0.2	0.6
834133	01651765	1993	1989	1997	1.0	0.0	5	4	0.0	0.2
834133	03044076	1991	1987	1996	3.0	1.0	5	5	0.2	0.6
838678	02773791	2011	2007	2012	7.0	1.0	5	1	1.0	1.4
869291	00198501	2004	2000	2009	2.0	0.0	5	5	0.0	0.4
873605	01650114	2013	2009	2018	9.0	9.0	5	5	1.8	1.8
873829	01475967	2005	2001	2008	3.0	0.0	5	3	0.0	0.6
876130	01762680	2003	1999	2005	2.0	1.0	5	2	0.5	0.4
880575	09257721	1995	1991	2000	2.0	4.0	5	5	0.8	0.4
885766	03787788	2009	2005	2014	1.0	0.0	5	5	0.0	0.2
886895	00224405	2013	2009	2018	2.0	0.0	5	5	0.0	0.4
889087	15708268	2011	2007	2015	1.0	0.0	5	4	0.0	0.2
911736	01681605	2003	1999	2008	5.0	4.0	5	5	0.8	1.0
916723	0161813X	2005	2001	2010	6.0	7.0	5	5	1.4	1.2
916728	00224596	2005	2001	2006	2.0	0.0	5	1	0.0	0.4
928613	03784266	2005	2001	2010	2.0	0.0	5	5	0.0	0.4
930261	17555345	2012	2008	2017	1.0	2.0	5	5	0.4	0.2
940260	09209964	2013	2009	2018	1.0	0.0	5	5	0.0	0.2
958270	02727358	2003	1999	2006	3.0	0.0	5	3	0.0	0.6
958363	01660462	2009	2005	2014	1.0	0.0	5	5	0.0	0.2
998623	00401951	2003	1999	2008	1.0	0.0	5	5	0.0	0.2
1013083	01436228	2011	2009	2016	1.0	0.0	3	5	0.0	0.3333333333333333
1023160	09265805	2004	2000	2009	2.0	1.0	5	5	0.2	0.4
1023179	10445005	2005	2001	2010	1.0	4.0	5	5	0.8	0.2
1032765	00051098	2007	2003	2012	6.0	7.0	5	5	1.4	1.2
1037074	01654101	2006	2002	2011	3.0	3.0	5	5	0.6	0.6
1049001	00224359	2007	2003	2011	5.0	6.0	5	4	1.5	1.0
1065579	09275398	2003	1999	2008	1.0	0.0	5	5	0.0	0.2
1066816	01692070	1992	1988	1996	1.0	3.0	5	4	0.75	0.2
1072243	01452134	1984	1980	1989	4.0	1.0	5	5	0.2	0.8
1101857	01698141	2011	2007	2016	3.0	0.0	5	5	0.0	0.6
1107616	03043975	1998	1994	2003	2.0	3.0	5	5	0.6	0.4
1113868	01651765	1991	1987	1996	1.0	0.0	5	5	0.0	0.2
1135651	09565221	2006	2002	2011	3.0	5.0	5	5	1.0	0.6
1155330	01692070	2013	2009	2018	3.0	1.0	5	5	0.2	0.6
1180113	0969806X	2006	2002	2011	1.0	1.0	5	5	0.2	0.2
1194347	08839026	2010	2006	2015	1.0	1.0	5	5	0.2	0.2
1194424	01654101	2007	2003	2012	2.0	5.0	5	5	1.0	0.4
1197301	00457906	2006	2002	2011	2.0	1.0	5	5	0.2	0.4
1202178	01419331	2006	2002	2011	3.0	0.0	5	5	0.0	0.6
1206042	0003682X	2005	2001	2010	1.0	3.0	5	5	0.6	0.2
1213130	00224359	2007	2003	2011	2.0	2.0	5	4	0.5	0.4
1217583	01959255	2007	2003	2012	4.0	6.0	5	5	1.2	0.8
1220919	0954349X	2004	2000	2009	1.0	0.0	5	5	0.0	0.2
1226634	0165232X	2005	2001	2006	1.0	0.0	5	1	0.0	0.2
1230910	00051098	2013	2009	2018	1.0	2.0	5	5	0.4	0.2
1249905	01956698	2008	2004	2013	2.0	3.0	5	5	0.6	0.4
1251132	01674048	2011	2007	2015	7.0	1.0	5	4	0.25	1.4
1276115	10956433	2013	2009	2018	2.0	0.0	5	5	0.0	0.4
1278887	13864181	2012	2008	2017	1.0	0.0	5	5	0.0	0.2
1303675	08891591	2013	2009	2018	11.0	9.0	5	5	1.8	2.2
1309209	10452354	2008	2004	2013	2.0	1.0	5	5	0.2	0.4
1314190	02726963	2007	2003	2012	2.0	0.0	5	5	0.0	0.4
1320998	00144983	2004	2000	2007	4.0	1.0	5	3	0.3333333333333333	0.8
1322142	15255050	2003	1999	2008	17.0	8.0	5	5	1.6	3.4
1336109	15725286	2005	2001	2007	1.0	1.0	5	2	0.5	0.2
1346387	00043702	2012	2008	2017	2.0	0.0	5	5	0.0	0.4
1355927	03770257	1996	1992	2001	4.0	6.0	5	5	1.2	0.8
1368261	00144983	2010	2006	2015	3.0	1.0	5	5	0.2	0.6
1384179	08839026	2008	2004	2013	2.0	1.0	5	5	0.2	0.4
1399798	0012821X	2008	2004	2012	1.0	3.0	5	4	0.75	0.2
1404022	01762680	2003	1999	2005	1.0	1.0	5	2	0.5	0.2
1407408	09254927	1991	1987	1996	4.0	4.0	5	5	0.8	0.8
1412269	02727358	2012	2008	2017	2.0	0.0	5	5	0.0	0.4
1421720	10773142	2004	2000	2009	3.0	0.0	5	5	0.0	0.6
1426562	00223956	1964	1960	1969	2.0	3.0	5	5	0.6	0.4
1426881	00144983	2010	2006	2015	1.0	0.0	5	5	0.0	0.2
1428356	00472727	1973	1969	1978	2.0	1.0	5	5	0.2	0.4
1434956	09670661	2007	2003	2010	3.0	1.0	5	3	0.3333333333333333	0.6
1449936	03781127	2004	2000	2009	9.0	3.0	5	5	0.6	1.8
1471575	00926566	2006	2002	2007	2.0	0.0	5	1	0.0	0.4
1472254	01654101	2008	2004	2013	1.0	1.0	5	5	0.2	0.2
1475529	09275371	2003	1999	2008	2.0	0.0	5	5	0.0	0.4
1489897	01678116	2006	2002	2011	1.0	2.0	5	5	0.4	0.2
1518525	00043702	1989	1985	1994	3.0	5.0	5	5	1.0	0.6
1529717	08876185	2008	2004	2013	1.0	5.0	5	5	1.0	0.2
1533587	00319384	2010	2006	2014	5.0	1.0	5	4	0.25	1.0
1546283	01665316	2013	2009	2018	2.0	0.0	5	5	0.0	0.4
1548529	01409883	2012	2008	2017	9.0	17.0	5	5	3.4	1.8
1566528	03043878	2009	2005	2014	1.0	3.0	5	5	0.6	0.2
1575331	00221996	1984	1980	1989	3.0	1.0	5	5	0.2	0.6
1579628	09287655	2005	2001	2010	2.0	2.0	5	5	0.4	0.4
1591320	00246301	2003	1999	2008	1.0	0.0	5	5	0.0	0.2
1622640	00198501	2010	2006	2015	3.0	1.0	5	5	0.2	0.6
1624239	00043702	2012	2008	2017	1.0	2.0	5	5	0.4	0.2
1643497	01482963	2005	2001	2006	2.0	0.0	5	1	0.0	0.4
1643898	00051098	2010	2006	2015	2.0	8.0	5	5	1.6	0.4
1649582	13640321	2011	2007	2015	5.0	4.0	5	4	1.0	1.0
1659962	08904065	1990	1986	1995	1.0	0.0	5	5	0.0	0.2
1676025	00221996	1981	1977	1986	1.0	0.0	5	5	0.0	0.2
1680141	03784266	1994	1990	1999	3.0	2.0	5	5	0.4	0.6
1690312	0147619X	2010	2006	2015	5.0	3.0	5	5	0.6	1.0
1711259	00941190	2008	2004	2013	3.0	4.0	5	5	0.8	0.6
1728281	01651889	1996	1992	1997	1.0	0.0	5	1	0.0	0.2
1733564	01692070	1985	1981	1990	1.0	0.0	5	5	0.0	0.2
1744204	00043702	2008	2004	2013	1.0	1.0	5	5	0.2	0.2
1750133	00472727	1986	1982	1991	2.0	0.0	5	5	0.0	0.4
1758699	00221996	2010	2006	2011	2.0	1.0	5	1	1.0	0.4
1772293	00487333	2013	2009	2018	1.0	3.0	5	5	0.6	0.2
1775346	03772217	2009	2005	2014	1.0	1.0	5	5	0.2	0.2
1777619	01691317	2003	1999	2008	2.0	2.0	5	5	0.4	0.4
1778584	13891286	2010	2006	2014	1.0	3.0	5	4	0.75	0.2
1784118	13891286	2012	2008	2013	1.0	0.0	5	1	0.0	0.2
1787666	02632373	1992	1988	1997	1.0	3.0	5	5	0.6	0.2
1791006	03781127	2004	2000	2009	1.0	3.0	5	5	0.6	0.2
