NewAuthorId	issn	Year0	left	right	BeforeCount	AfterCount	BeSpan	AfSpan	AfAvg	BeAvg
14486649	01602896	2012	2008	2017	5.0	2.0	5	5	0.4	1.0
14497168	03014207	1994	1990	1999	3.0	1.0	5	5	0.2	0.6
14504205	02613794	2009	2005	2014	3.0	1.0	5	5	0.2	0.6
14508310	01607383	1974	1974	1979	2.0	2.0	1	5	0.4	2.0
14513326	00224405	2006	2002	2008	1.0	0.0	5	2	0.0	0.2
14545171	00224405	2006	2002	2011	3.0	1.0	5	5	0.2	0.6
14554999	01676636	1990	1986	1995	1.0	0.0	5	5	0.0	0.2
14569910	00222852	2005	2001	2007	1.0	0.0	5	2	0.0	0.2
14575839	00144983	2010	2006	2015	2.0	0.0	5	5	0.0	0.4
14576768	03043932	1982	1981	1987	2.0	5.0	2	5	1.0	1.0
14578559	09442006	2008	2004	2013	1.0	1.0	5	5	0.2	0.2
14584775	10983015	2010	2006	2015	5.0	16.0	5	5	3.2	1.0
14590621	03043975	2008	2004	2013	3.0	1.0	5	5	0.2	0.6
14597589	03044149	2003	1999	2008	5.0	3.0	5	5	0.6	1.0
14604583	07475632	1994	1990	1995	1.0	0.0	5	1	0.0	0.2
14607489	17460689	2008	2004	2013	3.0	5.0	5	5	1.0	0.6
14627915	10553290	2013	2009	2018	3.0	3.0	5	5	0.6	0.6
14633020	15255050	2003	1999	2008	7.0	3.0	5	5	0.6	1.4
14652486	09555986	2007	2003	2008	4.0	0.0	5	1	0.0	0.8
14653795	03057488	1984	1981	1989	5.0	3.0	4	5	0.6	1.25
14657270	08904065	2010	2006	2015	1.0	0.0	5	5	0.0	0.2
14698722	00472352	2012	2008	2017	10.0	13.0	5	5	2.6	2.0
14713599	14717727	2009	2005	2014	2.0	1.0	5	5	0.2	0.4
14734035	13835718	2005	2001	2010	5.0	0.0	5	5	0.0	1.0
14737240	00102180	2008	2004	2009	12.0	6.0	5	1	6.0	2.4
14763107	01602896	2006	2002	2011	1.0	4.0	5	5	0.8	0.2
14771868	03608352	1982	1979	1987	1.0	2.0	4	5	0.4	0.25
14782793	00313203	2009	2005	2014	3.0	2.0	5	5	0.4	0.6
14792635	00472727	2008	2004	2013	1.0	1.0	5	5	0.2	0.2
14795093	13891286	2007	2003	2012	1.0	0.0	5	5	0.0	0.2
14796497	00963003	1983	1979	1988	2.0	0.0	5	5	0.0	0.4
14806291	01692070	2003	1999	2008	4.0	6.0	5	5	1.2	0.8
14840899	17401445	2010	2006	2013	2.0	3.0	5	3	1.0	0.4
14856294	03784754	1992	1988	1997	1.0	3.0	5	5	0.6	0.2
14856991	00224804	2004	2000	2009	26.0	15.0	5	5	3.0	5.2
14859247	01559982	2005	2001	2009	1.0	1.0	5	4	0.25	0.2
14866805	01471767	2011	2007	2016	1.0	6.0	5	5	1.2	0.2
14870997	03014681	2008	2004	2013	1.0	1.0	5	5	0.2	0.2
14873534	01409883	2007	2003	2012	3.0	2.0	5	5	0.4	0.6
14874391	00163287	1986	1986	1991	1.0	3.0	1	5	0.6	1.0
14877458	01676636	1990	1986	1995	1.0	2.0	5	5	0.4	0.2
14896056	00313203	1989	1987	1994	2.0	6.0	3	5	1.2	0.6666666666666666
14904958	03050548	2013	2009	2018	6.0	2.0	5	5	0.4	1.2
14916344	08826110	2011	2007	2015	1.0	0.0	5	4	0.0	0.2
14918770	13648152	2009	2005	2014	1.0	2.0	5	5	0.4	0.2
14924284	01689274	2012	2008	2017	3.0	4.0	5	5	0.8	0.6
14931321	01912615	2007	2003	2012	1.0	4.0	5	5	0.8	0.2
14931321	17555345	2012	2008	2017	2.0	6.0	5	5	1.2	0.4
14939353	02726963	2006	2002	2010	4.0	1.0	5	4	0.25	0.8
14979666	00219991	2005	2001	2010	3.0	6.0	5	5	1.2	0.6
14987961	00099120	2003	1999	2008	2.0	1.0	5	5	0.2	0.4
14991091	00198501	2012	2008	2016	1.0	3.0	5	4	0.75	0.2
15005030	00043702	2012	2008	2017	1.0	0.0	5	5	0.0	0.2
15017849	00472352	2010	2006	2013	2.0	2.0	5	3	0.6666666666666666	0.4
15020301	03781127	2004	2000	2009	1.0	1.0	5	5	0.2	0.2
15021916	01676911	1994	1990	1999	1.0	1.0	5	5	0.2	0.2
15028469	09257721	1996	1992	1997	1.0	0.0	5	1	0.0	0.2
15043785	14413523	2010	2006	2013	1.0	2.0	5	3	0.6666666666666666	0.2
15045846	02638231	1985	1981	1990	1.0	5.0	5	5	1.0	0.2
15052343	02659646	1989	1986	1994	1.0	2.0	4	5	0.4	0.25
15075575	00224596	2005	2001	2006	2.0	0.0	5	1	0.0	0.4
15077012	0012821X	2008	2004	2012	5.0	2.0	5	4	0.5	1.0
15077012	03019268	2007	2003	2012	4.0	0.0	5	5	0.0	0.8
15082504	09257535	2005	2001	2010	2.0	5.0	5	5	1.0	0.4
15086653	00941190	2006	2002	2011	1.0	6.0	5	5	1.2	0.2
15089477	01692070	2011	2007	2016	1.0	0.0	5	5	0.0	0.2
15094601	00088846	2008	2004	2013	6.0	13.0	5	5	2.6	1.2
15107695	15260542	2008	2004	2013	3.0	4.0	5	5	0.8	0.6
15110496	09396411	2005	2001	2007	1.0	1.0	5	2	0.5	0.2
15130511	03772217	2005	2001	2010	4.0	9.0	5	5	1.8	0.8
15133377	00219290	1982	1978	1987	4.0	13.0	5	5	2.6	0.8
15134831	00220302	1984	1980	1989	6.0	4.0	5	5	0.8	1.2
15135318	01607383	1994	1990	1998	1.0	1.0	5	4	0.25	0.2
15139833	0924977X	2011	2007	2012	3.0	0.0	5	1	0.0	0.6
15149117	01968858	2006	2002	2010	1.0	0.0	5	4	0.0	0.2
15154416	03613682	2009	2005	2014	1.0	2.0	5	5	0.4	0.2
15165835	00219290	1985	1981	1987	8.0	5.0	5	2	2.5	1.6
15209084	10018417	2013	2009	2014	1.0	1.0	5	1	1.0	0.2
15209084	20951779	2013	2009	2018	4.0	3.0	5	5	0.6	0.8
15216287	00043702	1992	1988	1997	4.0	4.0	5	5	0.8	0.8
15228993	01692046	2012	2008	2014	1.0	4.0	5	2	2.0	0.2
15248294	09269851	2005	2001	2006	2.0	0.0	5	1	0.0	0.4
15256359	09696997	2012	2008	2017	3.0	7.0	5	5	1.4	0.6
15257715	10490078	2005	2001	2010	1.0	0.0	5	5	0.0	0.2
15262542	03613682	1994	1990	1999	7.0	2.0	5	5	0.4	1.4
15267554	01437208	1994	1990	1998	13.0	4.0	5	4	1.0	2.6
15271298	09269851	2010	2006	2015	2.0	4.0	5	5	0.8	0.4
15272394	09553959	2012	2008	2017	5.0	12.0	5	5	2.4	1.0
15273665	14629011	2009	2005	2014	2.0	0.0	5	5	0.0	0.4
15274578	03601323	2012	2008	2016	4.0	4.0	5	4	1.0	0.8
15274578	03787788	2009	2005	2014	5.0	5.0	5	5	1.0	1.0
15302915	1369703X	2012	2008	2013	1.0	0.0	5	1	0.0	0.2
15324911	01668641	2012	2008	2017	1.0	3.0	5	5	0.6	0.2
15328843	14784092	2008	2004	2013	1.0	4.0	5	5	0.8	0.2
15337236	01681699	2007	2003	2012	3.0	0.0	5	5	0.0	0.6
15338731	0266352X	1996	1992	2001	3.0	3.0	5	5	0.6	0.6
15341997	00401951	2003	1999	2008	2.0	2.0	5	5	0.4	0.4
15344457	00222313	1985	1981	1990	2.0	0.0	5	5	0.0	0.4
15358407	00165085	2005	2001	2010	5.0	10.0	5	5	2.0	1.0
15386630	09565221	2010	2006	2015	1.0	1.0	5	5	0.2	0.2
15390668	00076813	2007	2003	2012	2.0	6.0	5	5	1.2	0.4
15390668	00198501	2005	2001	2010	3.0	2.0	5	5	0.4	0.6
15415244	01676245	2007	2003	2012	2.0	0.0	5	5	0.0	0.4
15415668	0094730X	2007	2003	2012	2.0	0.0	5	5	0.0	0.4
15420821	03672530	2013	2009	2018	1.0	0.0	5	5	0.0	0.2
15449014	09528180	2007	2003	2012	1.0	1.0	5	5	0.2	0.2
15449157	00016918	2013	2009	2018	1.0	1.0	5	5	0.2	0.2
15451504	01694332	2008	2004	2009	1.0	0.0	5	1	0.0	0.2
15453761	00472727	2004	2000	2009	3.0	1.0	5	5	0.2	0.6
15470641	15423565	2011	2007	2014	2.0	3.0	5	3	1.0	0.4
15494319	08839026	2008	2004	2013	1.0	0.0	5	5	0.0	0.2
15495144	10575219	2011	2007	2016	2.0	2.0	5	5	0.4	0.4
15510086	02638223	1991	1987	1996	2.0	5.0	5	5	1.0	0.4
15515081	08839026	2010	2006	2015	2.0	2.0	5	5	0.4	0.4
15553884	0147619X	2008	2004	2013	1.0	1.0	5	5	0.2	0.2
15571450	01497634	1994	1990	1999	1.0	0.0	5	5	0.0	0.2
15572519	0003682X	2005	2001	2010	1.0	1.0	5	5	0.2	0.2
15575685	0304422X	1992	1988	1997	1.0	2.0	5	5	0.4	0.2
15580609	03054403	2013	2009	2018	2.0	4.0	5	5	0.8	0.4
15586322	07397240	2006	2002	2011	2.0	2.0	5	5	0.4	0.4
15594599	0012821X	2003	1999	2008	1.0	6.0	5	5	1.2	0.2
15599275	03778398	2012	2008	2017	2.0	3.0	5	5	0.6	0.4
15599360	03784266	2013	2009	2018	3.0	3.0	5	5	0.6	0.6
15610189	00221996	1993	1989	1995	1.0	0.0	5	2	0.0	0.2
15610912	01604120	2006	2002	2011	3.0	1.0	5	5	0.2	0.6
15630137	09648305	1995	1991	2000	1.0	1.0	5	5	0.2	0.2
15632305	00221031	2005	2001	2010	2.0	1.0	5	5	0.2	0.4
15640050	03043975	1995	1991	1999	2.0	0.0	5	4	0.0	0.4
15649323	01676296	2005	2001	2010	1.0	2.0	5	5	0.4	0.2
15664009	01674048	2012	2008	2017	3.0	3.0	5	5	0.6	0.6
15678622	00457906	2012	2008	2016	1.0	1.0	5	4	0.25	0.2
15680497	0012365X	1998	1994	1999	7.0	1.0	5	1	1.0	1.4
15681127	00219290	1981	1978	1983	7.0	2.0	4	2	1.0	1.75
15684324	00224405	2010	2006	2015	1.0	0.0	5	5	0.0	0.2
15691567	01676296	1989	1985	1994	2.0	2.0	5	5	0.4	0.4
15718587	00325910	2004	2000	2009	8.0	11.0	5	5	2.2	1.6
15733840	14784092	2008	2004	2013	2.0	1.0	5	5	0.2	0.4
15746386	01602896	2012	2008	2017	1.0	7.0	5	5	1.4	0.2
15768014	10416080	2011	2007	2016	2.0	2.0	5	5	0.4	0.4
15774469	02680033	2009	2005	2014	7.0	3.0	5	5	0.6	1.4
15811221	0308521X	2005	2001	2010	6.0	8.0	5	5	1.6	1.2
15822011	14784092	2008	2004	2013	3.0	1.0	5	5	0.2	0.6
15825104	01676377	1990	1986	1993	2.0	0.0	5	3	0.0	0.4
15826473	13490079	2011	2007	2016	1.0	0.0	5	5	0.0	0.2
15833361	14384639	2004	2000	2006	7.0	3.0	5	2	1.5	1.4
15842861	03880001	1997	1993	2002	1.0	1.0	5	5	0.2	0.2
15866722	01762680	2003	1999	2005	1.0	1.0	5	2	0.5	0.2
15869576	00051098	2007	2003	2012	3.0	2.0	5	5	0.4	0.6
15874080	00092614	2008	2004	2013	4.0	2.0	5	5	0.4	0.8
15894248	18831958	2009	2005	2011	1.0	1.0	5	2	0.5	0.2
15897175	00472352	2012	2008	2017	3.0	13.0	5	5	2.6	0.6
15899570	00224804	1989	1985	1991	3.0	1.0	5	2	0.5	0.6
15907473	0022460X	2006	2002	2011	7.0	8.0	5	5	1.6	1.4
15928447	03770265	2005	2001	2010	5.0	0.0	5	5	0.0	1.0
15956569	01660462	2011	2007	2016	2.0	0.0	5	5	0.0	0.4
15958625	0301679X	2005	2001	2010	1.0	3.0	5	5	0.6	0.2
15977962	01956663	2006	2002	2011	4.0	3.0	5	5	0.6	0.8
16052478	15423565	2013	2009	2014	9.0	0.0	5	1	0.0	1.8
16061288	0166218X	2008	2004	2013	6.0	2.0	5	5	0.4	1.2
16064775	10983015	2011	2007	2015	12.0	7.0	5	4	1.75	2.4
16081295	14653249	2012	2008	2017	2.0	9.0	5	5	1.8	0.4
16095608	14629011	2005	2001	2010	1.0	0.0	5	5	0.0	0.2
16098506	00224073	1963	1959	1968	1.0	1.0	5	5	0.2	0.2
16100141	09291393	2007	2003	2012	2.0	5.0	5	5	1.0	0.4
16102957	10907807	2010	2006	2015	3.0	6.0	5	5	1.2	0.6
16136831	00941190	2008	2004	2013	2.0	0.0	5	5	0.0	0.4
16152646	01654101	2006	2002	2011	3.0	1.0	5	5	0.2	0.6
16161816	1043951X	2010	2006	2015	1.0	1.0	5	5	0.2	0.2
16162151	00198501	2010	2006	2015	3.0	2.0	5	5	0.4	0.6
16168574	00043702	2012	2008	2017	1.0	0.0	5	5	0.0	0.2
16183673	01654101	2006	2002	2011	5.0	2.0	5	5	0.4	1.0
16185588	03784266	2011	2007	2016	1.0	1.0	5	5	0.2	0.2
16190848	03014215	2011	2007	2016	2.0	3.0	5	5	0.6	0.4
16191680	01907409	2008	2004	2013	1.0	0.0	5	5	0.0	0.2
16192750	03784266	2007	2003	2011	1.0	0.0	5	4	0.0	0.2
16192879	01604120	2013	2009	2014	1.0	0.0	5	1	0.0	0.2
16197266	03080161	2009	2005	2014	4.0	3.0	5	5	0.6	0.8
16232430	0012821X	2006	2002	2011	9.0	9.0	5	5	1.8	1.8
16233941	00472727	1981	1977	1986	3.0	0.0	5	5	0.0	0.6
16240174	13891286	2007	2003	2012	4.0	0.0	5	5	0.0	0.8
16249298	0145305X	1980	1976	1985	9.0	19.0	5	5	3.8	1.8
16249298	09442006	2003	1999	2008	2.0	0.0	5	5	0.0	0.4
16253419	01676296	2008	2004	2013	3.0	3.0	5	5	0.6	0.6
16263160	10603743	2010	2006	2015	2.0	0.0	5	5	0.0	0.4
16263338	09333657	2005	2001	2010	1.0	0.0	5	5	0.0	0.2
16264151	00224405	2010	2006	2014	2.0	1.0	5	4	0.25	0.4
16278309	08986568	1992	1988	1997	2.0	0.0	5	5	0.0	0.4
16303188	00144835	2004	2000	2006	2.0	2.0	5	2	1.0	0.4
16304679	03613682	2007	2003	2012	3.0	2.0	5	5	0.4	0.6
16319846	14717727	2009	2005	2014	1.0	1.0	5	5	0.2	0.2
16335114	17460689	2008	2004	2013	5.0	1.0	5	5	0.2	1.0
16336003	03788733	2008	2004	2013	2.0	5.0	5	5	1.0	0.4
16348390	13648152	2012	2008	2017	2.0	2.0	5	5	0.4	0.4
16351512	01907409	2008	2004	2013	1.0	0.0	5	5	0.0	0.2
16359030	15255050	2003	1999	2006	2.0	3.0	5	3	1.0	0.4
16366544	01677152	2006	2002	2010	1.0	0.0	5	4	0.0	0.2
16374414	09680004	1982	1978	1987	1.0	0.0	5	5	0.0	0.2
16385604	00198501	2009	2005	2014	1.0	2.0	5	5	0.4	0.2
16390956	02639319	2006	2002	2011	5.0	3.0	5	5	0.6	1.0
16398849	07397240	1994	1990	1999	1.0	1.0	5	5	0.2	0.2
16416571	01676105	2010	2006	2015	3.0	7.0	5	5	1.4	0.6
16436671	01411136	2005	2001	2007	2.0	0.0	5	2	0.0	0.4
16444454	02726963	2007	2003	2012	3.0	2.0	5	5	0.4	0.6
16449378	00452068	2007	2003	2012	2.0	0.0	5	5	0.0	0.4
16453562	17401445	2005	2001	2010	2.0	1.0	5	5	0.2	0.4
16456890	1935861X	2013	2009	2018	4.0	6.0	5	5	1.2	0.8
16457719	13891286	2006	2002	2011	2.0	2.0	5	5	0.4	0.4
16461587	00198501	2004	2000	2009	1.0	1.0	5	5	0.2	0.2
16466306	0047259X	2007	2003	2012	3.0	4.0	5	5	0.8	0.6
16477048	13895567	2005	2001	2009	1.0	0.0	5	4	0.0	0.2
16484977	00224405	2006	2002	2011	1.0	4.0	5	5	0.8	0.2
16488746	08839026	2008	2004	2013	1.0	2.0	5	5	0.4	0.2
16489627	08876185	2005	2001	2010	2.0	6.0	5	5	1.2	0.4
16493322	13891286	2010	2006	2012	4.0	0.0	5	2	0.0	0.8
16502459	15687864	2005	2001	2010	4.0	7.0	5	5	1.4	0.8
16515473	08904065	2010	2006	2015	4.0	0.0	5	5	0.0	0.8
16517435	00198501	2004	2000	2009	1.0	2.0	5	5	0.4	0.2
16527358	03770257	1996	1992	1997	10.0	1.0	5	1	1.0	2.0
16529144	08839026	2009	2005	2014	1.0	0.0	5	5	0.0	0.2
16541597	0161813X	2012	2008	2017	3.0	1.0	5	5	0.2	0.6
16543027	01678116	2003	1999	2008	1.0	0.0	5	5	0.0	0.2
16553361	00220396	2010	2006	2015	1.0	3.0	5	5	0.6	0.2
16553361	01676911	2007	2003	2012	1.0	1.0	5	5	0.2	0.2
16560582	01654101	1996	1992	1997	1.0	0.0	5	1	0.0	0.2
16562245	15723089	2009	2005	2014	2.0	0.0	5	5	0.0	0.4
16564754	09291199	2004	2000	2009	2.0	2.0	5	5	0.4	0.4
16590454	15708268	2007	2003	2012	4.0	0.0	5	5	0.0	0.8
16609491	0094730X	2007	2003	2012	3.0	7.0	5	5	1.4	0.6
16610159	00221996	2010	2007	2015	1.0	0.0	4	5	0.0	0.25
16616117	10575219	2011	2007	2016	2.0	1.0	5	5	0.2	0.4
16629491	10490078	2005	2001	2010	3.0	3.0	5	5	0.6	0.6
16633357	14623889	2003	1999	2008	3.0	3.0	5	5	0.6	0.6
16646336	00472727	2006	2002	2011	1.0	1.0	5	5	0.2	0.2
16660826	13687646	2003	1999	2008	1.0	0.0	5	5	0.0	0.2
16667653	00457825	1981	1977	1986	1.0	1.0	5	5	0.2	0.2
16671798	03784754	2012	2008	2017	1.0	7.0	5	5	1.4	0.2
16674964	00218502	1990	1986	1995	7.0	2.0	5	5	0.4	1.4
16716902	03797112	1988	1984	1993	1.0	0.0	5	5	0.0	0.2
16732394	01956671	2003	1999	2008	2.0	12.0	5	5	2.4	0.4
16741510	03064573	2005	2001	2007	1.0	1.0	5	2	0.5	0.2
16760941	17460689	2008	2006	2013	1.0	1.0	3	5	0.2	0.3333333333333333
16761052	10018417	2013	2009	2014	1.0	0.0	5	1	0.0	0.2
16776347	00991767	1996	1992	2000	1.0	2.0	5	4	0.5	0.2
16777285	01676393	2005	2001	2010	2.0	2.0	5	5	0.4	0.4
16802622	00936413	2011	2007	2016	2.0	3.0	5	5	0.6	0.4
16819045	02726963	2006	2002	2011	1.0	2.0	5	5	0.4	0.2
16826096	01654896	1990	1986	1995	3.0	2.0	5	5	0.4	0.6
16827863	0012821X	2006	2002	2011	3.0	0.0	5	5	0.0	0.6
16828411	10478477	2004	2000	2007	4.0	1.0	5	3	0.3333333333333333	0.8
16828539	01607383	1980	1976	1985	7.0	4.0	5	5	0.8	1.4
16834534	01607383	1980	1976	1985	1.0	1.0	5	5	0.2	0.2
16839273	02755319	2010	2006	2015	2.0	1.0	5	5	0.2	0.4
16839273	03784266	2012	2008	2017	1.0	2.0	5	5	0.4	0.2
16839273	10575219	2012	2008	2017	1.0	3.0	5	5	0.6	0.2
16842123	01448609	1986	1982	1991	2.0	0.0	5	5	0.0	0.4
16854565	14738376	2013	2009	2018	2.0	1.0	5	5	0.2	0.4
16888005	18799817	2012	2008	2017	1.0	1.0	5	5	0.2	0.2
16890848	01411136	2005	2001	2010	2.0	2.0	5	5	0.4	0.4
16893063	08894906	1994	1990	1999	1.0	3.0	5	5	0.6	0.2
16903359	09586946	2011	2007	2016	7.0	5.0	5	5	1.0	1.4
16903955	00401951	2003	1999	2006	1.0	0.0	5	3	0.0	0.2
16913101	03044076	2010	2006	2013	3.0	2.0	5	3	0.6666666666666666	0.6
16915480	00221996	1990	1986	1995	6.0	1.0	5	5	0.2	1.2
16937077	0047259X	2010	2006	2014	2.0	3.0	5	4	0.75	0.4
16950588	09259635	2004	2000	2009	15.0	14.0	5	5	2.8	3.0
16997142	09696997	2012	2008	2016	1.0	0.0	5	4	0.0	0.2
17019304	00163287	2005	2001	2010	3.0	2.0	5	5	0.4	0.6
17034615	87563282	2013	2009	2018	12.0	1.0	5	5	0.2	2.4
17047330	0730725X	2004	2000	2009	5.0	0.0	5	5	0.0	1.0
17054749	10983015	2010	2006	2015	17.0	24.0	5	5	4.8	3.4
17056651	00380717	2012	2008	2016	3.0	3.0	5	4	0.75	0.6
17057140	00219673	2010	2006	2015	22.0	20.0	5	5	4.0	4.4
17060534	15684946	2008	2004	2013	1.0	0.0	5	5	0.0	0.2
17062349	01676687	2003	1999	2008	6.0	9.0	5	5	1.8	1.2
17071562	00014575	2007	2003	2012	6.0	3.0	5	5	0.6	1.2
17081931	00472352	1973	1969	1978	1.0	0.0	5	5	0.0	0.2
17089644	20951779	2013	2009	2014	2.0	0.0	5	1	0.0	0.4
17097720	09571787	1992	1988	1997	2.0	0.0	5	5	0.0	0.4
17103139	03091740	2013	2009	2014	6.0	2.0	5	1	2.0	1.2
17106536	00244937	2003	1999	2008	1.0	2.0	5	5	0.4	0.2
17112989	03603199	2005	2001	2010	19.0	0.0	5	5	0.0	3.8
17113511	01413910	1993	1989	1998	4.0	7.0	5	5	1.4	0.8
17113889	14653249	2012	2008	2017	4.0	15.0	5	5	3.0	0.8
17117692	00472727	2004	2000	2009	2.0	1.0	5	5	0.2	0.4
17121384	00198501	2013	2009	2018	1.0	0.0	5	5	0.0	0.2
17135333	17401445	2005	2001	2010	3.0	6.0	5	5	1.2	0.6
17143120	01678116	2008	2004	2013	2.0	1.0	5	5	0.2	0.4
17154567	03784266	1994	1990	1999	5.0	6.0	5	5	1.2	1.0
17181410	01559982	2005	2001	2009	3.0	1.0	5	4	0.25	0.6
17204591	00076813	2010	2006	2013	3.0	4.0	5	3	1.3333333333333333	0.6
17204591	02632373	2012	2008	2017	1.0	1.0	5	5	0.2	0.2
17211735	15741192	2007	2003	2012	2.0	1.0	5	5	0.2	0.4
17224962	09265805	2004	2000	2007	4.0	0.0	5	3	0.0	0.8
17249403	1570677X	2004	2000	2009	1.0	2.0	5	5	0.4	0.2
17252683	11610301	2004	2000	2009	4.0	1.0	5	5	0.2	0.8
17252761	00452068	2007	2003	2012	1.0	0.0	5	5	0.0	0.2
17254821	10445005	2005	2001	2006	1.0	0.0	5	1	0.0	0.2
17302466	01677152	2013	2009	2018	1.0	2.0	5	5	0.4	0.2
17309805	09670645	1995	1991	1997	1.0	4.0	5	2	2.0	0.2
17315914	0093691X	1989	1985	1993	5.0	7.0	5	4	1.75	1.0
17316779	01676393	2005	2001	2010	1.0	0.0	5	5	0.0	0.2
17324409	00222836	2011	2007	2016	3.0	3.0	5	5	0.6	0.6
17324409	10478477	2003	1999	2008	1.0	5.0	5	5	1.0	0.2
17324431	02726963	2007	2003	2012	7.0	4.0	5	5	0.8	1.4
17324524	03613682	1984	1980	1989	4.0	3.0	5	5	0.6	0.8
17324524	10452354	2005	2001	2009	1.0	0.0	5	4	0.0	0.2
17324943	09291199	2011	2007	2016	1.0	0.0	5	5	0.0	0.2
17329598	01676296	2005	2001	2008	2.0	0.0	5	3	0.0	0.4
17341154	18831958	2012	2008	2016	1.0	4.0	5	4	1.0	0.2
17341618	00405809	2005	2001	2008	1.0	0.0	5	3	0.0	0.2
17343044	0012365X	1989	1985	1994	2.0	5.0	5	5	1.0	0.4
17345061	00016918	2005	2001	2010	2.0	2.0	5	5	0.4	0.4
17359351	13538292	1996	1992	2001	2.0	6.0	5	5	1.2	0.4
17361412	00243795	1982	1978	1987	1.0	2.0	5	5	0.4	0.2
17379550	03044238	2009	2005	2014	5.0	2.0	5	5	0.4	1.0
17387882	14668564	2003	1999	2008	1.0	8.0	5	5	1.6	0.2
17401085	0094730X	2007	2003	2011	1.0	1.0	5	4	0.25	0.2
17401837	01968858	2003	1999	2008	1.0	1.0	5	5	0.2	0.2
17414437	00222828	1994	1990	1995	5.0	0.0	5	1	0.0	1.0
17416615	08920362	2010	2006	2011	1.0	0.0	5	1	0.0	0.2
17419335	02680033	1995	1991	2000	1.0	1.0	5	5	0.2	0.2
17458738	03784290	2009	2005	2014	3.0	1.0	5	5	0.2	0.6
17468055	00472727	2006	2002	2010	2.0	1.0	5	4	0.25	0.4
17477115	00224405	2008	2004	2011	1.0	0.0	5	3	0.0	0.2
17478232	09257721	2004	2000	2009	3.0	2.0	5	5	0.4	0.6
17482984	08825963	2009	2005	2014	1.0	0.0	5	5	0.0	0.2
17499539	00224405	2006	2002	2011	1.0	2.0	5	5	0.4	0.2
17500624	01409883	2007	2003	2012	1.0	2.0	5	5	0.4	0.2
17500624	03605442	2008	2004	2013	1.0	2.0	5	5	0.4	0.2
17529544	0378603X	2011	2011	2016	1.0	9.0	1	5	1.8	1.0
17562411	14476770	2012	2008	2017	1.0	2.0	5	5	0.4	0.2
17565219	11257865	2012	2008	2013	1.0	0.0	5	1	0.0	0.2
17571663	09666923	2010	2006	2013	1.0	2.0	5	3	0.6666666666666666	0.2
17596338	00076813	2010	2006	2013	2.0	1.0	5	3	0.3333333333333333	0.4
17617640	09218009	2003	1999	2008	3.0	6.0	5	5	1.2	0.6
17630870	02726963	2009	2005	2014	5.0	0.0	5	5	0.0	1.0
17662491	00452068	2007	2003	2012	2.0	1.0	5	5	0.2	0.4
17687292	14715953	2004	2000	2009	2.0	0.0	5	5	0.0	0.4
17704472	03613682	2010	2006	2015	1.0	0.0	5	5	0.0	0.2
17708976	14784092	2013	2009	2018	2.0	0.0	5	5	0.0	0.4
17710215	00344257	2007	2003	2012	7.0	19.0	5	5	3.8	1.4
17713478	03784266	2012	2008	2017	3.0	1.0	5	5	0.2	0.6
17718434	10933263	2011	2007	2016	3.0	1.0	5	5	0.2	0.6
17724785	00313203	1993	1989	1998	1.0	1.0	5	5	0.2	0.2
17732828	03784266	1994	1990	1999	3.0	2.0	5	5	0.4	0.6
17755473	00370738	1988	1984	1993	1.0	0.0	5	5	0.0	0.2
17763337	00472727	2009	2005	2014	2.0	0.0	5	5	0.0	0.4
17770824	02638223	2009	2005	2014	3.0	4.0	5	5	0.8	0.6
17772166	00222852	2002	1998	2007	9.0	14.0	5	5	2.8	1.8
17790937	0094730X	2009	2005	2013	3.0	3.0	5	4	0.75	0.6
17804065	03601323	2012	2008	2017	2.0	4.0	5	5	0.8	0.4
17804065	03787788	2005	2001	2010	2.0	0.0	5	5	0.0	0.4
17827735	17401445	2011	2007	2013	1.0	0.0	5	2	0.0	0.2
17829185	14773880	2012	2008	2015	1.0	0.0	5	3	0.0	0.2
17834665	01959255	2004	2000	2009	3.0	1.0	5	5	0.2	0.6
17843186	00457906	2011	2007	2012	1.0	0.0	5	1	0.0	0.2
17857625	07380593	2008	2004	2013	2.0	2.0	5	5	0.4	0.4
17859940	10440283	2006	2002	2011	3.0	0.0	5	5	0.0	0.6
17861458	14413523	2008	2004	2013	2.0	2.0	5	5	0.4	0.4
17863288	0166218X	1989	1985	1994	1.0	4.0	5	5	0.8	0.2
17895054	13648152	2006	2002	2011	2.0	0.0	5	5	0.0	0.4
17903017	00457906	2009	2005	2014	1.0	1.0	5	5	0.2	0.2
17905629	03770265	2005	2001	2010	1.0	0.0	5	5	0.0	0.2
17912977	13490079	2011	2007	2016	1.0	4.0	5	5	0.8	0.2
17914613	08852006	1995	1991	1997	1.0	0.0	5	2	0.0	0.2
17917124	01429612	2008	2004	2013	4.0	8.0	5	5	1.6	0.8
17923211	01679457	2006	2002	2011	1.0	1.0	5	5	0.2	0.2
17926590	01654101	2007	2003	2011	1.0	1.0	5	4	0.25	0.2
17928895	17401445	2008	2004	2013	3.0	6.0	5	5	1.2	0.6
17999662	03014207	2007	2003	2012	1.0	0.0	5	5	0.0	0.2
17999889	00219290	2007	2003	2012	37.0	22.0	5	5	4.4	7.4
18007685	00224405	2012	2010	2017	1.0	1.0	3	5	0.2	0.3333333333333333
18011771	14784092	2007	2005	2012	1.0	1.0	3	5	0.2	0.3333333333333333
18034175	08876185	2008	2004	2013	5.0	3.0	5	5	0.6	1.0
