NewAuthorId	Yfp	Ylp	Parent
77559236	1968	2018	86803240
155626607	1975	2018	86803240
19273516	1993	2018	86803240
98613666	1985	2018	86803240
12385375	1992	2018	86803240
115595906	1992	2018	86803240
78488851	1998	2018	86803240
114915046	1995	2018	86803240
51058137	2005	2018	86803240
9175261	1981	2018	86803240
