NewAuthorId	FirstYear
51710445	2007
51719401	2007
51719956	1977
51763825	1993
51812599	1991
51826442	1987
51836261	2004
51899619	1989
52021251	2005
52119398	1980
52163610	1994
52182183	1988
52183210	2000
52263107	1992
52276208	1995
52305863	1991
52331012	2008
52370317	2004
52403365	1988
52419683	1968
52421734	1992
52439553	2002
52478388	1985
52506851	1994
52585263	1981
52614582	1991
52625743	2007
52631322	2002
52673799	1987
52701498	1977
52721063	1979
52780594	1976
52835193	1994
52856505	1995
52859301	1969
52874273	1983
52876193	1985
52885732	1988
52962968	1994
53004686	1968
53048255	1970
53055108	1993
53098767	1988
53140528	1991
53262316	1989
53275795	2000
53351507	1979
53462494	1996
53466861	1995
53492422	1985
53511548	1978
53543782	1981
53761556	1985
53846190	2005
53939221	2003
53982485	1989
54028518	1989
54081904	1999
54099616	1998
54125312	1987
54138993	1981
54165035	1985
54200628	1993
54251519	1999
54263108	1992
54282216	2000
54351395	1973
54380363	1968
54400776	1999
54442353	1992
54525605	2000
54561854	2004
54653222	1995
54680785	1990
54797435	1985
54923454	2008
54928560	1997
54996301	2006
55036286	1994
55072245	1994
55078232	1995
55086044	1985
55130076	2007
55166097	1976
55206010	1992
55263245	1989
55280021	1976
55363609	1985
55414126	1968
55418210	1996
55429593	1995
55476164	1983
55537177	1985
55559905	1985
55576572	2004
55663234	1992
55697909	1969
55753930	1985
55755042	1988
55767330	2007
55767482	1997
55780994	1991
55808451	2006
55823541	1978
55844405	1992
55863244	1995
55891192	1976
55961172	1983
56017280	1996
56038079	1991
56054520	1998
56088699	1980
56106286	1983
56115583	1967
56147152	2011
56217728	1985
56218404	1976
56342513	1995
56361954	1992
56368049	1994
56414105	1979
56456852	1978
56523036	1995
56534648	1991
56556069	1977
56568733	2005
56571542	2004
56616878	1999
56624203	1986
56681457	2009
56783089	1999
56794348	1982
56799604	1976
56803327	1912
56808773	1999
56842125	1995
56868815	2003
56875988	1987
56983844	2004
56985782	2013
57006981	1984
57008683	1995
57025069	1996
57027522	1988
57038042	2007
57050867	1995
57067364	2002
57088389	2008
57101344	1994
57153463	2002
57171411	1983
57223633	1967
57276709	1979
57290850	1995
57300821	1994
57310144	1980
57317229	1999
57405893	1975
57450435	1990
57513912	1995
57523299	2004
57531856	1996
57535411	1995
57564794	2009
57577389	1912
57592485	1991
57665769	1976
57672821	1988
57706942	1988
57889905	1991
57955681	2007
58027527	1993
58083284	1999
58128686	2001
58212148	1976
58233343	1995
58233871	2002
58297174	1968
58318726	1985
58364918	2002
58417499	1997
58449239	2001
58453489	1997
58486107	1970
58494573	1987
58625763	1975
58675720	1985
58675903	2003
58737840	1968
58755513	1995
58755731	1975
58822618	1968
58998037	1981
59039276	1977
59056439	2011
59068699	1991
59091692	2009
59141773	1977
59212930	1987
59219640	1998
59223805	1990
59264875	1985
59270547	1994
59316132	1994
59340251	1974
59400741	2002
59429364	1997
59514216	1989
59521688	1988
59563269	2011
59606040	1995
59621149	2008
59652000	1991
59695211	1994
59695969	1973
59780325	2005
59794253	1990
59800244	2000
59865459	1989
59869402	1991
60051311	1993
60067798	1988
60108041	1989
60141475	1977
60152707	1998
60183961	1981
60213336	2005
60244311	1995
60258428	1983
60294237	1976
60318318	1997
60387877	1994
60399645	1993
60438052	2004
60461822	2008
60585484	1994
60608835	2001
60618859	1989
60626319	1992
60648010	1989
60652650	1998
60701594	1990
60762822	1971
60776210	2007
60799393	1993
60803169	1974
60803947	1991
60826025	1994
60878050	1968
60963304	1974
61053724	1995
61064314	1987
61072441	1991
61083409	1989
61192769	1992
61210772	1995
61265885	2003
61332926	1992
61347594	1991
61349983	1976
61355590	1990
61376019	1994
61389127	1998
61404455	1989
61429423	1993
61540728	1994
61608348	2004
61636527	2007
61650228	1994
61696637	1994
61724078	2002
61782919	1994
61825785	1967
61913338	1977
61970364	1994
62007813	1985
62186057	1981
62199697	1996
62219286	1994
62259159	1974
62409613	2009
62531495	2005
62531893	2008
62570566	1993
62579768	1973
62622258	1996
62666613	1981
62678684	1981
62767835	2005
62772190	2009
62780237	1983
62781061	1985
62795513	1985
62843919	1993
62854568	1999
62887439	1997
62899271	1985
62905405	1981
62932279	1991
62948321	1996
62952612	1973
62971849	1999
62987111	1981
63017141	2008
63021224	1968
63037247	2000
63074236	1991
63095712	1976
63098438	1995
63164911	1992
63194194	1981
63202141	1967
63402432	2000
63405705	2000
63439694	1993
63527384	1989
63528225	1990
63584757	1992
63590636	1994
63628433	1978
63645284	1985
63668151	1976
63697384	1995
63707311	2004
63716119	1994
63734951	2003
63751057	1974
63764326	1977
63798357	1976
63811262	1979
63838737	2008
63842088	2003
63846487	1998
63848855	1971
63887218	2003
63950912	1985
63953619	1999
63991776	1976
64146498	1973
64168037	1992
64200734	1992
64262901	1989
64274014	1975
64276772	1995
64286373	1995
64291954	1998
64298154	1997
64378065	1981
64439088	1976
64473991	2002
64529417	2004
64579588	2003
64613614	1983
64684475	1991
64752987	2003
64785589	1989
64816177	1985
64845386	1981
64894984	1999
64907103	1988
64937114	1988
64965769	1995
64991375	1992
64992423	1997
65010277	1990
65028589	1988
65034698	1987
65043832	1994
65112425	1985
65141435	1968
65155236	1995
65208670	2005
65283690	1983
65294612	1990
65298769	1989
65350158	2000
65486406	1968
65523740	1992
65584052	1998
65592551	1983
65593570	1973
65596696	1983
65613339	2002
65615691	1993
65631472	1978
65712198	1912
65712328	2008
65719893	1967
65733828	2009
65741774	1992
65758221	2008
65823108	2005
65879373	1970
65890408	2005
66025100	1995
66054630	2004
66142611	1976
66174289	1976
66371106	1993
66588547	1999
66607840	2013
66623850	1968
66664698	1998
66681612	2004
66689469	2003
66729351	2002
66733781	1982
66769579	1977
66795723	2002
66834786	1991
66873737	1990
66920291	1985
66944822	1989
67016254	1980
67066442	1985
67116071	1995
67213108	1993
67224025	1978
67235491	1983
67324115	1973
67335277	1995
67344376	1992
67398406	1995
67422271	1978
67463075	2002
67479154	1993
67482036	1994
67490675	1995
67549077	1996
67555003	2000
67757992	1974
67782915	2000
67796702	1977
67799244	1998
67868938	1998
67876004	1995
68191925	1989
68244178	1997
68250260	1997
68257877	1977
68264032	1995
68305474	1981
68356723	1995
68371976	2006
68374027	2003
68383472	2004
68442731	1993
68455041	1970
68473335	1999
68528717	1988
68539699	1996
68582792	1985
68624078	1983
68630469	1976
68660544	1976
68764783	1988
68765289	1992
68791662	1975
68829497	1993
68849560	1999
68973360	1980
68978197	1994
68984669	1989
68989411	1994
69067582	2004
69301727	1977
69389000	1964
69446301	2005
69496380	2002
69500077	1998
69509661	1993
69589085	1980
69662020	2003
69762146	1995
69815502	1997
69944227	2003
69957542	2002
69969303	2004
70050607	2009
70074939	1976
70097241	2009
70105645	1977
70129914	1976
70132451	1994
70261291	1976
70276503	1994
70355163	1994
70383820	2002
70617541	1999
70736818	1977
70754894	2003
70775670	1977
70801746	1994
70824624	2007
70849839	1997
70895042	1991
70908533	1993
70909978	1995
70917577	1988
70970856	1994
71060978	2002
71070684	2003
71077652	2000
71116975	1971
71186494	1995
71205549	2008
71211627	1981
71227372	1997
71231473	1996
71262753	2007
71304707	2004
71321328	1967
71341783	2007
71424207	2002
71454888	1967
71498407	1997
71796029	1981
71796316	1994
71878045	1988
71888632	1974
71919096	1988
71956852	1977
72024300	2001
72056851	1974
72088896	1971
72154928	1991
72230084	1993
72239138	1991
72251930	2007
72262282	1993
72266013	2002
72331109	1997
72398719	1981
72406652	1998
72417082	1997
72426710	1987
72439197	2001
72479755	1976
72560099	1989
72657265	2000
72676732	1969
72817649	1994
72916944	1978
72929211	1990
73024542	2004
73051738	2009
73051827	1992
73084463	1981
73108639	1998
73134231	1983
73138989	1989
73170758	1981
73171039	1985
73246342	1997
73336268	1992
73479492	1964
73480434	1995
73531374	1985
73593425	1975
73631365	1992
73638082	1980
73656910	1993
73721890	2002
73722088	1976
73926069	2002
73978852	1999
73995416	1998
74026165	1992
74040128	1978
74041312	1978
74101357	1983
74115569	1964
74141533	2004
74159669	1985
74170377	1981
74214554	1998
74398596	1994
74399954	1967
74406667	1988
74470252	2007
74520107	2007
74539110	1999
74585464	1985
74586055	1989
74590547	1976
74622346	1981
74643295	1977
74675950	2003
74741578	2011
74756136	2008
74784209	1985
74806680	1997
74836601	1990
74898804	1997
74935835	1992
74981136	1970
75092406	2002
75096808	2008
75113507	1979
75181221	1970
75183490	1977
75233764	1992
75290024	1987
75313759	1981
75326000	1985
75326124	1995
75326970	1968
75339998	1997
75421263	1993
75431010	1981
75493420	1998
75628787	1979
75702964	1981
75743358	2001
75763842	1991
75766626	1993
75825742	1993
75844345	1992
75847715	1974
75862047	1992
75877589	2008
75961142	2003
75990958	1995
76009079	1976
76013146	1985
76031838	1973
76056230	1985
76087739	1992
76133758	1988
76156474	1977
76173465	2003
76177412	1973
76226446	2004
76318426	2005
76324233	1987
76379802	1998
76383190	1992
76403073	2004
76447692	2001
76474759	1997
76476126	1983
76542424	1988
76585536	2001
76658571	2002
76665685	1980
76702207	1983
76708804	1983
76715771	1989
76720939	1976
76782994	1997
76799151	1999
76807075	1995
76807271	2009
76816135	1990
76838291	1976
76860719	1998
76861430	1985
76982406	1999
76985630	1968
77009310	1973
77056009	1995
77067143	1979
77089780	1981
77158713	2003
77179912	1981
77192777	1985
77207346	1976
77219952	2005
77222208	1998
77253141	1981
77277754	1998
77332489	1988
77363118	2000
77369447	1969
77387045	1971
77394033	1995
77404954	1993
77469493	1979
77478971	1978
77499262	1971
77543579	2001
77598395	1994
77604115	1999
77620716	2005
77670424	1974
77682539	1983
77710794	1987
77745465	1990
77783160	1994
77783174	1983
77832328	1989
77834935	1995
77884233	1999
77986528	1988
78003493	1997
78023928	1976
78041073	1968
78118708	1976
78168879	1977
78213087	1993
78238125	1991
78336314	1977
78337267	1977
78391260	1995
78399109	1987
78401182	1978
78402680	1992
78451041	2005
78463947	1990
78475418	1973
78499541	1988
78534126	1968
78563457	1994
78566298	1999
78575609	1978
78589128	2002
78631032	1995
78633726	1995
78660964	2008
78668220	2008
78721516	1994
78732030	1993
78735535	1976
78737444	1993
78809881	1998
78831585	1967
78839479	1996
78840518	1999
78849623	1991
78864217	2003
78888328	1989
78920119	2002
78931451	1997
78976725	2004
79010480	1977
79021988	1998
79033297	2007
79046109	1998
79063065	1993
79080737	1997
79150305	1980
79166533	1998
79171180	1975
79217217	2000
79244890	1976
79248574	1990
79281774	1976
79284590	1998
79353393	1985
79396420	1977
79443656	2004
79502184	1994
79503568	2002
79510016	1912
79520524	1991
79594708	1967
79599862	1989
79630957	2000
79635277	1985
79757027	1991
79821323	1993
79851992	1988
79905853	1976
79957422	1967
79983403	1981
79989720	2003
79995375	2002
80007763	1986
80050493	1999
80146205	1973
80200065	1985
80205985	1978
80252699	1974
80430846	2012
80492280	1978
80510753	2001
80686540	1984
80694771	1997
80785491	2006
80821818	1968
80993869	1995
80997710	1968
81019394	1983
81025973	1996
81049282	2003
81056591	2000
81063080	1981
81121936	1993
81127554	1964
81158024	1994
81161060	1991
81256598	1992
81272038	1981
81446178	1989
81614164	2004
81682270	1991
81685774	1977
81691379	2004
81711619	1991
81799577	2002
81808876	1974
81870485	2004
81945945	1990
82020267	1995
82076708	1992
82097292	1990
82120050	1989
82120674	1991
82229346	2001
82242544	1977
82306040	1996
82368446	1977
82401803	1968
82441601	1998
82469245	2005
82473774	1981
82504540	1986
82537740	1997
82554521	2000
82567031	1978
82578512	1981
82648546	2009
82826044	1912
82839680	1989
82850306	2000
82864535	1992
82869926	1992
82879934	2006
82885513	1969
82931792	1998
83002814	1995
83029697	1994
83060825	1995
83067926	1995
83109749	1995
83112308	1985
83129145	1974
83269972	1969
83303771	1990
83332183	2003
83388097	2002
83408866	1985
83449046	1996
83475826	2008
83536284	1987
83577964	2003
83591133	1977
83664674	1993
83678322	1989
83697311	1975
83698966	1979
83698991	1998
83723822	1973
83788579	1997
83822528	1976
83837875	1992
83887792	1977
83889348	1985
83905773	1975
83966421	1995
84006260	1989
84067226	2005
84188086	1995
84195081	1976
84198798	1978
84241887	1990
84245874	1997
84254958	1992
84280521	1992
84412235	1974
84415814	2002
84427042	1970
84442184	1975
84496914	1985
84590229	1976
84598052	1970
84641079	1977
84652934	1994
84701067	1989
84754005	1985
84807170	1995
84828477	1981
84839794	1981
84883812	1994
84885659	1981
84918075	1999
84945828	1996
84968705	1969
84981252	1976
85017441	1986
85080639	1976
85087743	1985
85089853	1994
85095538	1994
85134734	1995
85174723	1992
85183852	1983
85199400	1977
85203449	1990
85225229	1995
85253550	2008
85271975	1985
85324776	1976
85447268	1981
85455468	2004
85509951	1988
85514454	1974
85586492	1989
85591790	2003
85592847	1993
85611984	1990
85702353	1994
85726868	1992
85727313	2006
85808060	1977
85831373	2004
85870889	1995
85878805	1970
86089067	1973
86134411	1974
86238026	1977
86308403	1981
86323493	1994
86324143	1974
86327343	1993
86396261	2008
86405303	1967
86412732	1977
86470825	1983
86594919	1990
86601550	2005
86652727	1995
86693986	1999
86772654	1997
86774343	2000
86843588	1964
86872933	1973
86929148	1917
86950253	1996
86974673	1992
86985532	2003
87008905	1971
87013209	1999
87017352	1983
87112556	1997
87209343	1993
87253619	1995
87375711	1979
87517948	1996
87616786	1998
87683980	1978
87695675	1998
87775279	1973
87806791	2002
87832107	1973
87857209	1998
87909293	1990
88022787	2002
88076661	1976
88102726	1994
88180787	1969
88207299	1985
88248561	1992
88285333	2000
88303299	1978
88325712	2008
88328187	1967
88450743	1964
88611565	1969
88755406	1993
88873829	1983
88893355	1969
88952103	1992
89006058	1997
89032322	1994
89057331	1985
89114624	1986
89135125	1971
89159502	2004
89164858	1981
89174119	1988
89227437	1996
89310936	1973
89343172	1995
89404952	1992
89448602	2000
89506776	2006
89550003	1976
89620792	2001
89656394	1993
89688205	2001
89793110	1987
89909747	2000
89924207	1998
89984479	1979
90011699	1981
90013727	1993
90014477	1973
90022473	2007
90104476	1964
90118357	1981
90193419	1983
90237120	1973
90335330	1974
90444852	1990
90576143	1976
90628656	1995
90637308	1964
90654056	1983
90669980	1998
90696924	1985
90904131	1977
90905468	1976
90917697	1994
90924923	1985
90925409	1977
90963598	1980
90986502	1980
91124119	1984
91342456	1976
91369229	1982
91381489	2004
91440264	1997
91456830	1989
91475570	2007
91570143	1995
91600219	1980
91608213	1995
91617944	1991
91685687	1994
91722548	2003
91777672	1974
91783511	1998
91826310	1968
91982321	1975
92029398	1969
92043223	1995
92083367	1994
92103587	2000
92125293	1987
92149723	1989
92325606	1994
92364310	1994
92368177	2000
92374942	1976
92558026	1982
92678197	1989
92748296	2001
92773824	1985
92889644	2008
92972786	1989
92974757	1995
93093919	1989
93143645	1988
93182810	1912
93216030	1992
93237740	1988
93300123	1983
93306043	1987
93312908	1991
93314642	1984
93322150	1973
93390050	1983
93494456	1993
93496375	2008
93520981	1988
93597384	1976
93658710	1968
93669159	1997
93704395	2012
93706049	1975
93706984	1975
93789761	1985
93809586	1993
93848007	1997
93853848	1977
93868268	2002
93935522	1997
94007230	1997
94022867	1991
94095011	1994
94248094	1992
94287803	1983
94310986	1983
94348521	1989
94472716	1968
94473357	1968
94508321	1992
94553684	1978
94593132	1988
94609788	1976
94631502	1993
94632514	1984
94658670	1988
94667597	1975
94693760	1994
94715971	2006
94751869	2003
94784667	1991
94837599	1967
94858821	1974
94878141	1975
94916828	2006
94963318	1981
95100328	1985
95167888	1995
95225375	1987
95259972	1991
95275002	1988
95303446	2002
95318196	1977
95345690	1964
95352686	1985
95415560	1975
95516616	1977
95558466	1993
95563628	1993
95597492	1968
95764084	1977
95958025	2002
96008489	2002
96119107	1994
96231303	2001
96299933	1993
96345688	1985
96362259	1980
96428343	1996
96464081	2000
96516689	1980
96736174	1975
96736251	1973
96749125	1989
96778981	1995
96952724	1964
96977015	1978
97013805	1996
97076977	2009
97089998	1985
97107594	1995
97130399	1997
97185147	1976
97194633	1980
97203455	1997
97235049	2004
97253496	1988
97280824	2000
97282394	1975
97327018	1990
97523491	1996
97586142	1968
97647069	1974
97680704	1981
97705434	1976
97714684	1989
97752481	1983
97805999	1998
97827777	1989
97830734	2000
97968413	1973
97974594	1997
98158812	2007
98327913	2001
98342590	1981
98383196	1977
98408886	1990
98419163	1990
98443396	1991
98492166	1976
98513091	1988
98531185	2004
98555769	1999
98569771	1998
98593802	1993
98616469	1977
98684631	1995
98704818	2009
98724312	1973
98933250	1974
99031587	1978
99070889	1971
99126984	1985
99160277	1912
99169694	2001
99177888	1980
99187944	1970
99207309	1995
99221652	1990
99321581	1993
99330833	1996
99367463	1983
99404813	1998
99438986	1964
99459693	1994
99475977	1991
99499188	2002
99504318	2002
99508099	1992
99602443	2009
99683982	1992
99706330	2015
99762907	1964
99773542	2002
99890461	1981
99968582	2002
99996944	1994
99998295	1981
100046551	1975
100125402	1975
100312365	1995
100330878	1979
100341356	1983
100352452	1979
100358053	1987
100358784	1990
100417127	2006
100419459	1974
100426630	2004
100440163	1989
100563516	1991
100600329	1981
100641165	1969
100723645	1988
100803160	1995
100821354	1985
100823033	1969
100958689	1973
100959755	1912
101042931	1979
101057205	1977
101058044	1989
101071412	1990
101172865	1968
101215727	1981
101308705	2000
101317462	2003
101367758	1976
101371029	1968
101384473	1969
101489302	1994
101508882	2002
101510240	1981
101553794	1985
101579998	1977
101598242	1981
101677850	1971
101713284	1973
101715122	1999
101771303	1976
101806951	2006
101851657	1996
101878641	1994
101918843	1990
101956087	1976
102051493	2002
102109342	1971
102197738	1993
102232872	1979
102277528	1989
102320209	1978
102357776	1994
102362202	1993
102395061	1969
102533956	1976
102605868	2002
102763554	1987
102822400	1976
102911220	1974
102944181	2003
102979843	1976
103013403	1989
103060663	2004
103064084	1988
103119624	1998
103122798	1994
103258341	1991
103272283	1968
103277103	1989
103403086	1999
103504596	1974
103535702	1981
103603499	1973
103723212	1974
103803039	1984
103829087	1995
103861682	1994
103869947	1999
103874282	1998
103954226	1973
104018963	1988
104119401	2005
104130640	1994
104157906	1995
104172413	1980
104296972	2010
104299688	1971
104354473	1976
104429620	1988
104529702	2003
104613142	1988
104628489	1971
104632957	1994
104674108	1995
104685221	1976
104720545	1987
104747001	1998
104849348	1964
104879420	1980
104898390	1998
104908204	1997
104924050	1993
105006256	1991
105008926	1983
105034478	1964
105104443	1983
105217382	2004
105218585	1995
105252966	1998
105259920	1982
105262966	1976
105266644	2000
105311042	1995
105355944	1912
105366486	1975
105382634	1968
105459731	2007
105483472	1988
105515416	1977
105517556	1985
105535822	2007
105568442	1993
105624091	2014
105679856	1989
105715137	2004
105726260	1985
105732058	1992
105738196	1992
105754256	1999
105822887	1978
105925785	1998
105968020	1976
105999761	1988
106255512	2001
106279105	1984
106293648	1985
106294517	2008
106303548	1992
106345206	1988
106473686	1998
106535155	2003
106576884	1974
106627351	2003
106629025	1983
106646347	1980
106716014	2000
106718684	1976
106749531	1980
106779244	1994
106782179	1976
106784128	1977
106797550	1985
106825587	1992
106838773	1985
106882218	2008
106934796	1980
106984064	2000
107031864	1988
107035379	1968
107152701	1983
107220451	1912
107254782	1976
107319622	1977
107346592	1993
107414218	2000
107478065	1973
107525990	1989
107588441	1988
107704926	1995
107777976	1985
107885227	1979
107965636	1998
108011904	1978
108059799	2000
108225408	1988
108244553	1964
108245663	2005
108317559	2000
108345262	1912
108358134	1991
108387282	2002
108542669	1989
108706664	1988
108750892	2006
108761355	2002
108802365	1998
108980105	1979
109091225	2005
109105436	1974
109209386	2007
109213802	1989
109227216	1967
109326397	1999
109348580	2001
109492715	1999
109583149	1994
109602912	2009
109611828	1993
109711566	1988
109778614	1985
109917003	1976
110072724	1976
110224213	1975
110225598	1976
110259398	2001
110305612	1988
110307280	1983
110332584	2005
110347188	1977
110385329	1990
110419716	1976
110514163	1995
110568160	1913
110612765	2002
110857468	1983
110896454	1994
110896813	1970
110899266	1970
110906756	1991
111106724	1992
111169318	2004
111250349	1983
111260672	1983
111442348	1989
111448407	1973
111479195	1995
111485362	1988
111486830	1988
111504284	1985
111645506	1975
111659079	1990
111687353	1994
111690833	1997
111751426	1976
111889237	1996
111987365	1976
112075724	1993
112164320	1997
112238014	1988
112280456	1995
112341485	1993
112424243	1970
112485657	2003
112528163	1998
112540345	1998
112552527	1968
112669261	1981
112827327	1999
112829444	1994
112844866	1994
112922650	1985
112944650	1995
112970007	1979
112976526	1981
113021232	2010
113108374	1981
113187144	1988
113234411	1993
113244221	1973
113338188	1970
113341977	1985
113352302	2004
113393248	1990
113666805	1974
113682589	1996
113759650	1993
113837361	1968
114121296	1995
114248528	1971
114248935	1971
114300417	1976
114310601	1979
114313652	1974
114396035	1997
114553746	1992
114603870	1977
114628260	1977
114784376	2000
114898627	1967
114907011	1994
114927330	1989
114989718	1998
114992162	1987
115007526	1999
115043525	1983
115052927	2002
115069077	1981
115123019	1967
115136492	1996
115150086	1994
115152833	2001
115449611	1988
115467508	1996
115497141	1980
115517098	1992
115667417	1985
115698258	1992
115803575	1990
115830507	1999
115834402	1999
115858469	1974
115872911	1976
115914695	1985
115925484	1985
115941934	1968
115947502	1989
116044465	1971
116062801	1999
116065424	1994
116119007	1994
116141415	1991
116144101	2005
116163287	1974
116185881	2000
116300361	2004
116322224	1975
116383042	1994
116384624	1981
116410811	1995
116413577	1990
116480632	1976
116511649	1970
116520380	1997
116547825	1974
116562954	1976
116699915	1998
116754361	1981
116771893	1999
116838883	1979
116905273	1978
116915213	1995
116974862	1976
117029320	1971
117048802	1968
117081253	1983
117132055	1969
117146672	2008
117209391	1964
117273194	1972
117284240	1977
117325853	2004
117391365	1976
117527275	2008
117542054	1995
117551216	2002
117591177	1970
117637067	1992
117663770	1968
117752639	2002
117771753	1991
117790726	1979
117948142	1988
118070581	1977
118074440	1994
118101662	1981
118147307	1992
118149617	1973
118257923	2004
118274811	2000
118428723	2003
118615217	2000
118642004	1981
118644239	1985
118707685	2003
118824290	1973
118891998	1976
118952348	1995
119024302	1997
119039672	1989
119110307	1992
119291187	1989
119426087	1968
119430681	1997
119518124	1997
119616045	2008
119739963	1991
119746885	1985
119748083	1989
119838597	1974
119926590	1964
120035010	1979
120108304	1970
120192635	1985
120235919	1979
120282822	1999
120391935	1971
120402810	1976
120435588	1973
120485828	1997
120520161	1981
120694256	1997
120716953	1993
120717626	1973
120721585	2008
120725162	1970
120829127	1975
120867796	1998
120885558	1979
120978790	1989
121027912	1974
121033979	1998
121135705	1973
121167277	1975
121194474	1981
121337762	1994
121427974	2005
121438880	2008
121604170	1971
121647637	1969
121695652	1967
122002065	1993
122041097	1998
122055469	1978
122059497	2003
122076458	1976
122160781	1994
122172640	1967
122250645	1980
122293872	2007
122549051	1989
122697463	1999
122809285	2000
123003603	2004
123329637	1983
123584846	1987
123604872	1991
123679542	1968
123893875	1969
124002328	1993
124162590	1964
124173658	1991
124318480	1971
124434248	1988
124611223	1994
124801089	1993
124844418	1973
124860544	2013
124939805	1971
124981633	1974
124994061	1999
125035062	1994
125136167	1988
125142111	1985
125261187	1969
125261962	1983
125284158	1977
125427757	1998
125543631	1974
125567777	1989
125587921	1995
125589986	1995
125605427	1976
125748435	1970
125752427	1969
125774473	1993
125801641	1990
125802066	1991
125805369	1974
125829028	2000
125912733	1988
126035482	1973
126097213	1970
126183789	1974
126207938	2002
126316626	1990
126657939	1976
126666423	1991
126682861	1981
126719886	1969
126737310	1976
126882949	2005
126984924	1976
127020513	2000
127351310	1987
127419474	1997
127456982	1985
127591655	1969
127613364	2002
127627367	1997
127637612	1981
128018216	1976
128030717	1979
128071161	2004
128254885	1990
128286719	1999
128433528	2003
128455102	1978
128518089	1977
128616912	1988
128654945	1999
128808586	1992
128811540	1975
128834311	1995
128945668	1981
129012892	1968
129027522	1995
129080938	1975
129154211	1981
129208795	1976
129324460	1991
129425432	1983
129454627	1996
129479132	2002
129486420	1912
129554061	1993
129675736	1995
129679727	2009
129809894	2002
129819597	1991
129988523	1992
130048166	1981
130102306	1976
130151637	1994
130154592	1981
130184403	1976
130238092	1971
130412159	1993
130492467	1973
130526190	1993
130569765	1997
130616885	1971
130637005	2002
130682993	1992
130715614	1988
130823996	1994
130867124	1985
131096631	1973
131106271	1988
131151466	1994
131297549	1993
131374454	1992
131465612	1999
131582383	1988
131639104	2008
131710074	1990
131786425	1973
131821848	1996
131843311	1989
132083754	1992
132357482	1980
132459248	1991
132478812	1996
132484589	1977
132492164	2001
132494551	1994
132552028	2002
132573359	1992
132576508	1974
132586216	2001
133220612	1993
135228210	1969
135432553	1992
136395851	1992
138607784	1968
139261105	2009
139336167	2003
139384968	1972
139584101	2008
139681419	1991
139782563	1986
140063803	2004
140152273	2000
140330453	1991
140511418	1981
140571112	1912
140600645	2004
140603204	1987
140621274	1970
141306392	1996
141420734	2008
141894309	1999
141947269	2007
142369432	1998
142653734	2009
142724515	1995
142733498	1974
142823526	2004
142897120	2004
142964286	1998
143040045	1977
143041794	2004
143258060	1992
143356429	1974
143572571	1987
143631055	1976
143788139	1983
143809529	1995
143815991	1978
143939651	1997
144089359	1981
144148033	1996
144659227	1998
144720210	2002
145206702	1994
145544045	1985
145584166	1981
145922519	1988
146575172	1974
146832619	1988
147067890	1995
147082615	2008
147170589	1983
147179910	1997
147197267	2005
147201245	1997
147204515	1990
147263140	1992
147298752	2000
147317474	1966
147352955	1982
147401500	1997
147421693	1999
147470432	2001
147529106	2004
147529994	1994
147532206	1983
147590650	1981
147625990	1992
147643084	1993
147650157	1995
147664023	1993
147666260	1985
147667344	1993
147734172	1990
147757431	1998
147837693	1968
147892866	1976
147905308	1985
147946527	1914
148039364	1992
148327982	1987
148442667	1967
148583674	1992
148718266	1996
149682577	1974
150125690	2012
150160160	2009
150391885	1967
150431758	1997
150497716	1978
151224462	2002
151340378	1980
151420659	1996
151455620	1978
151490042	1986
151721468	2004
151731728	1998
151736083	1989
151866551	1989
152281762	1997
152292350	1996
152352219	2009
153180852	2000
153221341	2009
153456652	1998
153643151	1991
153651473	1998
153843429	1985
153881474	1994
153886152	2007
153899536	1999
153912604	1971
153914766	1977
154067433	1968
154068345	1995
154131710	1980
154182095	1990
154298243	1980
154425436	1976
154434382	2000
154471106	1973
154526034	1995
154568444	1979
154595887	1974
154612928	1969
154615907	1969
154670310	1995
154689122	2001
154706981	1968
154737602	1985
154750653	1983
154775702	1990
154795747	2000
154803593	1995
154864147	1973
154966009	1978
155000395	1974
155109158	2009
155194822	1980
155475327	2001
155538704	1994
155565780	2001
155585533	1989
155602225	1985
155602882	1985
155802281	1967
155875864	1985
156069948	1992
156265159	1987
156367499	1975
156832809	2000
156841911	1912
156944753	1970
157139082	1992
157237194	1993
157243976	1998
157244642	1997
157274792	1998
157286023	1995
157328856	1993
157369973	2008
157371716	1977
157395784	1999
157396400	2004
157411034	1991
157429461	2001
157514209	1976
157557893	1980
157564652	1995
157648184	2000
157730855	2005
157834865	1992
157842261	1976
157917378	1992
158065184	1990
158152479	1990
158212680	2007
158245541	2006
158301886	1999
158494105	2004
158619997	1989
158666468	1991
158724860	1912
158962749	1969
159267459	1990
159269554	1985
159379113	1994
159434609	1968
159441381	2002
159564296	1981
159900659	1981
160013157	2004
160065943	2014
160283615	1990
160292738	1993
160580909	1985
160910950	1978
161724297	1998
162616822	2000
167147125	1989
170286883	1969
171452354	1998
171592795	1996
171684792	1997
171983103	2004
172418563	2010
173115429	1997
174884344	1985
176534035	2000
177421612	1995
178623398	1992
179057709	1973
179158937	1993
181283843	2000
182106240	1968
182543647	1998
183007200	1967
184577211	2000
184601722	1995
185174028	1975
185869603	2008
185919676	1989
186427537	1985
187130276	2002
187882351	2004
189158962	1981
189915308	1964
189981273	1971
191073805	1970
191589194	2001
192233540	2004
195115277	1998
196505275	1992
196858147	1983
197232702	1985
197361599	1968
197554316	1974
197634110	1974
197644260	2001
197655966	1968
