NewAuthorId	Yfp	Ylp	Parent
18535547	2000	2006	41008148
18539216	2003	2010	185592680
18568619	2002	2016	86803240
18570651	1979	2018	41008148
18575591	1985	1989	86803240
18577783	1992	2008	71924100
18648669	1985	1995	185592680
18656481	1997	2018	17744445
18708104	1997	1997	41008148
18745297	1989	2011	86803240
18795267	1991	2012	71924100
18838827	1975	1996	162324750
18840644	1981	1981	71924100
18862265	2002	2007	185592680
18898760	1989	2001	121332964
18951391	1981	1981	127413603
18961606	1968	2011	121332964
18983541	1989	1989	41008148
19024334	1968	1970	33923547
19043570	1999	2009	185592680
19056336	1992	2018	86803240
19066158	1981	1981	86803240
19069414	1993	2013	127413603
19099249	1976	2011	17744445
19103661	1976	2018	86803240
19104293	1998	2005	41008148
19125479	1912	1912	15744967
19128100	2000	2018	127413603
19160563	1998	1998	192562407
19175218	2007	2008	41008148
19196069	1995	2018	71924100
19202130	2004	2018	86803240
19251789	2002	2006	86803240
19259367	1993	2010	71924100
19298086	1993	1999	41008148
19315851	1974	1974	33923547
19348823	1981	1995	127413603
19349074	1994	2012	121332964
19362462	1993	1999	86803240
19367552	1999	2000	86803240
19447284	1995	1995	41008148
19487346	1987	1997	121332964
19508117	1989	1989	17744445
19513303	1994	1994	41008148
19530920	2008	2010	121332964
19531009	1981	1987	121332964
19563581	2002	2018	138885662
19579773	1976	1978	127413603
19594946	1992	1997	127413603
19604189	1998	2015	86803240
19634677	1981	1990	86803240
19654095	1992	2011	86803240
19663280	1995	2018	86803240
19679766	1978	2018	71924100
19729444	2001	2003	121332964
19751391	1977	1983	15744967
19769305	1994	1995	185592680
19775201	1985	1988	15744967
19799945	1992	2011	71924100
19830851	1992	2003	86803240
19840172	1990	1995	17744445
19842254	2004	2018	71924100
19852101	1998	1998	71924100
19856586	1981	1986	71924100
19866308	1980	1981	15744967
19872956	1995	1996	71924100
19893903	2005	2005	86803240
19909557	1995	2018	86803240
19930153	2002	2006	86803240
19964126	2002	2003	41008148
19980024	1994	2007	86803240
19987027	1995	1995	185592680
20006531	1983	1989	127413603
20020480	1973	2013	86803240
20025226	1979	1979	127413603
20066195	1988	1988	17744445
20105299	1999	2002	127413603
20123211	1999	2018	17744445
20191948	1981	1984	86803240
20211841	1985	2003	185592680
20215238	1996	1997	86803240
20227334	1994	2018	127413603
20254232	1990	2007	86803240
20256151	1995	2012	86803240
20262908	2008	2011	71924100
20314263	1988	1990	121332964
20340647	1988	2003	71924100
20344464	1976	1976	86803240
20364607	2009	2010	185592680
20393132	1996	1996	41008148
20427747	1980	2018	86803240
20469215	2004	2007	33923547
20472027	1995	1995	86803240
20534351	1995	2016	86803240
20586486	1985	1995	86803240
20605383	2009	2010	71924100
20668244	1992	2018	17744445
20723488	1912	2018	86803240
20735851	1967	2018	185592680
20743778	1977	2018	185592680
20748528	1998	2000	192562407
20755315	2003	2016	192562407
20757122	1997	2000	185592680
20774123	1999	2017	127413603
20780620	2007	2017	86803240
20800017	2004	2010	17744445
20803971	1967	2015	71924100
20806251	1983	1986	71924100
20811942	1967	1967	185592680
20814086	2000	2011	162324750
20824026	1995	1998	71924100
20839962	1998	2003	162324750
20846001	2004	2015	127313418
20856390	1978	1978	185592680
20889774	1977	1979	71924100
20892629	1994	2011	192562407
20911329	1983	1984	17744445
20936434	1976	1983	86803240
20957689	1995	1999	86803240
20973863	1995	2002	144024400
20994055	2004	2018	15744967
21015136	1995	2007	71924100
21029443	1981	1985	185592680
21031619	1993	1996	121332964
21048001	1994	1997	121332964
21089941	1999	2014	127413603
21101945	1995	2017	41008148
21118797	2004	2018	185592680
21131043	1994	2005	121332964
21186067	2004	2017	121332964
21191229	2002	2016	15744967
21197326	1991	1992	185592680
21197412	1968	2005	15744967
21211627	1998	2001	71924100
21212588	1978	2009	71924100
21217036	1974	1974	121332964
21232785	2000	2002	71924100
21244822	2004	2015	86803240
21255126	1991	1994	185592680
21301681	1991	2018	71924100
21301690	2003	2016	185592680
21307511	1968	1973	86803240
21309764	1985	1985	192562407
21319591	1985	2002	185592680
21442709	1988	1988	121332964
21449264	1998	2003	86803240
21457009	1991	1994	185592680
21465340	1985	2015	41008148
21465796	1998	2002	86803240
21477187	1995	2011	71924100
21509821	1983	1991	185592680
21519510	1985	2003	121332964
21560697	1994	2018	185592680
21562142	1997	2004	86803240
21573634	2007	2018	192562407
21612645	2004	2013	86803240
21616947	1994	1998	71924100
21618559	1989	2018	33923547
21628949	1998	1999	121332964
21668487	1979	1982	185592680
21736759	2005	2008	17744445
21741982	1974	2018	71924100
21747840	1983	1983	121332964
21749437	1993	1997	185592680
21767400	2001	2002	86803240
21796819	1997	1997	86803240
21802190	2000	2003	192562407
21813886	2008	2015	127413603
21873372	1981	2012	185592680
21880222	1981	2008	121332964
21899565	1987	2015	86803240
21920279	1964	1964	17744445
21951343	1973	1977	41008148
21985180	2004	2016	86803240
22000768	2002	2016	15744967
22029473	2004	2018	144024400
22030465	1994	1998	71924100
22045806	1977	2018	41008148
22066436	1989	1989	121332964
22073309	2008	2017	121332964
22090177	1970	2018	121332964
22090653	2009	2018	127313418
22095230	1976	1976	86803240
22098579	1976	1983	41008148
22123200	1989	2018	162324750
22142963	2003	2012	86803240
22172054	2001	2002	41008148
22197443	1987	2008	127413603
22237901	1994	2011	121332964
22263203	1991	2000	41008148
22275542	1979	1992	86803240
22302036	1997	1997	185592680
22333125	2002	2010	71924100
22333455	1990	2018	17744445
22335456	1994	1995	185592680
22431997	1976	2014	185592680
22440305	1977	2018	121332964
22470100	1981	2018	86803240
22521759	2003	2018	86803240
22570008	1973	2016	71924100
22579329	2008	2018	86803240
22614953	1992	1992	121332964
22633834	1997	2015	41008148
22637593	1967	2016	41008148
22650762	2009	2014	71924100
22709978	2003	2006	17744445
22722109	2003	2011	41008148
22722431	1998	2007	121332964
22771115	1981	2017	86803240
22789713	1996	1997	192562407
22791781	1976	2018	86803240
22800675	2008	2018	127413603
22838388	1979	2013	121332964
22855008	1995	2018	17744445
22880730	1997	1998	71924100
22902044	1981	1984	121332964
22947802	1993	2018	86803240
22963393	2003	2011	121332964
22963636	1990	1990	121332964
22966031	2004	2012	185592680
22972149	1993	2018	185592680
22987914	1978	1979	86803240
23001307	1976	1976	121332964
23005824	1967	1967	121332964
23011593	2004	2009	185592680
23021108	1978	1978	121332964
23039503	1990	2018	86803240
23040443	2000	2001	71924100
23042931	1995	2018	86803240
23071456	2000	2007	185592680
23086927	1981	2018	71924100
23119171	1999	2017	71924100
23145347	2002	2017	71924100
23158174	1997	2018	86803240
23181046	1980	1997	121332964
23198279	1988	2018	127413603
23224655	1989	1993	185592680
23249050	2007	2007	41008148
23266580	1990	1999	185592680
23272587	1985	2018	17744445
23274187	2004	2017	162324750
23276324	1974	2013	86803240
23283446	2008	2008	86803240
23303421	1964	1964	121332964
23324842	1997	2018	162324750
23331727	1995	2007	86803240
23365731	1990	1990	121332964
23384042	2009	2010	71924100
23389510	1992	1993	71924100
23424558	2003	2018	71924100
23437811	1996	2002	86803240
23438024	1995	1995	17744445
23443052	1995	1999	71924100
23459764	1976	1979	185592680
23463639	2000	2008	41008148
23466389	1967	1974	127413603
23479172	1995	1995	127413603
23479269	1995	2008	71924100
23486856	1988	1993	185592680
23493704	1976	2004	121332964
23504412	1971	1999	121332964
23533705	2007	2007	71924100
23538781	1964	1965	71924100
23540589	1964	1964	86803240
23573820	1997	2018	86803240
23607801	1988	1988	71924100
23617102	1978	1987	121332964
23632806	1995	1995	121332964
23664638	1992	1992	71924100
23669016	2008	2008	86803240
23677967	1996	1996	86803240
23686473	2005	2017	86803240
23801992	2008	2014	121332964
23832639	1981	2018	121332964
23930266	1999	1999	71924100
23937832	1964	1976	185592680
23991265	1981	1984	86803240
24055229	1983	1994	121332964
24067822	1975	1975	71924100
24097354	1994	2017	41008148
24100571	1989	2002	86803240
24111048	1993	1995	33923547
24473980	2002	2015	192562407
24693434	1976	1994	138885662
24758558	1989	2018	41008148
24774360	2002	2015	17744445
24817173	1998	2018	127313418
24912652	1995	1995	71924100
24923183	1993	2018	86803240
24950659	1998	2003	86803240
24962119	1995	2016	86803240
25054198	1995	1997	86803240
25144641	1985	1985	41008148
25167865	1999	2001	121332964
25180296	1994	2005	192562407
25207899	1977	1977	86803240
25219854	1973	2013	121332964
25221569	2002	2009	185592680
25245727	2008	2008	185592680
25246471	2002	2017	86803240
25248473	1977	2018	86803240
25250552	2008	2008	41008148
25301165	1995	2018	86803240
25307040	1997	2016	71924100
25313033	1980	2018	127413603
25322690	1991	1994	121332964
25326241	1985	1990	17744445
25345481	1994	2006	127413603
25365534	1992	2014	86803240
25376098	1997	1997	41008148
25431911	1974	1978	121332964
25490675	1998	1998	121332964
25499210	1998	2013	86803240
25576298	2005	2010	86803240
25581000	1992	1992	185592680
25624992	1974	1974	138885662
25659855	1992	1992	185592680
25664026	1989	2007	121332964
25679375	2002	2009	127413603
25688335	1993	1993	162324750
25694488	2002	2009	144133560
25705326	2001	2008	127413603
25727241	2002	2016	127413603
25766800	2002	2016	86803240
25778864	1994	1996	86803240
25789262	1996	2016	185592680
25826820	1994	1996	71924100
25828402	2003	2003	71924100
25870884	1994	2018	121332964
25914759	2004	2004	127413603
25918568	2003	2004	127413603
25929613	1993	1994	127413603
25939855	1989	1989	127413603
25973854	1998	2009	41008148
25981868	1981	1994	192562407
26002643	1983	1996	121332964
26022405	1999	2004	86803240
26036159	1989	1994	127413603
26068752	1964	1964	41008148
26099271	1968	1990	185592680
26111866	1977	1977	17744445
26157584	1998	2017	71924100
26175751	1991	2017	86803240
26180199	2000	2003	121332964
26209651	1993	1993	162324750
26220290	1992	1993	41008148
26235418	1985	1987	127413603
26235996	2008	2008	127413603
26268097	1976	1976	17744445
26277870	1994	1994	121332964
26301449	1964	1966	127413603
26303669	2002	2018	185592680
26313384	1980	2018	86803240
26350518	1987	2017	86803240
26356521	2007	2009	41008148
26406938	1979	1985	185592680
26450903	1974	2014	86803240
26479711	1994	1994	121332964
26488548	2009	2009	86803240
26503877	1992	1992	192562407
26508869	1976	1977	15744967
26515867	1975	1996	41008148
26558817	2004	2004	15744967
26580938	1989	1989	86803240
26581679	1990	1990	185592680
26593685	1912	1912	41008148
26609434	1994	1994	41008148
26625359	1988	1988	33923547
26633397	1995	1998	41008148
26671455	1995	2018	121332964
26768403	1989	1989	192562407
26776922	2002	2018	71924100
26836034	2002	2009	86803240
26853828	1973	2008	86803240
26869369	2004	2011	86803240
26933141	2007	2012	33923547
26933719	1994	2010	86803240
26937909	2007	2010	41008148
26948163	2009	2009	17744445
26950712	1995	2006	121332964
26995846	2004	2017	127313418
27030946	1983	2000	185592680
27072634	1997	2011	15744967
27092707	1973	1973	15744967
27103127	1977	1977	185592680
27115027	1987	2005	192562407
27123691	1995	2012	71924100
27154572	1998	1998	121332964
27199441	1985	1985	41008148
27212443	1975	2018	138885662
27221462	1989	1989	33923547
27264371	1995	1996	127413603
27275446	1995	1998	127413603
27323296	2004	2005	127413603
27334803	1992	1992	41008148
27415481	1978	2018	33923547
27425805	2000	2000	127413603
27448072	1967	1971	185592680
27484751	1995	1995	33923547
27510519	1976	1980	127413603
27518117	1981	2003	121332964
27526134	1988	1988	71924100
27543098	1974	1974	127413603
27567298	1976	1996	86803240
27574886	2004	2016	86803240
27594568	1974	1980	121332964
27638646	1994	2005	15744967
27680205	1997	2018	41008148
27683783	1967	1969	71924100
27696563	1985	1992	127413603
27721082	1995	1995	86803240
27739733	1995	2017	86803240
27772743	2004	2017	121332964
27774303	2004	2006	41008148
27779127	1990	2018	185592680
27781322	1985	1994	121332964
27788586	1976	2016	86803240
27789254	2000	2000	127413603
27809777	2005	2006	86803240
27838124	1995	1995	41008148
27881221	1991	2016	86803240
27931218	1998	1998	121332964
27942633	1973	2017	162324750
27951094	2007	2007	185592680
27973468	1968	1968	41008148
27975037	1994	1994	121332964
28013177	1985	1998	192562407
28023439	1998	2018	71924100
28054091	1968	1971	127413603
28059213	1981	1981	33923547
28101360	1991	1991	185592680
28162110	1974	1974	121332964
28203817	1988	2000	33923547
28212970	1998	1999	121332964
28218240	1985	1989	185592680
28234856	1999	2000	71924100
28356919	1988	1992	185592680
28379783	2005	2012	41008148
28438675	1979	2018	192562407
28482025	1997	2005	127413603
28624403	1994	1999	33923547
28637629	1976	1979	121332964
28672869	1976	1976	185592680
28682663	2008	2008	127413603
28722492	2002	2002	142362112
28733117	2000	2000	127413603
28790662	1998	1998	41008148
28799258	1994	1997	121332964
28802409	1969	1969	185592680
28806568	1997	2017	71924100
28848483	1997	1997	127413603
28907553	1985	1985	121332964
28934595	1994	1994	121332964
29005165	2003	2018	185592680
29059727	1973	2014	33923547
29081025	2002	2007	15744967
29111554	1983	1983	86803240
29126708	1973	2018	41008148
29127308	1999	1999	127413603
29159187	2001	2001	41008148
29195355	1989	1990	41008148
29200973	1985	1985	162324750
29359958	2002	2018	121332964
29454786	2000	2018	127313418
29461884	1991	1993	86803240
29492217	1993	1993	86803240
29501550	1997	1997	41008148
29547347	1981	1983	121332964
29565343	1988	2018	86803240
29589039	1912	1964	185592680
29610475	1976	1989	185592680
29662427	1989	2017	185592680
29694464	1988	1991	86803240
29730060	1993	1995	121332964
29772353	1976	1976	138885662
29774117	1977	2010	127413603
29804816	1968	1968	86803240
29853562	1981	1988	185592680
29861854	1991	1999	15744967
29863137	1973	1989	71924100
29884928	1981	1981	33923547
29925747	1979	1988	127413603
29940965	2008	2016	86803240
29966724	1995	1995	41008148
30025019	1994	1994	86803240
30044686	1997	1997	121332964
30162826	1979	1988	127413603
30264584	1975	1975	71924100
30311342	2001	2001	41008148
30313282	1975	1975	95457728
30315567	1993	2018	127413603
30319908	1976	2012	86803240
30346087	2003	2017	86803240
30377308	1990	2015	185592680
30402505	1994	2014	71924100
30407566	2008	2009	71924100
30459499	1997	1997	185592680
30498899	1993	1993	127413603
30551719	1970	1988	33923547
30561760	1994	1995	127413603
30643960	2004	2004	127313418
30668319	1985	1985	121332964
30852928	2003	2004	71924100
30853078	1989	1989	127413603
30948847	1994	1994	41008148
31005297	1980	1980	192562407
31013765	2002	2009	127413603
31079808	2003	2006	41008148
31253115	1996	1996	185592680
31256283	1992	2013	192562407
31291594	1992	1992	71924100
31300714	2004	2006	127413603
31344648	1981	1982	138885662
31398893	1997	1997	71924100
31414854	1985	1985	71924100
31419995	1988	1988	71924100
31495415	2000	2000	127313418
31498847	1992	1992	71924100
31556194	2000	2000	41008148
31572805	1974	1974	71924100
31572895	1975	1975	15744967
31604777	1997	1998	127413603
31623985	1997	2001	185592680
31631242	1974	2018	86803240
31672854	1999	1999	127413603
31674671	1990	1992	127413603
31712568	1993	1997	121332964
31772795	1964	1991	121332964
31795123	1978	1993	121332964
31803230	2003	2012	127413603
31946030	2000	2004	71924100
32104248	2000	2000	33923547
32220662	1990	1990	121332964
32222562	1995	2010	121332964
32224066	2003	2003	127413603
32227261	1992	2011	138885662
32227527	2009	2015	86803240
32269555	1993	2004	71924100
32317098	2005	2006	121332964
32349460	1998	1999	33923547
32527365	1989	1989	121332964
32531077	1999	1999	41008148
32536844	2003	2004	41008148
32553830	2008	2008	121332964
32628666	1997	2018	121332964
32700129	2007	2009	17744445
32711080	2004	2004	41008148
32792813	1999	2004	86803240
32795420	2009	2009	121332964
32796951	2004	2006	121332964
32816839	1997	2004	17744445
32816887	1992	1992	15744967
32848447	1976	2015	71924100
32892807	2000	2015	121332964
32935516	1968	1968	185592680
32958551	1995	2017	17744445
33047786	1994	2004	127413603
33066239	1987	1987	86803240
33101761	1974	2007	71924100
33104028	1971	2018	86803240
33164610	1995	2000	41008148
33244994	1992	2013	41008148
33251550	1988	1990	121332964
33277199	1987	1987	39432304
33373389	1964	1965	71924100
33463460	1992	2018	121332964
33542919	1990	1994	121332964
33592907	1964	1964	86803240
33611186	1964	1964	121332964
33651654	1999	1999	33923547
33761800	1998	1999	121332964
33768589	2004	2018	86803240
33776270	2002	2004	192562407
33805278	1970	1973	71924100
33832813	2008	2012	127413603
33863151	1994	2018	185592680
33891052	1989	1989	127413603
33911307	1973	1978	121332964
33939044	2005	2005	41008148
33944110	1970	1970	185592680
33947930	2008	2014	41008148
33954708	2005	2005	41008148
34044787	1973	1973	127413603
34066284	1981	1981	127413603
34189523	1990	2018	33923547
34202820	1995	1995	127413603
34211503	1968	1988	15744967
34411733	1912	1912	121332964
34453908	2008	2012	15744967
34498170	1988	1989	185592680
34549284	1989	2018	86803240
34680116	1998	1998	86803240
34733002	1993	2017	121332964
34884253	2004	2015	86803240
34938638	1974	2018	185592680
34982316	2007	2007	71924100
35013434	1999	2010	71924100
35051762	2002	2006	86803240
35088188	1995	1998	121332964
35114661	1974	1974	185592680
35157792	1970	1973	33923547
35163262	1987	1987	33923547
35207224	1988	1988	41008148
35257804	1977	1977	86803240
35260381	1998	1998	121332964
35335280	1993	1993	41008148
35367378	1981	2013	41008148
35372352	1989	1989	15744967
35378165	2004	2018	121332964
35446152	1988	1991	86803240
35457222	1993	1993	86803240
35470930	1993	2004	121332964
35492243	1995	2004	86803240
35499560	1985	2018	71924100
35568058	1976	2015	162324750
35612669	1968	1970	33923547
35622907	2002	2002	121332964
35727225	1974	1974	86803240
35798561	1985	1985	127413603
35858271	1973	1973	17744445
35882047	1995	1995	17744445
35883684	1993	1993	142362112
35994032	2002	2002	41008148
36013275	1998	2005	121332964
36025060	2003	2003	185592680
36029308	1988	1988	86803240
36056752	2004	2004	121332964
36098073	2005	2005	185592680
36110438	1968	1968	71924100
36116244	1991	1991	86803240
36232788	2002	2006	127413603
36234523	2004	2004	33923547
36234916	1991	1991	41008148
36338059	1999	2000	41008148
36338188	2002	2015	41008148
36339239	1976	2007	127313418
36359859	1991	2018	185592680
36360382	1992	2002	185592680
36360425	1983	1996	41008148
36375401	1975	1991	185592680
36380454	2008	2018	41008148
36393886	1995	2018	86803240
36404969	1968	2015	41008148
36413303	1979	1993	127413603
36418846	1992	2018	185592680
36458124	1976	1976	121332964
36461463	2003	2003	86803240
36467313	1971	1972	71924100
36511272	1971	1971	121332964
36520810	2002	2002	121332964
36558947	1999	1999	185592680
36570370	1994	1994	33923547
36579786	1977	1983	185592680
36583484	1981	1983	127413603
36616776	2002	2006	121332964
36626157	1985	2018	185592680
36631607	1999	2018	86803240
36631833	1997	2017	127413603
36648690	1988	2003	86803240
36648813	2000	2006	192562407
36656348	1989	1989	33923547
36689623	2009	2009	41008148
36703553	2002	2018	121332964
36704486	2008	2018	185592680
36708933	1983	1987	71924100
36718611	1988	1992	185592680
36718919	1973	1973	121332964
36725876	1996	2006	15744967
36736411	2008	2009	144133560
36748214	1983	1985	127413603
36756503	1987	2012	41008148
36767953	1993	2011	185592680
36776685	1992	1995	121332964
36780647	1981	2015	127413603
36788925	2004	2004	15744967
36794129	2004	2018	71924100
36813069	1973	1973	71924100
36827312	1994	1994	121332964
36914596	1991	2004	121332964
36941716	1995	1995	86803240
36953665	2008	2017	127413603
36964803	1971	1989	127413603
36974795	1976	2008	41008148
37007210	1994	1994	17744445
37054379	2000	2013	17744445
37063603	1989	1998	71924100
37068829	2003	2012	15744967
37098433	1995	2018	71924100
37100344	1997	2005	71924100
37137844	2003	2003	41008148
37138477	1974	1975	33923547
37166585	1973	1981	86803240
37184566	1964	1964	15744967
37206662	1991	1996	86803240
37225717	1996	1996	41008148
37291032	1998	2018	33923547
37309455	1998	2018	192562407
37357954	1980	2018	71924100
37398528	1976	1977	185592680
37470961	1995	2016	41008148
37483601	1995	1996	15744967
37485358	1992	2018	127413603
37532791	1989	1989	71924100
37538129	1994	2002	41008148
37546133	1995	1995	192562407
37562753	2003	2018	121332964
37576686	1994	1994	33923547
37599162	1998	2013	17744445
37602040	1912	1912	86803240
37616262	1995	1998	121332964
37642209	1964	1964	15744967
37676469	1976	1978	71924100
37697376	1990	2009	71924100
37697704	1997	2008	41008148
37710404	2001	2013	86803240
37714874	1987	1990	86803240
37732397	1998	1998	71924100
37790905	1998	2014	162324750
37819334	1968	2007	185592680
37820199	1992	1999	15744967
37880917	1970	1996	185592680
37890121	2004	2017	15744967
37912137	1912	1941	15744967
37922190	1970	2008	17744445
37931474	1992	1992	33923547
37951902	1964	1973	86803240
37976802	1988	1988	121332964
38032264	1985	1985	71924100
38062688	1964	1974	15744967
38102788	1976	1976	17744445
38120994	1981	1991	15744967
38147291	1989	2001	71924100
38162230	1983	2012	71924100
38205057	1976	1977	71924100
38232720	1993	2018	86803240
38236100	1988	1993	71924100
38236814	1994	1994	71924100
38237194	1998	1998	71924100
38242770	1992	1994	71924100
38274221	2003	2003	127313418
38290458	1995	2018	121332964
38311767	1994	1998	86803240
38319656	1985	1986	127313418
38367461	1999	1999	71924100
38372408	1973	2006	138885662
38420752	2003	2003	86803240
38508697	1912	1912	144133560
38540511	1998	2000	86803240
38552781	1990	1990	121332964
38556704	1969	1969	17744445
38599254	1983	1984	71924100
38636029	1990	1990	86803240
38658008	1988	1988	86803240
38691792	1970	1972	15744967
38699685	1993	1993	185592680
38706759	1998	2017	86803240
38711133	1994	1995	86803240
38735095	1985	1985	86803240
38738202	1995	1995	71924100
38742973	1912	1912	86803240
38808375	1968	1984	71924100
38841885	1990	1990	17744445
38844274	1998	1998	121332964
38885814	1991	2002	71924100
38915365	1977	1977	86803240
38925700	1974	1979	71924100
38939192	1989	1995	185592680
38969273	1975	1975	185592680
38978705	1991	1991	121332964
38983425	1981	1984	86803240
38993734	1987	1987	138885662
39012568	1969	1969	71924100
39053802	1976	1976	15744967
39117403	1997	2016	86803240
39117421	1971	1971	41008148
39151554	1967	1967	86803240
39167683	1981	1983	71924100
39171876	1971	1971	86803240
39176870	1991	1991	185592680
39253589	1985	1994	86803240
39293761	1994	1994	185592680
39343971	1967	1967	15744967
39354447	1981	1992	121332964
39357714	2002	2002	41008148
39397294	1912	1912	17744445
39400665	2003	2003	71924100
39442467	1981	1981	15744967
39463905	1998	2001	185592680
39510681	1974	1974	86803240
39519419	1995	2017	71924100
39562182	1988	1992	71924100
39564289	2003	2005	185592680
39581722	1995	2000	71924100
39590825	1993	2004	121332964
39600280	2005	2006	121332964
39668555	1999	2001	185592680
39678023	1988	1988	185592680
39680349	1968	1971	41008148
39793007	1992	1992	86803240
39821705	1990	1993	121332964
39821738	1974	1974	185592680
39831824	2007	2007	86803240
39834001	1981	1983	86803240
39876261	1976	1979	185592680
39892406	1912	1912	15744967
39916791	1985	1985	86803240
39934939	2000	2010	185592680
39935095	1989	1994	185592680
39943588	1988	1988	121332964
39985821	1981	1981	15744967
39999965	1994	2009	71924100
40003482	1979	1981	185592680
40083489	1989	1991	86803240
40157789	1971	1974	185592680
40177003	2008	2009	71924100
40194517	1997	1997	121332964
40219438	1988	1988	185592680
40226581	2002	2016	86803240
40243963	1994	1995	192562407
40293898	1990	1991	15744967
40311462	1912	1930	86803240
40344274	2000	2000	33923547
40360814	1992	1993	185592680
40405262	1996	1998	185592680
40409057	2007	2007	41008148
40437527	1994	1997	86803240
40490766	1991	1999	185592680
40667253	2000	2018	41008148
40670226	1973	1974	86803240
40759425	1967	1967	86803240
40839124	2008	2008	41008148
40849903	1993	2011	121332964
40893554	1985	2001	138885662
40932552	1997	2018	86803240
41070532	2009	2013	17744445
41086767	1998	2018	121332964
41261428	1985	1985	17744445
41293330	1969	1970	121332964
41296643	1993	1993	41008148
41410149	1997	1997	71924100
41447067	1976	1976	33923547
41486641	1994	1994	127413603
41531475	1969	2018	86803240
41556863	1999	1999	15744967
41581445	1988	1992	86803240
41587556	1994	2018	121332964
41610767	1991	1992	185592680
41685561	1985	2003	71924100
41687943	2003	2013	17744445
41702685	1994	2008	86803240
41706572	2003	2017	86803240
41811204	2002	2002	33923547
41939413	2002	2002	41008148
41943217	1983	2018	121332964
41945286	1974	2018	86803240
41999949	1992	1998	41008148
42176641	2005	2009	144133560
42186448	1994	1994	71924100
42226587	1989	1997	121332964
42257720	1997	1997	121332964
42340548	2002	2002	71924100
42384038	2008	2008	162324750
42428481	2004	2008	138885662
42456458	2008	2008	15744967
42459806	2008	2009	86803240
42461998	1991	1993	185592680
42492090	2009	2011	121332964
42499571	1985	2006	185592680
42525915	2002	2002	127313418
42721459	2009	2010	95457728
42774813	2002	2003	185592680
42866310	2004	2013	15744967
42967672	1964	1967	185592680
43003733	2007	2008	15744967
43044929	1980	2015	192562407
43073451	1990	1990	41008148
43079058	1973	2018	33923547
43306884	2004	2004	17744445
43384487	2003	2010	71924100
43430956	2008	2009	41008148
43445157	2008	2010	41008148
43490295	2001	2001	17744445
43539825	2002	2002	17744445
43598177	1985	2012	41008148
43619196	2004	2004	127413603
43643534	2005	2005	185592680
43730377	2009	2009	71924100
43733097	2004	2004	41008148
43747438	1988	1988	127413603
43758088	1993	2003	127413603
43934120	1992	1992	33923547
43965533	2009	2009	15744967
43996754	2008	2009	138885662
44032069	1993	2012	138885662
44130831	2008	2008	15744967
44167402	2004	2004	185592680
44260942	2008	2008	127413603
44265917	2008	2011	142362112
44342880	1995	1995	15744967
44373108	2002	2012	33923547
44760748	1969	1981	185592680
44826844	1985	2016	41008148
44872287	1964	1985	127413603
45062300	1973	1973	71924100
45276404	1989	1990	121332964
45430491	1995	1995	41008148
45458363	1988	1988	121332964
45499414	1976	1992	86803240
45562204	1971	1975	185592680
45583534	1989	1996	192562407
45600077	1995	2000	41008148
45616052	1997	2012	41008148
45644713	1981	1985	86803240
45668344	2001	2001	41008148
45707591	1997	2004	41008148
45772756	1996	2018	86803240
45786886	1976	1977	127413603
45790985	1985	1985	121332964
46017154	1983	1984	127413603
46021891	1995	2005	41008148
46037069	1980	1984	185592680
46127878	1970	2011	121332964
46279536	1997	1997	41008148
46376414	1983	1983	41008148
46462991	1977	2008	71924100
46486128	2004	2004	33923547
46518131	1989	1993	121332964
46631360	1968	1968	121332964
46779306	1997	1997	127413603
46805543	1990	1990	121332964
47224634	1990	1990	86803240
47248112	1978	1978	41008148
47255127	1989	2011	86803240
47406492	1998	2008	86803240
47436318	2002	2012	41008148
47561121	1993	2008	33923547
47573558	1978	1995	127413603
47577689	2001	2001	17744445
47839037	2000	2001	86803240
47951482	1995	2008	192562407
48070095	2002	2002	41008148
48080030	2009	2014	41008148
48304699	1981	1981	71924100
48425343	1990	1990	127413603
48468470	1985	1985	41008148
48591992	1999	1999	41008148
48661366	1998	1998	127413603
48889972	2004	2004	121332964
48997615	1912	1912	41008148
49003795	2007	2008	33923547
49030262	2000	2009	127413603
49062660	1973	1981	144133560
49065305	1912	1912	86803240
49078590	1992	1992	185592680
49086811	1997	2001	127413603
49126767	2005	2005	71924100
49157207	1973	1974	86803240
49275583	1912	1957	121332964
49461231	2004	2008	41008148
49643747	1995	1996	86803240
49731418	1997	1997	185592680
49765292	2008	2008	41008148
49810323	1990	1990	71924100
49849194	1992	1992	121332964
49865422	1971	1971	15744967
50063230	1976	1976	71924100
50089441	1997	1997	71924100
50116368	1988	2012	185592680
50129037	1976	1976	71924100
50416686	1993	1993	121332964
50418955	1993	1993	71924100
50458724	1995	1995	86803240
50491554	1997	2018	17744445
50517980	2005	2005	162324750
50550370	1989	1991	185592680
50633179	1994	1994	185592680
50705419	1912	1912	41008148
50742009	1985	1988	86803240
50798871	1968	1981	185592680
50808415	1990	2018	185592680
50823980	1977	2010	185592680
50824372	1995	2018	86803240
50873992	1987	1988	86803240
50948563	2000	2003	185592680
51043272	2001	2018	86803240
51074895	1976	2009	71924100
51115310	1968	1972	121332964
51149664	1999	2018	185592680
51234247	1992	1992	121332964
51238503	1992	1992	86803240
51244210	1969	1980	86803240
51293909	1997	2018	86803240
51321199	1969	2015	15744967
51343482	1995	1995	121332964
51384704	1976	1977	127313418
51392053	1980	1980	121332964
51473127	2002	2002	185592680
51493050	2002	2018	185592680
