NewAuthorId	Yfp	Ylp	Parent
11209739	2008	2018	17744445
11212645	1968	2018	86803240
11222956	2002	2002	86803240
11233408	1988	2018	185592680
11293838	1983	1993	127313418
11294789	1992	2004	121332964
11295040	1973	1975	121332964
11318345	1990	2014	71924100
11324304	2003	2018	86803240
11338110	2007	2012	121332964
11339693	1973	2017	162324750
11356623	1981	1981	127413603
11356742	1994	2013	86803240
11386902	1998	1998	33923547
11393386	2005	2018	192562407
11393804	2002	2003	71924100
11408166	1994	1998	33923547
11416593	2004	2015	71924100
11420872	2004	2011	41008148
11449228	1990	2008	121332964
11456948	1992	1994	71924100
11481713	1978	1998	86803240
11506303	1999	2018	71924100
11509951	1968	1971	185592680
11519084	2004	2018	138885662
11527648	1976	2018	33923547
11551180	1985	1985	162324750
11560074	1976	2018	121332964
11560909	1988	1995	86803240
11562096	2008	2018	86803240
11571195	1912	1948	127413603
11575502	1989	1993	185592680
11581517	1970	1972	86803240
11601427	1971	1973	127413603
11616616	1989	1996	121332964
11620993	1989	1994	185592680
11623770	2007	2017	162324750
11626899	1993	1997	41008148
11627028	1997	2002	121332964
11644947	1987	2017	127413603
11662705	1997	2000	86803240
11673751	1985	1986	71924100
11680529	2004	2017	71924100
11693553	1981	2006	86803240
11729364	1997	2001	86803240
11738325	2001	2006	121332964
11750514	1985	2011	86803240
11763962	2001	2007	185592680
11768252	2004	2018	86803240
11786589	1989	1992	86803240
11844243	1989	1989	71924100
11860365	1969	1970	185592680
11874155	1977	1990	121332964
11920173	1977	2018	71924100
11932801	1991	1991	15744967
11935661	2002	2017	127413603
11950115	1989	2007	86803240
11962132	1981	1985	86803240
11965626	2003	2008	121332964
11968895	1976	1982	121332964
12009177	1997	1997	138885662
12014922	2007	2018	86803240
12025870	1970	2018	138885662
12027401	1998	2001	71924100
12031835	2003	2003	39432304
12073098	1991	2016	71924100
12101945	1995	2017	71924100
12105912	2000	2000	17744445
12113137	2000	2004	185592680
12129869	2003	2018	41008148
12143510	1993	1995	86803240
12145224	2000	2000	41008148
12149485	1997	1998	41008148
12159749	1981	1982	17744445
12162227	1999	2018	71924100
12172772	1964	1977	71924100
12190705	1988	2018	162324750
12205290	1998	2004	86803240
12232976	1995	2014	33923547
12259682	1971	1975	86803240
12259797	1992	2018	86803240
12264539	1987	2008	41008148
12277551	1988	1992	86803240
12294247	1967	2002	185592680
12335706	1995	2001	121332964
12344550	2005	2018	71924100
12347740	1975	1998	33923547
12347751	1999	2003	185592680
12350329	1985	2018	71924100
12350699	1992	2008	86803240
12363732	1996	2016	41008148
12373101	1975	1975	71924100
12373488	1985	2013	33923547
12389541	1995	1999	127413603
12404630	2003	2011	121332964
12429650	1988	1992	185592680
12430767	1993	1997	127313418
12436710	1994	2014	86803240
12455514	1990	2018	86803240
12478748	1996	2009	71924100
12484724	2000	2018	41008148
12497437	1993	1995	33923547
12500728	1980	1981	15744967
12501223	1994	2014	185592680
12517639	1976	2016	185592680
12561466	1990	2017	71924100
12563430	1976	1976	33923547
12585157	1974	2017	162324750
12614978	2004	2011	41008148
12615502	1974	1974	121332964
12705711	2005	2018	127313418
12709461	1969	1973	121332964
12711371	1988	1993	127413603
12717581	2002	2017	138885662
12737624	2002	2015	71924100
12748243	1988	2018	86803240
12749057	1971	1985	41008148
12749589	1995	2008	121332964
12808298	1995	1998	71924100
12825536	2004	2004	33923547
12864189	1992	2008	127413603
12878378	1988	1989	15744967
12891363	1995	2017	71924100
12897286	1992	1994	121332964
12916739	1997	2018	71924100
12928956	1983	2018	17744445
12937327	1999	2018	86803240
12941491	1994	2017	17744445
12952775	2004	2004	185592680
12964235	2002	2004	86803240
12996819	2008	2016	162324750
12998812	1968	2018	86803240
13016851	1996	2000	86803240
13017173	1991	1998	86803240
13019409	1998	2007	127413603
13022821	2009	2018	185592680
13031045	1987	1990	71924100
13070841	1973	2014	17744445
13080543	2002	2010	127413603
13096541	1983	1993	71924100
13104000	1989	1995	71924100
13105159	1973	2017	15744967
13111124	1912	2006	86803240
13139100	1997	2018	185592680
13139309	1981	1985	185592680
13170269	1991	2011	86803240
13185305	2008	2018	71924100
13212645	1985	1997	33923547
13214278	2004	2018	127413603
13228848	1985	2018	86803240
13230865	2005	2009	71924100
13242603	1998	1999	127413603
13261720	2004	2015	121332964
13264509	1969	1986	86803240
13266382	1994	1995	41008148
13292973	1968	1978	121332964
13315103	1964	2014	121332964
13321425	1987	1989	15744967
13328408	2002	2018	71924100
13350765	1979	2017	86803240
13370563	1983	2018	86803240
13406347	1989	2017	41008148
13414082	1968	2002	86803240
13421616	1994	2013	121332964
13423726	1975	2008	86803240
13424643	1994	2017	71924100
13436578	1999	2004	192562407
13436700	1995	1995	192562407
13441624	2002	2004	71924100
13469816	1969	1993	121332964
13470475	1990	2007	86803240
13480896	1975	1976	127413603
13499696	2000	2008	127413603
13504406	1998	2013	86803240
13505377	1977	1998	86803240
13508265	2003	2016	71924100
13542626	1998	2000	71924100
13546787	1968	1969	71924100
13550957	1985	1989	185592680
13614555	2008	2018	121332964
13632500	1964	1975	86803240
13673708	1974	1974	127313418
13708021	1999	2018	185592680
13724622	1974	1980	86803240
13735906	2003	2018	121332964
13749400	1998	2002	121332964
13751140	1999	2018	86803240
13767260	1991	1991	41008148
13779295	1985	2002	192562407
13779752	1995	2002	127413603
13790139	1968	1994	86803240
13818809	1981	1981	121332964
13833760	2004	2018	71924100
13838033	2008	2017	15744967
13840940	2008	2018	71924100
13894152	1912	1938	95457728
13931804	1988	2011	144133560
13934754	1996	1996	185592680
13951163	1994	2018	185592680
13967959	1970	1994	121332964
13979208	1990	1998	71924100
13982609	1993	2015	86803240
13990317	1993	2011	185592680
14000095	1970	1970	71924100
14001706	1981	2016	86803240
14019093	1983	2014	86803240
14023677	1969	1972	127413603
14028891	1985	1996	71924100
14029168	1994	1998	185592680
14029724	1997	2018	86803240
14064927	1983	1994	17744445
14065542	1988	2018	71924100
14089144	1976	1994	185592680
14109082	1985	2017	71924100
14166900	1976	2018	33923547
14178484	1977	1977	71924100
14182288	1996	1998	185592680
14204666	2003	2018	86803240
14209194	1912	1920	121332964
14211509	1973	1975	121332964
14252608	1990	2015	71924100
14255218	1968	1993	185592680
14264453	2004	2009	192562407
14282542	1973	1985	86803240
14286322	1988	2018	71924100
14313143	1981	2000	86803240
14337892	1988	2014	71924100
14376318	1995	2005	121332964
14424543	1992	2018	162324750
14427885	2002	2018	71924100
14481361	2001	2011	17744445
14511693	1993	1993	17744445
14535898	1999	2012	121332964
14555355	2007	2018	86803240
14611920	1964	1964	17744445
14632531	1997	2000	33923547
14634103	1995	1999	86803240
14675163	1997	2018	86803240
14720843	1971	1995	185592680
14737812	2004	2017	185592680
14745329	1989	2018	86803240
14756479	1988	2006	71924100
14765401	1971	2010	121332964
14778327	1988	2017	71924100
14797229	2002	2013	86803240
14797455	1993	1993	71924100
14798915	1997	1997	71924100
14800498	1977	2018	71924100
14814462	2002	2006	127413603
14826145	2003	2009	127413603
14862536	2004	2010	71924100
14894214	2000	2014	41008148
14920478	1983	1984	33923547
14921763	1976	1976	121332964
14923231	1998	1998	71924100
14940030	1997	2016	121332964
14942784	1992	1992	41008148
14953093	1968	1984	185592680
14955421	1976	2018	86803240
14958304	1985	2015	192562407
14969363	1993	1999	86803240
15020120	1981	1987	15744967
15038511	1994	1994	17744445
15056441	1992	2017	127313418
15059432	2002	2018	71924100
15059888	1981	2018	127313418
15098364	1985	2008	71924100
15123193	2002	2014	86803240
15181241	2000	2003	127413603
15200106	1968	1968	185592680
15226990	1992	2012	71924100
15250223	1983	2012	121332964
15283227	1970	1970	121332964
15288388	2008	2013	86803240
15313057	1994	2018	71924100
15321240	2002	2017	121332964
15332038	2003	2016	127313418
15340729	1970	2005	121332964
15361395	1967	1979	71924100
15435714	1976	2018	121332964
15440924	1987	2000	17744445
15452428	1985	1985	41008148
15454978	1995	1999	41008148
15464532	1985	2005	121332964
15502905	1989	1996	41008148
15511014	1992	2010	86803240
15533674	1997	2002	127413603
15568923	2002	2018	15744967
15572849	1985	2017	86803240
15574323	1991	2012	17744445
15605060	1976	1981	185592680
15608463	1974	2009	162324750
15620675	2009	2018	121332964
15657916	1995	1997	185592680
15662953	1993	1999	185592680
15667151	1993	2015	71924100
15676247	1994	1996	71924100
15686548	2002	2002	121332964
15746249	2008	2018	86803240
15753531	1978	2003	86803240
15763788	1985	1989	86803240
15782110	1995	2018	127413603
15786441	1985	2018	185592680
15835872	1985	1986	162324750
15848891	1996	2015	17744445
15863232	1968	1969	121332964
15894457	1996	1998	86803240
15923016	1992	1997	41008148
15927950	2004	2018	86803240
15928438	1980	2004	86803240
15930085	1968	2015	121332964
15980183	1983	1983	86803240
15998041	2001	2003	86803240
16009167	2002	2013	127413603
16025415	1994	2002	86803240
16060434	2004	2018	185592680
16077086	1999	2018	86803240
16104954	1995	1996	41008148
16120030	1992	2017	86803240
16125800	1988	1988	15744967
16157460	1991	2005	121332964
16163742	1976	1992	185592680
16164326	1990	2016	86803240
16170605	1971	1973	71924100
16213736	1973	2018	86803240
16218228	1968	1984	15744967
16219611	1981	1981	33923547
16232443	1971	2018	121332964
16281900	1967	2018	121332964
16311878	2004	2018	86803240
16313264	2005	2018	185592680
16332565	1998	2018	185592680
16356649	1991	1993	15744967
16365220	1995	2010	86803240
16406282	1994	2018	71924100
16408905	1995	1995	15744967
16410106	1967	2013	121332964
16413490	2002	2006	185592680
16434937	1981	2001	185592680
16451616	1998	2018	86803240
16473166	1974	1974	121332964
16475854	1969	1969	185592680
16483527	1981	2005	71924100
16503626	1998	2014	15744967
16509017	1977	1977	17744445
16524646	1964	2018	185592680
16527966	1969	1988	71924100
16553531	1991	2018	86803240
16564339	2001	2001	185592680
16566876	1995	2018	71924100
16578013	1999	2018	41008148
16596447	1995	2002	71924100
16618524	1988	2015	86803240
16635784	2004	2018	127413603
16652376	2008	2014	185592680
16668494	1976	1980	86803240
16682759	1990	1997	41008148
16686666	1995	1997	71924100
16712847	1989	2018	86803240
16756476	1995	1996	121332964
16777768	1981	2011	185592680
16791295	2000	2015	86803240
16823794	1993	2018	127413603
16827902	1985	1990	86803240
16869624	1997	1999	121332964
16896594	2004	2018	144133560
16927944	2009	2018	86803240
16953239	1985	2018	86803240
16964992	2002	2005	41008148
17002467	1973	2005	71924100
17007530	1976	1984	185592680
17007840	2008	2013	185592680
17008682	1998	2007	127413603
17021443	1994	2007	17744445
17023631	1912	1944	71924100
17028337	1995	2000	86803240
17055396	1988	1991	86803240
17055502	1973	1973	121332964
17101670	1980	1980	71924100
17105747	2004	2018	17744445
17106650	1991	2012	185592680
17123059	2002	2016	41008148
17124622	1992	2018	121332964
17129462	1979	2018	192562407
17138118	1989	2017	185592680
17143702	1993	2002	86803240
17155270	2003	2006	71924100
17167559	1994	2008	71924100
17173801	1979	1996	71924100
17201322	1998	2005	127413603
17202411	2004	2004	121332964
17205791	1983	1991	86803240
17218409	1994	2018	127413603
17233109	1974	2013	127313418
17233464	1967	1990	127313418
17273352	1990	2002	127413603
17294035	2003	2003	71924100
17299796	1990	2017	15744967
17322958	2001	2018	121332964
17341585	1967	1995	185592680
17406190	2000	2013	17744445
17435947	1981	2015	86803240
17437741	1999	2006	185592680
17441333	1992	1992	15744967
17462505	1985	2018	41008148
17490220	1983	1983	71924100
17496527	1976	1985	127413603
17519062	1990	2006	121332964
17566164	2003	2018	185592680
17566314	1994	2018	121332964
17618343	1995	1996	127413603
17620832	1983	1997	71924100
17625770	2007	2015	86803240
17638252	1976	1979	71924100
17647072	1989	2017	185592680
17647484	1912	1916	39432304
17650100	1985	1989	71924100
17665277	1985	1991	86803240
17735229	1997	2000	71924100
17743847	1994	2016	185592680
17854555	1973	1977	121332964
17898211	1994	2016	86803240
17930384	1988	2018	185592680
17999818	2008	2017	86803240
18011876	1977	1979	127313418
18058306	1993	2018	15744967
18060086	2008	2018	86803240
18082365	1985	1986	41008148
18107473	1985	2018	71924100
18202547	2002	2017	15744967
18204781	2003	2008	144133560
18207633	1995	1995	144024400
18214950	2000	2018	86803240
18231086	1969	2016	121332964
18243748	1983	2011	15744967
18259102	2009	2013	86803240
18277283	2004	2015	17744445
18312211	1969	1977	127413603
18323784	1985	1985	121332964
18360484	1997	1997	121332964
18391353	1990	1990	121332964
18392162	1989	2007	86803240
18410452	2003	2007	121332964
18423835	1991	2013	71924100
18435899	1980	2002	185592680
18452891	2002	2017	71924100
18466619	1976	1981	86803240
18472898	1993	1994	15744967
18482130	1977	1984	71924100
18494035	1997	2017	71924100
18506168	1983	1989	121332964
18526288	1993	2005	86803240
