Discipline	Parent	Year0	Age	EPriorPaperCount	EPriorCitationCount	EHindex	ETop	EColabCount
Biology	86803240	2004	34	158	2991	27	True	222
Biology	86803240	2004	34	160	3012	28	True	224
Biology	86803240	2004	34	160	3029	28	True	237
Biology	86803240	2004	35	160	3039	28	True	240
Biology	86803240	2004	35	165	3274	29	True	240
Biology	86803240	2004	35	167	3415	29	True	240
Biology	86803240	2004	35	170	3465	29	True	248
Biology	86803240	2004	35	170	3678	30	True	256
Biology	86803240	2004	35	170	3682	30	True	268
Biology	86803240	2004	36	174	3777	31	True	269
Biology	86803240	2004	36	175	3827	31	True	272
Biology	86803240	2004	36	178	3964	31	True	283
Biology	86803240	2004	36	179	4046	31	True	293
Biology	86803240	2004	36	184	4133	31	True	294
Biology	86803240	2004	37	187	4509	32	True	302
Biology	86803240	2004	37	188	4673	32	True	333
Biology	86803240	2004	37	189	4727	33	True	336
Biology	86803240	2004	37	189	5034	35	True	354
Biology	86803240	2004	37	195	5422	35	True	358
Biology	86803240	2004	37	198	5508	37	True	366
Biology	86803240	2004	37	206	5615	38	True	373
Biology	86803240	2004	37	210	5752	39	True	389
Biology	86803240	2004	38	213	5821	40	True	399
Biology	86803240	2004	38	223	6054	41	True	408
Biology	86803240	2004	38	237	6735	41	True	417
Biology	86803240	2004	38	238	7361	41	True	431
Biology	86803240	2004	38	240	7607	42	True	456
Biology	86803240	2004	39	240	7791	42	True	463
Biology	86803240	2004	39	244	7791	42	True	468
Biology	86803240	2004	39	271	7791	42	True	490
Biology	86803240	2004	40	282	8130	44	True	506
Biology	86803240	2004	40	285	8134	44	True	531
Biology	86803240	2004	40	312	8143	44	True	542
Biology	86803240	2004	40	352	8437	45	True	548
Biology	86803240	2004	41	364	8471	46	True	600
Biology	86803240	2004	41	368	8637	46	True	636
Biology	86803240	2004	41	392	10045	46	True	711
Biology	86803240	2004	41	425	10385	47	True	732
Biology	86803240	2004	41	445	11486	47	True	751
Biology	86803240	2004	41	456	12902	47	True	776
Biology	86803240	2004	42	468	12928	50	True	786
Biology	86803240	2004	42	476	12928	52	True	1158
Biology	86803240	2004	42	506	12928	52	True	1422
Biology	86803240	2004	42	578	16274	61	True	1436
Biology	86803240	2004	44	590	26661	89	True	14736
Biology	86803240	2005	2	1	0	0	False	1
Biology	86803240	2005	2	2	0	0	False	1
Biology	86803240	2005	2	2	0	0	False	4
Biology	86803240	2005	3	2	0	0	False	5
Biology	86803240	2005	7	4	3	1	False	5
Biology	86803240	2005	8	4	7	1	False	6
Biology	86803240	2005	8	5	9	2	False	6
Biology	86803240	2005	8	5	12	2	False	7
Biology	86803240	2005	8	6	14	2	False	9
Biology	86803240	2005	9	6	15	2	False	9
Biology	86803240	2005	9	6	16	2	False	10
Biology	86803240	2005	9	7	19	2	False	10
Biology	86803240	2005	9	7	20	2	False	11
Biology	86803240	2005	9	9	24	2	False	11
Biology	86803240	2005	10	9	25	3	False	12
Biology	86803240	2005	10	9	27	3	False	12
Biology	86803240	2005	10	10	30	3	False	13
Biology	86803240	2005	10	11	31	3	False	14
Biology	86803240	2005	11	12	35	3	False	14
Biology	86803240	2005	11	13	35	3	False	15
Biology	86803240	2005	11	13	36	3	False	16
Biology	86803240	2005	11	14	38	4	False	17
Biology	86803240	2005	11	14	40	4	False	18
Biology	86803240	2005	11	14	43	4	False	18
Biology	86803240	2005	11	15	44	4	False	18
Biology	86803240	2005	12	15	46	4	False	20
Biology	86803240	2005	12	15	47	4	False	21
Biology	86803240	2005	12	15	53	4	False	21
Biology	86803240	2005	13	15	66	4	False	21
Biology	86803240	2005	13	15	68	4	False	21
Biology	86803240	2005	13	16	79	5	False	21
Biology	86803240	2005	13	16	80	5	False	22
Biology	86803240	2005	13	16	80	5	False	23
Biology	86803240	2005	13	17	80	6	False	25
Biology	86803240	2005	14	17	84	6	False	26
Biology	86803240	2005	14	17	86	6	False	26
Biology	86803240	2005	14	19	95	6	False	28
Biology	86803240	2005	14	20	97	6	False	29
Biology	86803240	2005	14	20	97	6	False	29
Biology	86803240	2005	14	21	98	6	False	29
Biology	86803240	2005	14	23	101	6	False	30
Biology	86803240	2005	14	24	109	6	False	31
Biology	86803240	2005	15	24	137	6	False	33
Biology	86803240	2005	15	25	140	6	False	33
Biology	86803240	2005	15	25	158	6	False	37
Biology	86803240	2005	15	25	165	6	False	41
Biology	86803240	2005	15	27	169	6	False	42
Biology	86803240	2005	15	28	190	7	False	42
Biology	86803240	2005	15	29	199	7	False	43
Biology	86803240	2005	15	31	218	7	False	43
Biology	86803240	2005	16	33	223	7	False	44
Biology	86803240	2005	16	33	224	8	False	44
Biology	86803240	2005	16	34	226	8	False	44
Biology	86803240	2005	16	34	247	8	False	44
Biology	86803240	2005	16	35	253	9	False	45
Biology	86803240	2005	16	35	260	9	False	47
Biology	86803240	2005	17	35	279	9	False	47
Biology	86803240	2005	17	36	290	9	False	49
Biology	86803240	2005	17	38	293	9	False	49
Biology	86803240	2005	17	38	324	9	False	49
Biology	86803240	2005	17	38	329	10	False	50
